fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
rn2kb1r/pp4pp/2p5/4P3/8/P6b/1PP5/RNB1KR2 w Qkq - 0 17,-397,-0.19850,END,32,17,20,24,27,1,0,14.53,14
rn2kb1r/pp4pp/2p5/4P3/8/P6b/1PP2R2/RNB1K3 b Qkq - 1 17,499,0.24950,END,33,17,20,24,27,1,0,15.13,14
rn2k2r/pp4pp/2p5/2b1P3/8/P6b/1PP2R2/RNB1K3 w Qkq - 2 18,-510,-0.25500,END,34,18,20,24,27,1,0,13.13,13
r7/1bpp1k1p/np2pQ1n/p7/P7/NP2PN2/2PP1PPP/4KB1R b K - 0 12,-363,-0.18150,MID,23,12,31,20,37,0,0,14.75,13
r7/1bpp3p/np2pk1n/p7/P7/NP2PN2/2PP1PPP/4KB1R w K - 0 13,358,0.17900,END,24,13,22,20,36,1,0,13.60,12
r7/1bpp3p/np2pk1n/p7/P7/NP2PN2/2PPBPPP/4K2R b K - 1 13,-371,-0.18550,END,25,13,22,20,36,1,0,14.05,12
r7/1bpp3p/1p2pk1n/p7/Pn6/NP2PN2/2PPBPPP/4K2R w K - 2 14,370,0.18500,END,26,14,22,20,36,1,0,15.11,12
r7/1bpp3p/1p2pk1n/p7/Pn6/NP2PN2/2PPBPPP/5RK1 b - - 3 14,-365,-0.18250,END,27,14,22,20,36,1,0,13.53,12
6r1/1bpp3p/1p2pk1n/p7/Pn6/NP2PN2/2PPBPPP/5RK1 w - - 4 15,386,0.19300,END,28,15,22,20,36,1,0,13.91,13
6r1/1bpp3p/1p2pk1n/p7/Pn6/NP2PNP1/2PPBP1P/5RK1 b - - 0 15,-372,-0.18600,END,29,15,22,20,36,1,0,15.11,12
6r1/1bpp3p/1p2pk2/p4n2/Pn6/NP2PNP1/2PPBP1P/5RK1 w - - 1 16,372,0.18600,END,30,16,22,20,36,1,0,13.43,12
4q1k1/pp3ppp/3r2n1/2p3N1/7P/8/PPQ1bPP1/2K1R3 w - - 0 22,-91,-0.04550,MID,42,22,22,26,29,0,0,13.64,9
4q1k1/pp3ppp/3r2n1/2p3N1/7P/8/PPQ1RPP1/2K5 b - - 0 22,160,0.08000,MID,43,22,22,23,28,0,0,13.64,10
3q2k1/pp3ppp/3r2n1/2p3N1/7P/8/PPQ1RPP1/2K5 w - - 1 23,-224,-0.11200,MID,44,23,22,23,28,0,0,14.69,8
3q2k1/pp3ppp/3r2n1/2p3NP/8/8/PPQ1RPP1/2K5 b - - 0 23,471,0.23550,MID,45,23,22,23,28,0,0,15.18,13
6k1/pp3ppp/3r2n1/2p3qP/8/8/PPQ1RPP1/2K5 w - - 0 24,-477,-0.23850,MID,46,24,19,23,27,0,0,12.99,13
6k1/pp3ppp/3r2n1/2p3qP/8/8/PPQ1RPP1/1K6 b - - 1 24,467,0.23350,MID,47,24,19,23,27,0,0,14.01,12
5nk1/pp3ppp/3r4/2p3qP/8/8/PPQ1RPP1/1K6 w - - 2 25,-464,-0.23200,MID,48,25,19,23,27,0,0,12.81,14
4Rnk1/pp3ppp/3r4/2p3qP/8/8/PPQ2PP1/1K6 b - - 3 25,543,0.27150,MID,49,25,19,23,27,0,0,13.15,14
r3k2r/ppp1b1pp/8/3q4/3pn3/1P1P1N1P/2PK2P1/3R3R w kq - 0 19,-882,-0.44100,MID,36,19,18,31,30,0,0,13.64,15
r3k2r/ppp1b1pp/8/3q4/3pP3/1P3N1P/2PK2P1/3R3R b kq - 0 19,799,0.39950,MID,37,19,18,28,29,0,0,13.78,15
r3k2r/ppp1b1pp/8/8/3pq3/1P3N1P/2PK2P1/3R3R w kq - 0 20,-706,-0.35300,MID,38,20,17,28,27,0,0,13.00,12
r3k2r/ppp1b1pp/8/8/3pq3/1P3N1P/2PK2P1/4R2R b kq - 1 20,676,0.33800,MID,39,20,17,28,27,0,0,15.75,13
r3k2r/ppp1b1pp/6q1/8/3p4/1P3N1P/2PK2P1/4R2R w kq - 2 21,-721,-0.36050,MID,40,21,17,28,27,0,0,13.99,15
r3k2r/ppp1b1pp/6q1/8/3N4/1P5P/2PK2P1/4R2R b kq - 0 21,747,0.37350,MID,41,21,17,27,25,0,0,14.47,14
2kr3r/ppp1b1pp/6q1/8/3N4/1P5P/2PK2P1/4R2R w - - 1 22,-790,-0.39500,MID,42,22,17,27,25,0,0,13.51,15
2kr3r/ppp1b1pp/6q1/8/3N4/1PK4P/2P3P1/4R2R b - - 2 22,877,0.43850,MID,43,22,17,27,25,0,0,14.10,15
3r3k/5ppp/1r2p3/pPp2Q2/P1Pp1P2/7P/6P1/3R1RK1 b - - 0 31,-45,-0.02250,MID,61,31,25,17,31,0,0,12.88,10
3r3k/5ppp/1r6/pPp2p2/P1Pp1P2/7P/6P1/3R1RK1 w - - 0 32,84,0.04200,END,62,32,16,17,30,1,0,14.45,11
3r3k/5ppp/1r6/pPp2p2/P1Pp1P2/7P/6PK/3R1R2 b - - 1 32,117,0.05850,END,63,32,16,17,30,1,0,14.85,10
4r2k/5ppp/1r6/pPp2p2/P1Pp1P2/7P/6PK/3R1R2 w - - 2 33,-87,-0.04350,END,64,33,16,17,30,1,0,13.88,8
4r2k/5ppp/1r6/pPp2p2/P1Pp1P2/6KP/6P1/3R1R2 b - - 3 33,102,0.05100,END,65,33,16,17,30,1,0,12.88,9
7k/5ppp/1r6/pPp2p2/P1Pp1P2/4r1KP/6P1/3R1R2 w - - 4 34,-91,-0.04550,END,66,34,16,17,30,1,0,15.34,9
7k/5ppp/1r6/pPp2p2/P1Pp1P2/4rRKP/6P1/3R4 b - - 5 34,110,0.05500,END,67,34,16,17,30,1,0,12.57,10
7k/5ppp/1r6/pPp2p2/P1Pp1P2/5rKP/6P1/3R4 w - - 0 35,97,0.04850,END,68,35,11,17,29,1,0,14.54,11
rn3rk1/1p3ppp/2p1p3/pP2P3/P1B5/2b2N2/R4PPP/2BN1K2 b - - 0 20,-228,-0.11400,END,39,20,23,23,35,1,0,14.01,12
rn3rk1/1p3ppp/2p1p3/pP2P3/PbB5/5N2/R4PPP/2BN1K2 w - - 1 21,227,0.11350,END,40,21,23,23,35,1,0,15.32,13
rn3rk1/1p3ppp/2p1p3/pP2P3/PbB5/4NN2/R4PPP/2B2K2 b - - 2 21,-187,-0.09350,END,41,21,23,23,35,1,0,15.32,11
rn1r2k1/1p3ppp/2p1p3/pP2P3/PbB5/4NN2/R4PPP/2B2K2 w - - 3 22,227,0.11350,END,42,22,23,23,35,1,0,14.03,13
rn1r2k1/1p3ppp/2p1p3/pP2P3/PbB5/4NN1P/R4PP1/2B2K2 b - - 0 22,-134,-0.06700,END,43,22,23,23,35,1,0,14.31,10
rn1r2k1/1p3ppp/2p1p3/pPb1P3/P1B5/4NN1P/R4PP1/2B2K2 w - - 1 23,219,0.10950,END,44,23,23,23,35,1,0,12.49,11
rn1r2k1/1p3ppp/2p1p3/pPb1P3/P1B5/4NN1P/R4PP1/2B3K1 b - - 2 23,-146,-0.07300,END,45,23,23,23,35,1,0,15.31,10
rn1r2k1/1p3ppp/2p1p3/pP2P3/P1B5/4bN1P/R4PP1/2B3K1 w - - 0 24,236,0.11800,END,46,24,20,23,34,1,0,15.06,11
5r1k/2p3pp/p2b4/P7/8/4B1P1/2q2PQP/5RK1 w - - 0 24,20,0.01000,MID,46,24,21,21,22,0,0,13.88,10
5r1k/1Qp3pp/p2b4/P7/8/4B1P1/2q2P1P/5RK1 b - - 1 24,-7,-0.00350,MID,47,24,21,21,22,0,0,14.13,9
5r1k/1Qp3pp/p2b4/P4q2/8/4B1P1/5P1P/5RK1 w - - 2 25,176,0.08800,MID,48,25,21,21,22,0,0,14.30,11
5r1k/2p3pp/Q2b4/P4q2/8/4B1P1/5P1P/5RK1 b - - 0 25,-83,-0.04150,MID,49,25,21,20,20,0,0,13.43,10
5r1k/2p3p1/Q2b4/P4q1p/8/4B1P1/5P1P/5RK1 w - - 0 26,120,0.06000,MID,50,26,21,20,20,0,0,14.44,8
5r1k/Q1p3p1/3b4/P4q1p/8/4B1P1/5P1P/5RK1 b - - 1 26,-34,-0.01700,MID,51,26,21,20,20,0,0,14.10,11
5r1k/Q1p3p1/3b4/P4q2/7p/4B1P1/5P1P/5RK1 w - - 0 27,100,0.05000,MID,52,27,21,20,20,0,0,15.00,9
5r1k/Q1p3p1/P2b4/5q2/7p/4B1P1/5P1P/5RK1 b - - 0 27,-119,-0.05950,MID,53,27,21,20,20,0,0,13.13,9
3r2k1/pp3pp1/2p1P3/7p/4QR1P/P3P1q1/PB4P1/3R2K1 b - - 0 22,-482,-0.24100,MID,43,22,28,20,30,0,0,13.82,14
6k1/pp3pp1/2p1P3/7p/4QR1P/P3P1q1/PB4P1/3r2K1 w - - 0 23,502,0.25100,MID,44,23,23,20,29,0,0,16.20,14
6k1/pp3pp1/2p1P3/7p/4Q2P/P3P1q1/PB4P1/3r1RK1 b - - 1 23,-462,-0.23100,MID,45,23,23,20,29,0,0,14.17,9
6k1/pp3pp1/2p1P3/7p/4Q2P/P3P1q1/PB4P1/5rK1 w - - 0 24,524,0.26200,MID,46,24,18,20,28,0,0,14.27,14
6k1/pp3pp1/2p1P3/7p/4Q2P/P3P1q1/PB4P1/5K2 b - - 0 24,-500,-0.25000,MID,47,24,18,15,27,0,0,14.99,14
6k1/pp4p1/2p1p3/7p/4Q2P/P3P1q1/PB4P1/5K2 w - - 0 25,536,0.26800,MID,48,25,17,15,25,0,0,14.02,14
6k1/pp4p1/2p1Q3/7p/7P/P3P1q1/PB4P1/5K2 b - - 0 25,-510,-0.25500,MID,49,25,17,14,23,0,0,15.50,13
8/pp4pk/2p1Q3/7p/7P/P3P1q1/PB4P1/5K2 w - - 1 26,518,0.25900,MID,50,26,17,14,23,0,0,14.03,13
r4rk1/p1b3p1/1p2b2p/4P3/4p3/2P1B3/PP3PPP/R2q1RK1 w - - 0 17,-422,-0.21100,MID,32,17,20,30,32,0,0,13.96,14
r4rk1/p1b3p1/1p2b2p/4P3/4p3/2P1B3/PP3PPP/R2R2K1 b - - 0 17,449,0.22450,END,33,17,20,21,31,1,0,12.93,12
r4rk1/p5p1/1p2b2p/4b3/4p3/2P1B3/PP3PPP/R2R2K1 w - - 0 18,-426,-0.21300,END,34,18,19,21,29,1,0,14.90,13
r4rk1/p5p1/1p2b2p/4b3/4pP2/2P1B3/PP4PP/R2R2K1 b - f3 0 18,482,0.24100,END,35,18,19,21,29,1,0,13.90,13
r4rk1/p5p1/1p2b2p/4b3/8/2P1Bp2/PP4PP/R2R2K1 w - - 0 19,-522,-0.26100,END,36,19,18,21,27,1,0,15.36,12
r4rk1/p5p1/1p2b2p/4b3/8/2P1BP2/PP5P/R2R2K1 b - - 0 19,552,0.27600,END,37,19,18,20,25,1,0,14.34,14
r4rk1/p5p1/1p5p/4b3/8/2P1BP1b/PP5P/R2R2K1 w - - 1 20,-497,-0.24850,END,38,20,18,20,25,1,0,14.77,14
r4rk1/p5p1/1p5p/3Rb3/8/2P1BP1b/PP5P/R5K1 b - - 2 20,508,0.25400,END,39,20,18,20,25,1,0,14.89,13
r3k2r/1pp2ppp/4p3/3n4/2P2P2/P2Pq2P/1P3KP1/R2Q4 w kq - 0 19,-752,-0.37600,MID,36,19,21,28,32,0,0,14.40,14
r3k2r/1pp2ppp/4p3/3n4/2P2P2/P2Pq2P/1P4P1/R2Q1K2 b kq - 1 19,757,0.37850,MID,37,19,21,28,32,0,0,14.38,15
r3k2r/1pp2ppp/4p3/3n4/2P2q2/P2P3P/1P4P1/R2Q1K2 w kq - 0 20,-740,-0.37000,MID,38,20,20,28,30,0,0,14.02,13
3r1rk1/ppp2pp1/5q2/7p/4Qp2/2PP4/PP3PPP/3K2NR w - - 0 18,-428,-0.21400,MID,34,18,24,26,34,0,0,13.02,11
3r1rk1/ppp2pp1/5q2/7p/4Qp2/2PP1N2/PP3PPP/3K3R b - - 1 18,388,0.19400,MID,35,18,24,26,34,0,0,14.97,11
3rr1k1/ppp2pp1/5q2/7p/4Qp2/2PP1N2/PP3PPP/3K3R w - - 2 19,-471,-0.23550,MID,36,19,24,26,34,0,0,12.99,10
3rr1k1/ppp2pp1/5q2/7p/2Q2p2/2PP1N2/PP3PPP/3K3R b - - 3 19,422,0.21100,MID,37,19,24,26,34,0,0,14.94,13
3rr1k1/pp3pp1/2p2q2/7p/2Q2p2/2PP1N2/PP3PPP/3K3R w - - 0 20,-467,-0.23350,MID,38,20,24,26,34,0,0,14.94,10
3rr1k1/pp3pp1/2p2q2/7p/2QP1p2/2P2N2/PP3PPP/3K3R b - - 0 20,506,0.25300,MID,39,20,24,26,34,0,0,14.33,14
3rr1k1/p4pp1/2p2q2/1p5p/2QP1p2/2P2N2/PP3PPP/3K3R w - - 0 21,-366,-0.18300,MID,40,21,24,26,34,0,0,13.99,12
3rr1k1/p4pp1/2p2q2/1p5p/3P1p2/2PQ1N2/PP3PPP/3K3R b - - 1 21,419,0.20950,MID,41,21,24,26,34,0,0,16.40,12
1nb2rk1/r1Npnppp/p1p5/8/4P3/2P5/PP3PPP/RN2KB1R w KQ - 0 13,-363,-0.18150,END,24,13,26,25,36,1,0,14.32,11
1nb2rk1/r2pnppp/p1p5/3N4/4P3/2P5/PP3PPP/RN2KB1R b KQ - 1 13,422,0.21100,END,25,13,26,25,36,1,0,14.84,14
1nb2rk1/r2pnppp/p7/3p4/4P3/2P5/PP3PPP/RN2KB1R w KQ - 0 14,-436,-0.21800,END,26,14,23,25,35,1,0,15.15,14
1nb2rk1/r2pnppp/p7/3P4/8/2P5/PP3PPP/RN2KB1R b KQ - 0 14,425,0.21250,END,27,14,23,24,33,1,0,14.31,13
1nb2rk1/r2p1ppp/p7/3n4/8/2P5/PP3PPP/RN2KB1R w KQ - 0 15,-443,-0.22150,END,28,15,22,24,31,1,0,15.78,13
1nb2rk1/r2p1ppp/p7/3n4/2P5/8/PP3PPP/RN2KB1R b KQ - 0 15,429,0.21450,END,29,15,22,24,31,1,0,16.00,14
1nb2rk1/r2p1ppp/p7/8/1nP5/8/PP3PPP/RN2KB1R w KQ - 1 16,-387,-0.19350,END,30,16,22,24,31,1,0,13.25,11
1nb2rk1/r2p1ppp/p7/8/1nP5/N7/PP3PPP/R3KB1R b KQ - 2 16,445,0.22250,END,31,16,22,24,31,1,0,14.44,12
r5k1/1p1b1qpp/p1n1p3/3p4/6P1/3BQ3/PPP5/1K3R2 w - - 0 24,353,0.17650,MID,46,24,21,26,27,0,0,14.11,13
r5k1/1p1b1qpB/p1n1p3/3p4/6P1/4Q3/PPP5/1K3R2 b - - 0 24,-330,-0.16500,MID,47,24,21,25,25,0,0,14.39,11
r4k2/1p1b1qpB/p1n1p3/3p4/6P1/4Q3/PPP5/1K3R2 w - - 1 25,344,0.17200,MID,48,25,21,25,25,0,0,14.79,12
r4k2/1p1b1qpB/p1n1p3/2Qp4/6P1/8/PPP5/1K3R2 b - - 2 25,-285,-0.14250,MID,49,25,21,25,25,0,0,16.28,12
r4k2/1p1bnqpB/p3p3/2Qp4/6P1/8/PPP5/1K3R2 w - - 3 26,347,0.17350,MID,50,26,21,25,25,0,0,15.44,13
r4k2/1p1bnRpB/p3p3/2Qp4/6P1/8/PPP5/1K6 b - - 0 26,-338,-0.16900,MID,51,26,21,16,24,0,0,15.90,11
r7/1p1bnkpB/p3p3/2Qp4/6P1/8/PPP5/1K6 w - - 0 27,329,0.16450,MID,52,27,16,16,23,0,0,15.23,11
r7/1p1bnkpB/p3p3/3p4/6P1/8/PPP2Q2/1K6 b - - 1 27,-330,-0.16500,MID,53,27,16,16,23,0,0,13.42,11
3r1k1r/Rp3p2/2q4p/5Q2/3P2n1/2P4P/1P3PP1/6K1 w - - 0 35,-420,-0.21000,MID,68,35,20,25,24,0,0,14.51,10
3r1k1r/Rp3p2/2q4p/8/3P2Q1/2P4P/1P3PP1/6K1 b - - 0 35,471,0.23550,MID,69,35,20,22,23,0,0,13.98,14
3r1k1r/Rp3p2/6qp/8/3P2Q1/2P4P/1P3PP1/6K1 w - - 1 36,-327,-0.16350,MID,70,36,20,22,23,0,0,13.93,11
3r1k1r/Rp3p2/6qp/8/3P4/2P2Q1P/1P3PP1/6K1 b - - 2 36,363,0.18150,MID,71,36,20,22,23,0,0,13.94,13
3r1k1r/Rp3pq1/7p/8/3P4/2P2Q1P/1P3PP1/6K1 w - - 3 37,-302,-0.15100,MID,72,37,20,22,23,0,0,13.66,8
3r1k1r/Rp3pq1/7p/8/3P4/2P2QPP/1P3P2/6K1 b - - 0 37,288,0.14400,MID,73,37,20,22,23,0,0,13.21,12
5k1r/Rp1r1pq1/7p/8/3P4/2P2QPP/1P3P2/6K1 w - - 1 38,396,0.19800,MID,74,38,20,22,23,0,0,17.06,14
