fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
3Rr1k1/5ppp/p1p5/8/1P6/P6P/5qP1/2R3K1 w - - 0 23,210,0.10500,MID,44,23,14,19,22,0,0,13.00,11
3Rr1k1/5ppp/p1p5/8/1P6/P6P/5KP1/2R5 b - - 0 23,-152,-0.07600,END,45,23,14,10,21,1,0,13.02,10
3r2k1/5ppp/p1p5/8/1P6/P6P/5KP1/2R5 w - - 0 24,203,0.10150,END,46,24,9,10,20,1,0,13.84,11
3r2k1/5ppp/p1R5/8/1P6/P6P/5KP1/8 b - - 0 24,-161,-0.08050,END,47,24,9,9,18,1,0,12.97,10
r5k1/5ppp/p1R5/8/1P6/P6P/5KP1/8 w - - 1 25,156,0.07800,END,48,25,9,9,18,1,0,13.74,9
r1b2rk1/ppp1ppbp/5np1/4P3/2B5/2N5/PPP2PPP/R1BR2K1 b - - 0 10,-93,-0.04650,END,19,10,26,26,38,1,0,13.77,9
r1b2rk1/ppp1ppbp/6p1/4P3/2B3n1/2N5/PPP2PPP/R1BR2K1 w - - 1 11,148,0.07400,END,20,11,26,26,38,1,0,13.50,10
r1b2rk1/ppp1ppbp/6p1/4P3/2B2Pn1/2N5/PPP3PP/R1BR2K1 b - - 0 11,-149,-0.07450,END,21,11,26,26,38,1,0,14.70,10
r4rk1/ppp1ppbp/6p1/4Pb2/2B2Pn1/2N5/PPP3PP/R1BR2K1 w - - 1 12,237,0.11850,END,22,12,26,26,38,1,0,13.76,11
r4rk1/ppp1ppbp/6p1/4Pb2/2B2Pn1/2N4P/PPP3P1/R1BR2K1 b - - 0 12,-247,-0.12350,END,23,12,26,26,38,1,0,14.50,11
r4rk1/ppp1ppbp/6pn/4Pb2/2B2P2/2N4P/PPP3P1/R1BR2K1 w - - 1 13,230,0.11500,END,24,13,26,26,38,1,0,14.93,11
r4rk1/ppp1ppbp/6pn/3NPb2/2B2P2/7P/PPP3P1/R1BR2K1 b - - 2 13,-151,-0.07550,END,25,13,26,26,38,1,0,13.88,10
r4rk1/ppp1ppbp/6pn/3NP3/2B2P2/7P/PPb3P1/R1BR2K1 w - - 0 14,146,0.07300,END,26,14,25,26,36,1,0,14.02,10
r4r1k/4n1p1/p1p1P2p/1pP1q3/1P6/P5P1/1B3P1P/3R1RK1 w - - 0 30,372,0.18600,MID,58,30,20,27,31,0,0,14.95,12
r4r1k/4n1p1/p1p1P2p/1pP1B3/1P6/P5P1/5P1P/3R1RK1 b - - 0 30,-384,-0.19200,END,59,30,20,18,30,1,0,14.79,14
r4r1k/4n1p1/2p1P2p/ppP1B3/1P6/P5P1/5P1P/3R1RK1 w - - 0 31,394,0.19700,END,60,31,20,18,30,1,0,14.41,14
r4r1k/4n1p1/2p1P2p/ppP1B3/1P3P2/P5P1/7P/3R1RK1 b - - 0 31,-337,-0.16850,END,61,31,20,18,30,1,0,14.73,11
r4r1k/4n1p1/2p1P2p/1pP1B3/1p3P2/P5P1/7P/3R1RK1 w - - 0 32,458,0.22900,END,62,32,19,18,28,1,0,16.00,13
r4r1k/4n1p1/2p1P2p/1pP1B3/1P3P2/6P1/7P/3R1RK1 b - - 0 32,-404,-0.20200,END,63,32,19,17,26,1,0,12.68,14
r4r1k/6p1/2p1P2p/1pPnB3/1P3P2/6P1/7P/3R1RK1 w - - 1 33,363,0.18150,END,64,33,19,17,26,1,0,14.68,12
r4r1k/6p1/2p1P2p/1pPnB3/1P1R1P2/6P1/7P/5RK1 b - - 2 33,-310,-0.15500,END,65,33,19,17,26,1,0,13.86,12
r5k1/1Q4p1/p1p2p1p/1p6/8/2qB1P2/P1P3PP/R3R1K1 b - - 0 24,-767,-0.38350,MID,47,24,27,20,28,0,0,14.01,13
1Q2k2r/1ppnbppp/3p1n2/1P1Pp3/4P3/2N1BP2/2P2P1P/4KB1R b Kk - 0 14,-154,-0.07700,MID,27,14,30,21,37,0,0,14.33,10
1n2k2r/1pp1bppp/3p1n2/1P1Pp3/4P3/2N1BP2/2P2P1P/4KB1R w Kk - 0 15,89,0.04450,END,28,15,21,21,36,1,0,13.61,9
1n2k2r/1pp1bppp/3p1n2/1P1Pp3/4P3/2N1BP2/2P2P1P/4KBR1 b k - 1 15,-43,-0.02150,END,29,15,21,21,36,1,0,15.04,10
1n2k2r/1pp1bppp/3p4/1P1Pp2n/4P3/2N1BP2/2P2P1P/4KBR1 w k - 2 16,145,0.07250,END,30,16,21,21,36,1,0,13.86,10
1n2k2r/1pp1bppp/3p4/1P1Pp2n/4P3/2N1BP1B/2P2P1P/4K1R1 b k - 3 16,-111,-0.05550,END,31,16,21,21,36,1,0,15.59,10
1n2k2r/1pp1bp1p/3p2p1/1P1Pp2n/4P3/2N1BP1B/2P2P1P/4K1R1 w k - 0 17,131,0.06550,END,32,17,21,21,36,1,0,16.73,11
1n2k2r/1pp1bp1p/3p2p1/1P1Pp2n/4P3/2N1BP1B/2P1KP1P/6R1 b k - 1 17,-67,-0.03350,END,33,17,21,21,36,1,0,15.30,10
4k2r/1ppnbp1p/3p2p1/1P1Pp2n/4P3/2N1BP1B/2P1KP1P/6R1 w k - 2 18,99,0.04950,END,34,18,21,21,36,1,0,14.30,9
4rrk1/1pp3pp/p1n2p2/3p1n2/P2P4/N1P2NP1/1P3PP1/R3R1K1 w - - 0 17,10,0.00500,END,32,17,23,23,36,1,0,13.62,9
4rrk1/1pp3pp/p1n2p2/3p1n2/P2P4/N1P2NP1/1P3PP1/R3RK2 b - - 1 17,20,0.01000,END,33,17,23,23,36,1,0,14.49,10
4rrk1/1pp3pp/p1nn1p2/3p4/P2P4/N1P2NP1/1P3PP1/R3RK2 w - - 2 18,7,0.00350,END,34,18,23,23,36,1,0,15.57,10
4rrk1/1pp3pp/p1nn1p2/3p4/P2P4/NPP2NP1/5PP1/R3RK2 b - - 0 18,100,0.05000,END,35,18,23,23,36,1,0,14.43,10
4rrk1/2p3pp/ppnn1p2/3p4/P2P4/NPP2NP1/5PP1/R3RK2 w - - 0 19,-11,-0.00550,END,36,19,23,23,36,1,0,14.01,10
4rrk1/2p3pp/ppnn1p2/3p4/P2P4/1PP2NP1/2N2PP1/R3RK2 b - - 1 19,37,0.01850,END,37,19,23,23,36,1,0,14.06,9
4rr2/2p2kpp/ppnn1p2/3p4/P2P4/1PP2NP1/2N2PP1/R3RK2 w - - 2 20,46,0.02300,END,38,20,23,23,36,1,0,12.97,9
4rr2/2p2kpp/ppnn1p2/3p4/P2P4/1PP3P1/2NN1PP1/R3RK2 b - - 3 20,1,0.00050,END,39,20,23,23,36,1,0,13.99,11
rn2kb1r/pp3ppp/2p1pn2/3p1b2/2P5/1P1P1NP1/1P2PPBP/RNB2RK1 b kq - 0 8,-29,-0.01450,END,15,8,30,30,44,1,0,14.90,10
r3kb1r/pp1n1ppp/2p1pn2/3p1b2/2P5/1P1P1NP1/1P2PPBP/RNB2RK1 w kq - 1 9,48,0.02400,END,16,9,30,30,44,1,0,14.11,9
r3kb1r/pp1n1ppp/2p1pn2/3p1b2/2P5/1P1PBNP1/1P2PPBP/RN3RK1 b kq - 2 9,-19,-0.00950,END,17,9,30,30,44,1,0,15.11,10
r3k2r/pp1n1ppp/2p1pn2/2bp1b2/2P5/1P1PBNP1/1P2PPBP/RN3RK1 w kq - 3 10,137,0.06850,END,18,10,30,30,44,1,0,14.95,10
r3k2r/pp1n1ppp/2p1pn2/2Bp1b2/2P5/1P1P1NP1/1P2PPBP/RN3RK1 b kq - 0 10,-113,-0.05650,END,19,10,30,27,43,1,0,15.02,9
r3k2r/pp3ppp/2p1pn2/2np1b2/2P5/1P1P1NP1/1P2PPBP/RN3RK1 w kq - 0 11,139,0.06950,END,20,11,27,27,42,1,0,11.97,10
r3k2r/pp3ppp/2p1pn2/2np1b2/1PP5/3P1NP1/1P2PPBP/RN3RK1 b kq - 0 11,-86,-0.04300,END,21,11,27,27,42,1,0,13.96,11
r3k2r/pp3ppp/2p1pn2/3p1b2/1PP5/1n1P1NP1/1P2PPBP/RN3RK1 w kq - 1 12,162,0.08100,END,22,12,27,27,42,1,0,13.87,11
5r2/2p2pk1/pp1b1qpp/3P4/4Rp2/P2B1Q2/1PP2PPP/6K1 b - - 0 24,225,0.11250,MID,47,24,24,24,34,0,0,14.90,12
5r2/2p2pk1/pp1b2pp/3P4/4Rp2/P2B1Q2/1qP2PPP/6K1 w - - 0 25,-238,-0.11900,MID,48,25,23,24,32,0,0,13.96,12
5r2/2p2pk1/pp1b2pp/3P4/4Rp2/P2B1Q1P/1qP2PP1/6K1 b - - 0 25,393,0.19650,MID,49,25,23,24,32,0,0,15.58,13
5r2/2p2pk1/pp1b2pp/3P4/4Rp2/P2B1Q1P/2P2PP1/q5K1 w - - 1 26,-220,-0.11000,MID,50,26,23,24,32,0,0,15.15,11
5r2/2p2pk1/pp1b2pp/3P4/4Rp2/P2B1Q1P/2P2PPK/q7 b - - 2 26,390,0.19500,MID,51,26,23,24,32,0,0,13.96,12
5r2/2p3k1/pp1b2pp/3P1p2/4Rp2/P2B1Q1P/2P2PPK/q7 w - - 0 27,-236,-0.11800,MID,52,27,23,24,32,0,0,13.52,10
5r2/2p3k1/pp1bR1pp/3P1p2/5p2/P2B1Q1P/2P2PPK/q7 b - - 1 27,208,0.10400,MID,53,27,23,24,32,0,0,13.48,11
8/2p2rk1/pp1bR1pp/3P1p2/5p2/P2B1Q1P/2P2PPK/q7 w - - 2 28,-71,-0.03550,MID,54,28,23,24,32,0,0,12.19,10
1R5Q/6p1/3Bp2r/2P2p1k/p2Pp1N1/6Pp/P4P1P/1R4K1 b - - 0 31,-988,-0.49400,MID,61,31,31,11,30,0,0,15.03,16
1R5r/6p1/3Bp3/2P2p1k/p2Pp1N1/6Pp/P4P1P/1R4K1 w - - 0 32,893,0.44650,END,62,32,22,11,29,1,0,14.10,13
7R/6p1/3Bp3/2P2p1k/p2Pp1N1/6Pp/P4P1P/1R4K1 b - - 0 32,-908,-0.45400,END,63,32,22,6,28,1,0,13.64,15
7R/6p1/3Bp3/2P2p2/p2Pp1k1/6Pp/P4P1P/1R4K1 w - - 0 33,868,0.43400,END,64,33,19,6,27,1,0,13.60,14
8/6p1/3Bp3/2P2p2/p2Pp1kR/6Pp/P4P1P/1R4K1 b - - 1 33,-901,-0.45050,END,65,33,19,6,27,1,0,14.48,14
8/6p1/3Bp3/2P2p2/p2Pp2R/5kPp/P4P1P/1R4K1 w - - 2 34,909,0.45450,END,66,34,19,6,27,1,0,14.10,15
8/6p1/3Bp3/2P2p2/p2Pp2R/5kPp/PR3P1P/6K1 b - - 3 34,-817,-0.40850,END,67,34,19,6,27,1,0,13.55,15
8/8/3Bp3/2P2pp1/p2Pp2R/5kPp/PR3P1P/6K1 w - - 0 35,807,0.40350,END,68,35,19,6,27,1,0,13.61,15
5r1k/2q5/1pP2p1p/p7/2B4P/2B2Q2/PPP2PP1/R5K1 w - - 0 24,1088,0.54400,MID,46,24,27,18,28,0,0,14.25,17
5r1k/2q5/1pP2p1p/p6Q/2B4P/2B5/PPP2PP1/R5K1 b - - 1 24,-989,-0.49450,MID,47,24,27,18,28,0,0,14.25,14
5r1k/6q1/1pP2p1p/p6Q/2B4P/2B5/PPP2PP1/R5K1 w - - 2 25,931,0.46550,MID,48,25,27,18,28,0,0,14.73,15
5r1k/6q1/1pP2p1p/p6Q/2B4P/2B5/PPP2PP1/3R2K1 b - - 3 25,-948,-0.47400,MID,49,25,27,18,28,0,0,13.74,15
5r1k/6q1/2P2p1p/pp5Q/2B4P/2B5/PPP2PP1/3R2K1 w - - 0 26,913,0.45650,MID,50,26,27,18,28,0,0,15.09,15
5r1k/6q1/2P1Bp1p/pp5Q/7P/2B5/PPP2PP1/3R2K1 b - - 1 26,-989,-0.49450,MID,51,26,27,18,28,0,0,14.03,14
4r2k/6q1/2P1Bp1p/pp5Q/7P/2B5/PPP2PP1/3R2K1 w - - 2 27,2000,1.00000,MID,52,27,27,18,28,0,1,15.48,34
4r2k/3R2q1/2P1Bp1p/pp5Q/7P/2B5/PPP2PP1/6K1 b - - 3 27,-2000,-1.00000,MID,53,27,27,18,28,0,1,16.51,17
3rk2r/ppp1ppb1/6bp/4P1p1/6P1/4R2P/PP1N4/R1B1K3 b Qk - 0 18,444,0.22200,END,35,18,21,23,32,1,0,15.38,13
3r1rk1/ppp1ppb1/6bp/4P1p1/6P1/4R2P/PP1N4/R1B1K3 w Q - 1 19,-387,-0.19350,END,36,19,21,23,32,1,0,14.18,13
3r1rk1/ppp1ppb1/6bp/4P1p1/2N3P1/4R2P/PP6/R1B1K3 b Q - 2 19,466,0.23300,END,37,19,21,23,32,1,0,13.50,13
3r1rk1/p1p1ppb1/6bp/1p2P1p1/2N3P1/4R2P/PP6/R1B1K3 w Q - 0 20,-382,-0.19100,END,38,20,21,23,32,1,0,14.57,11
3r1rk1/p1p1ppb1/6bp/1p2P1p1/2N3P1/4R2P/PP1B4/R3K3 b Q - 1 20,531,0.26550,END,39,20,21,23,32,1,0,14.25,14
3r1rk1/p1p1ppb1/6bp/4P1p1/2p3P1/4R2P/PP1B4/R3K3 w Q - 0 21,-572,-0.28600,END,40,21,18,23,31,1,0,14.25,14
3r1rk1/p1p1ppb1/6bp/4P1p1/2p3P1/4R2P/PP1B4/2R1K3 b - - 1 21,592,0.29600,END,41,21,18,23,31,1,0,14.17,14
5rk1/p1p1ppb1/6bp/4P1p1/2pr2P1/4R2P/PP1B4/2R1K3 w - - 2 22,-551,-0.27550,END,42,22,18,23,31,1,0,14.62,14
5k2/p1pn1r1p/3q4/4Bp2/3p4/1Q1P1B1P/PP4P1/4R1K1 b - - 0 26,-48,-0.02400,MID,51,26,25,22,27,0,0,12.97,9
5k2/p1p2r1p/3q4/4np2/3p4/1Q1P1B1P/PP4P1/4R1K1 w - - 0 27,62,0.03100,MID,52,27,22,22,26,0,0,13.96,9
5k2/p1p2r1p/3q4/3Bnp2/3p4/1Q1P3P/PP4P1/4R1K1 b - - 1 27,-14,-0.00700,MID,53,27,22,22,26,0,0,13.96,8
5k2/p1p1r2p/3q4/3Bnp2/3p4/1Q1P3P/PP4P1/4R1K1 w - - 2 28,179,0.08950,MID,54,28,22,22,26,0,0,14.88,11
5k2/p1p1r2p/3q4/3Bnp2/3p4/1Q1P3P/PP4P1/5RK1 b - - 3 28,-168,-0.08400,MID,55,28,22,22,26,0,0,13.96,9
5k2/p1p1r2p/5q2/3Bnp2/3p4/1Q1P3P/PP4P1/5RK1 w - - 4 29,197,0.09850,MID,56,29,22,22,26,0,0,13.96,11
5k2/p1p1r2p/5q2/4np2/2Bp4/1Q1P3P/PP4P1/5RK1 b - - 5 29,18,0.00900,MID,57,29,22,22,26,0,0,13.94,9
5k2/p1p1r2p/5q2/5p2/2np4/1Q1P3P/PP4P1/5RK1 w - - 0 30,48,0.02400,MID,58,30,19,22,25,0,0,12.95,9
r4rk1/4bppp/4p3/2np4/1N3B1P/4P3/1PP2PP1/1K1R3R b - - 0 21,90,0.04500,END,41,21,22,21,30,1,0,14.51,10
r4rk1/4bppp/4p3/3p4/1N2nB1P/4P3/1PP2PP1/1K1R3R w - - 1 22,-2,-0.00100,END,42,22,22,21,30,1,0,13.21,10
r4rk1/4bppp/4p3/3p4/1N2nB1P/4PP2/1PP3P1/1K1R3R b - - 0 22,246,0.12300,END,43,22,22,21,30,1,0,12.98,12
r4rk1/4bppp/3np3/3p4/1N3B1P/4PP2/1PP3P1/1K1R3R w - - 1 23,183,0.09150,END,44,23,22,21,30,1,0,15.35,12
r4rk1/4bppp/3Bp3/3p4/1N5P/4PP2/1PP3P1/1K1R3R b - - 0 23,-75,-0.03750,END,45,23,22,18,29,1,0,13.66,10
r4rk1/5ppp/3bp3/3p4/1N5P/4PP2/1PP3P1/1K1R3R w - - 0 24,116,0.05800,END,46,24,19,18,28,1,0,14.29,10
r4rk1/5ppp/2Nbp3/3p4/7P/4PP2/1PP3P1/1K1R3R b - - 1 24,-28,-0.01400,END,47,24,19,18,28,1,0,12.93,10
r1r3k1/5ppp/2Nbp3/3p4/7P/4PP2/1PP3P1/1K1R3R w - - 2 25,68,0.03400,END,48,25,19,18,28,1,0,15.20,10
2kr2n1/p2p2pr/1p1p3p/3Pp3/8/1P1P1q2/1PPB1PPP/R4RK1 w - - 0 16,151,0.07550,MID,30,16,21,29,37,0,0,13.82,10
2kr2n1/p2p2pr/1p1p3p/3Pp3/8/1P1P1P2/1PPB1P1P/R4RK1 b - - 0 16,-192,-0.09600,END,31,16,21,20,36,1,0,13.38,10
3r2n1/pk1p2pr/1p1p3p/3Pp3/8/1P1P1P2/1PPB1P1P/R4RK1 w - - 1 17,152,0.07600,END,32,17,21,20,36,1,0,14.28,11
3r2n1/pk1p2pr/1p1p3p/3Pp3/8/1P1P1P2/1PPB1P1P/R4R1K b - - 2 17,-42,-0.02100,END,33,17,21,20,36,1,0,14.00,10
3r2n1/pk1p2pr/1p1p4/3Pp2p/8/1P1P1P2/1PPB1P1P/R4R1K w - - 0 18,152,0.07600,END,34,18,21,20,36,1,0,12.97,10
3r2n1/pk1p2pr/1p1p4/3Pp2p/8/1P1P1P2/1PPB1P1P/R5RK b - - 1 18,-154,-0.07700,END,35,18,21,20,36,1,0,14.87,11
3r4/pk1p2pr/1p1p1n2/3Pp2p/8/1P1P1P2/1PPB1P1P/R5RK w - - 2 19,197,0.09850,END,36,19,21,20,36,1,0,14.02,12
3r4/pk1p2pr/1p1p1n2/3Pp2p/8/1P1P1P2/1PPB1PRP/R6K b - - 3 19,-47,-0.02350,END,37,19,21,20,36,1,0,15.03,10
4Rk2/2q2ppp/5nb1/1Q6/3p2P1/8/PP1N1P1P/5RK1 b - - 0 28,-445,-0.22250,MID,55,28,27,19,25,0,0,14.07,13
4nk2/2q2ppp/6b1/1Q6/3p2P1/8/PP1N1P1P/5RK1 w - - 0 29,472,0.23600,MID,56,29,22,19,24,0,0,14.07,13
4nk2/2q2ppp/6b1/1Q6/3p2P1/8/PP1N1P1P/4R1K1 b - - 1 29,-454,-0.22700,MID,57,29,22,19,24,0,0,16.09,13
5k2/2q2ppp/5nb1/1Q6/3p2P1/8/PP1N1P1P/4R1K1 w - - 2 30,459,0.22950,MID,58,30,22,19,24,0,0,14.99,12
5k2/2q2ppp/Q4nb1/8/3p2P1/8/PP1N1P1P/4R1K1 b - - 3 30,-459,-0.22950,MID,59,30,22,19,24,0,0,13.96,10
5k2/2q2pp1/Q4nbp/8/3p2P1/8/PP1N1P1P/4R1K1 w - - 0 31,2000,1.00000,MID,60,31,22,19,24,0,1,16.18,33
Q4k2/2q2pp1/5nbp/8/3p2P1/8/PP1N1P1P/4R1K1 b - - 1 31,-2000,-1.00000,MID,61,31,22,19,24,0,1,60.12,166
Q3nk2/2q2pp1/6bp/8/3p2P1/8/PP1N1P1P/4R1K1 w - - 2 32,2000,1.00000,MID,62,32,22,19,24,0,1,34.74,245
2kr3r/1pp2pp1/p1n3p1/8/3bn3/NP5P/P2p1PP1/1RB2RK1 w - - 0 21,-887,-0.44350,END,40,21,21,26,33,1,0,13.00,15
2kr3r/1pp2pp1/p1n3p1/8/3bn3/NP5P/PB1p1PP1/1R3RK1 b - - 1 21,838,0.41900,END,41,21,21,26,33,1,0,13.47,16
2kr3r/1pp2pp1/p1n3p1/8/4n3/NP5P/Pb1p1PP1/1R3RK1 w - - 0 22,-860,-0.43000,END,42,22,18,26,32,1,0,15.72,17
2kr3r/1pp2pp1/p1n3p1/8/4n3/NP5P/PR1p1PP1/5RK1 b - - 0 22,861,0.43050,END,43,22,18,23,31,1,0,13.75,17
2kr3r/1pp2pp1/p5p1/8/3nn3/NP5P/PR1p1PP1/5RK1 w - - 1 23,-702,-0.35100,END,44,23,18,23,31,1,0,12.92,14
2kr3r/1pp2pp1/p5p1/8/3nn3/NP5P/PR1p1PP1/3R2K1 b - - 2 23,798,0.39900,END,45,23,18,23,31,1,0,13.96,15
2kr3r/1pp2pp1/p5p1/8/4n3/NP5P/PR1pnPP1/3R2K1 w - - 3 24,-815,-0.40750,END,46,24,18,23,31,1,0,14.12,16
2kr3r/1pp2pp1/p5p1/8/4n3/NP5P/PR1pnPP1/3R1K2 b - - 4 24,894,0.44700,END,47,24,18,23,31,1,0,14.28,15
rnbk1bnr/ppp2ppp/8/4p3/8/2P5/PP2PPPP/RNB1KBNR w KQ - 0 5,3,0.00150,END,8,5,29,29,40,1,0,12.94,7
rnbk1bnr/ppp2ppp/8/4p3/8/2P2N2/PP2PPPP/RNB1KB1R b KQ - 1 5,18,0.00900,END,9,5,29,29,40,1,0,14.24,10
rnbk1bnr/ppp3pp/5p2/4p3/8/2P2N2/PP2PPPP/RNB1KB1R w KQ - 0 6,-16,-0.00800,END,10,6,29,29,40,1,0,13.20,9
rnbk1bnr/ppp3pp/5p2/4p3/8/2P2NP1/PP2PP1P/RNB1KB1R b KQ - 0 6,36,0.01800,END,11,6,29,29,40,1,0,12.97,11
rnbk2nr/ppp3pp/5p2/2b1p3/8/2P2NP1/PP2PP1P/RNB1KB1R w KQ - 1 7,14,0.00700,END,12,7,29,29,40,1,0,13.88,9
rnbk2nr/ppp3pp/5p2/2b1p3/8/2P2NP1/PP2PPBP/RNB1K2R b KQ - 2 7,-8,-0.00400,END,13,7,29,29,40,1,0,13.89,9
r1bk2nr/ppp3pp/2n2p2/2b1p3/8/2P2NP1/PP2PPBP/RNB1K2R w KQ - 3 8,38,0.01900,END,14,8,29,29,40,1,0,13.47,8
r1bk2nr/ppp3pp/2n2p2/2b1p3/8/2P2NP1/PP2PPBP/RNB2RK1 b - - 4 8,-5,-0.00250,END,15,8,29,29,40,1,0,15.47,9
2kr4/p1p2ppp/1p2b3/5q2/P1P5/4Q3/5PPP/1R3RK1 b - - 0 22,37,0.01850,MID,43,22,24,23,28,0,0,14.99,10
2kr4/p1p2ppp/1p2b1q1/8/P1P5/4Q3/5PPP/1R3RK1 w - - 1 23,174,0.08700,MID,44,23,24,23,28,0,0,13.21,10
2kr4/p1p2ppp/1p2b1q1/2P5/P7/4Q3/5PPP/1R3RK1 b - - 0 23,4,0.00200,MID,45,23,24,23,28,0,0,15.39,11
2kr4/p1p2ppp/1p4q1/2P2b2/P7/4Q3/5PPP/1R3RK1 w - - 1 24,168,0.08400,MID,46,24,24,23,28,0,0,14.48,11
2kr4/p1p2ppp/1P4q1/5b2/P7/4Q3/5PPP/1R3RK1 b - - 0 24,-65,-0.03250,MID,47,24,24,22,26,0,0,13.00,10
2kr4/p1p2ppp/1P4q1/8/P7/4Q3/5PPP/1b3RK1 w - - 0 25,154,0.07700,MID,48,25,19,22,25,0,0,14.96,11
2kr4/P1p2ppp/6q1/8/P7/4Q3/5PPP/1b3RK1 b - - 0 25,250,0.12500,MID,49,25,19,21,23,0,0,14.49,10
2kr4/P1p2ppp/q7/8/P7/4Q3/5PPP/1b3RK1 w - - 1 26,618,0.30900,MID,50,26,19,21,23,0,0,15.43,13
6r1/pp4Bk/6qp/2p5/3p3n/P7/1PP1Q1P1/5RK1 b - - 0 38,509,0.25450,MID,75,38,21,22,24,0,0,16.50,14
8/pp4rk/6qp/2p5/3p3n/P7/1PP1Q1P1/5RK1 w - - 0 39,-541,-0.27050,MID,76,39,18,22,23,0,0,14.50,14
8/pp4rk/6qp/2p5/3p3n/P7/1PP2QP1/5RK1 b - - 1 39,596,0.29800,MID,77,39,18,22,23,0,0,14.98,14
8/pp4rk/7p/2p5/3p3n/P7/1PP2Qq1/5RK1 w - - 0 40,-573,-0.28650,MID,78,40,17,22,21,0,0,13.53,14
r2Q1rk1/p1p1pp1p/2n3p1/4P3/8/1P3P1P/P4P2/R4RK1 b - - 0 18,518,0.25900,MID,35,18,25,19,30,0,0,12.94,14
r2n1rk1/p1p1pp1p/6p1/4P3/8/1P3P1P/P4P2/R4RK1 w - - 0 19,-528,-0.26400,END,36,19,16,19,29,1,0,14.93,14
r2n1rk1/p1p1pp1p/6p1/4P3/8/1P3P1P/P4P2/2R2RK1 b - - 1 19,495,0.24750,END,37,19,16,19,29,1,0,14.11,14
r2n1rk1/p3pp1p/2p3p1/4P3/8/1P3P1P/P4P2/2R2RK1 w - - 0 20,-507,-0.25350,END,38,20,16,19,29,1,0,13.11,14
r2n1rk1/p3pp1p/2p3p1/4P3/8/1P3P1P/P4P2/2RR2K1 b - - 1 20,450,0.22500,END,39,20,16,19,29,1,0,12.14,13
r2n1r2/p3ppkp/2p3p1/4P3/8/1P3P1P/P4P2/2RR2K1 w - - 2 21,-475,-0.23750,END,40,21,16,19,29,1,0,13.21,13
r2n1r2/p3ppkp/2p3p1/4P3/8/1P3P1P/P4PK1/2RR4 b - - 3 21,540,0.27000,END,41,21,16,19,29,1,0,13.71,13
