fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
rnbqr1k1/ppp1bppp/8/3P2N1/6n1/2NQ4/PPP1BPPP/R1B1K2R w KQ - 3 10,2000,1.00000,OPEN,18,10,38,37,40,0,1,47.38,133
r1b1kb1r/ppp1qppp/2p2n2/4P3/8/8/PPPPQPPP/RNB1KB1R b KQkq - 2 6,-98,-0.04900,OPEN,11,6,36,35,42,0,0,13.09,10
r1b1kb1r/ppp1qppp/2p5/4P3/6n1/8/PPPPQPPP/RNB1KB1R w KQkq - 3 7,193,0.09650,OPEN,12,7,36,35,42,0,0,15.59,11
r1b1kb1r/ppp1qppp/2p5/4P3/3P2n1/8/PPP1QPPP/RNB1KB1R b KQkq - 0 7,-184,-0.09200,OPEN,13,7,36,35,42,0,0,15.28,10
r1b1kb1r/ppp1qppp/8/2p1P3/3P2n1/8/PPP1QPPP/RNB1KB1R w KQkq - 0 8,254,0.12700,OPEN,14,8,36,35,42,0,0,13.69,10
r1b1kb1r/ppp1qppp/4P3/2p5/3P2n1/8/PPP1QPPP/RNB1KB1R b KQkq - 0 8,141,0.07050,OPEN,15,8,36,35,42,0,0,14.55,10
r1b1kb1r/ppp1qppp/4P3/8/3p2n1/8/PPP1QPPP/RNB1KB1R w KQkq - 0 9,414,0.20700,OPEN,16,9,35,35,40,0,0,17.95,12
r1b1kb1r/ppp1qPpp/8/8/3p2n1/8/PPP1QPPP/RNB1KB1R b KQkq - 0 9,26,0.01300,OPEN,17,9,35,34,38,0,0,15.55,9
r1b2b1r/ppp1qkpp/8/8/3p2n1/8/PPP1QPPP/RNB1KB1R w KQ - 0 10,4,0.00200,OPEN,18,10,34,34,36,0,0,16.27,11
rnbqk1nr/ppp2ppp/3b4/3pN3/3P4/8/PPP1PPPP/RNBQKB1R b KQkq - 0 4,-77,-0.03850,OPEN,7,4,39,38,44,0,0,13.28,9
rnbqk2r/ppp2ppp/3b1n2/3pN3/3P4/8/PPP1PPPP/RNBQKB1R w KQkq - 1 5,92,0.04600,OPEN,8,5,39,38,44,0,0,15.81,10
rnbqk2r/ppp2ppp/3b1n2/3pN3/3P4/8/PPPNPPPP/R1BQKB1R b KQkq - 2 5,-24,-0.01200,OPEN,9,5,39,38,44,0,0,15.00,6
rnbq1rk1/ppp2ppp/3b1n2/3pN3/3P4/8/PPPNPPPP/R1BQKB1R w KQ - 3 6,34,0.01700,OPEN,10,6,39,38,44,0,0,12.02,9
rnbq1rk1/ppp2ppp/3b1n2/3pN3/3P4/5N2/PPP1PPPP/R1BQKB1R b KQ - 4 6,-2,-0.00100,OPEN,11,6,39,38,44,0,0,16.98,9
r1bq1rk1/pppn1ppp/3b1n2/3pN3/3P4/5N2/PPP1PPPP/R1BQKB1R w KQ - 5 7,99,0.04950,OPEN,12,7,39,38,44,0,0,14.96,10
r1bq1rk1/pppn1ppp/3b1n2/3pN1B1/3P4/5N2/PPP1PPPP/R2QKB1R b KQ - 6 7,-53,-0.02650,OPEN,13,7,39,38,44,0,0,13.96,8
r1b1qrk1/pppn1ppp/3b1n2/3pN1B1/3P4/5N2/PPP1PPPP/R2QKB1R w KQ - 7 8,105,0.05250,OPEN,14,8,39,38,44,0,0,13.96,11
rn2k1nr/pp2ppbp/1qpp2p1/3P4/4PB2/2N2B2/PPP2PPP/R2QK2R b KQkq - 0 8,269,0.13450,OPEN,15,8,36,36,44,0,0,14.96,10
rn2k1nr/pp2ppbp/2pp2p1/3P4/4PB2/2N2B2/PqP2PPP/R2QK2R w KQkq - 0 9,-271,-0.13550,OPEN,16,9,35,36,42,0,0,14.96,10
rn2k1nr/pp2ppbp/2pp2p1/3P4/4PB2/2N2B2/PqP2PPP/R2Q1RK1 b kq - 1 9,238,0.11900,OPEN,17,9,35,36,42,0,0,13.83,11
rn2k1nr/pp2ppbp/2pp2p1/3P4/4PB2/2q2B2/P1P2PPP/R2Q1RK1 w kq - 0 10,-246,-0.12300,OPEN,18,10,32,36,41,0,0,13.96,9
rn2k1nr/pp2ppbp/2Pp2p1/8/4PB2/2q2B2/P1P2PPP/R2Q1RK1 b kq - 0 10,335,0.16750,OPEN,19,10,32,35,39,0,0,13.94,10
r3k1nr/pp2ppbp/2np2p1/8/4PB2/2q2B2/P1P2PPP/R2Q1RK1 w kq - 0 11,-338,-0.16900,OPEN,20,11,31,35,37,0,0,15.03,11
r3k1nr/pp2ppbp/2np2p1/8/4PB2/2q2B2/P1P2PPP/1R1Q1RK1 b kq - 1 11,359,0.17950,OPEN,21,11,31,35,37,0,0,47.44,11
r3k1nr/p3ppbp/1pnp2p1/8/4PB2/2q2B2/P1P2PPP/1R1Q1RK1 w kq - 0 12,-214,-0.10700,OPEN,22,12,31,35,37,0,0,13.00,10
rn1q1rk1/pp2bppp/2p2n2/3p2B1/3P2b1/2N2N2/PPP1BPPP/R2Q1RK1 b - - 3 9,36,0.01800,OPEN,17,9,38,38,42,0,0,14.96,8
rn1qr1k1/pp2bppp/2p2n2/3p2B1/3P2b1/2N2N2/PPP1BPPP/R2Q1RK1 w - - 4 10,-25,-0.01250,OPEN,18,10,38,38,42,0,0,17.51,11
rn1qr1k1/pp2bppp/2p2n2/3pN1B1/3P2b1/2N5/PPP1BPPP/R2Q1RK1 b - - 5 10,33,0.01650,OPEN,19,10,38,38,42,0,0,14.48,9
rn1qr1k1/pp2bppp/2p2n2/3pN1B1/3P4/2N5/PPP1bPPP/R2Q1RK1 w - - 0 11,-22,-0.01100,OPEN,20,11,35,38,41,0,0,14.48,11
rn1qr1k1/pp2bppp/2p2n2/3pN1B1/3P4/8/PPP1NPPP/R2Q1RK1 b - - 0 11,27,0.01350,OPEN,21,11,35,35,40,0,0,13.44,9
r2qr1k1/pp1nbppp/2p2n2/3pN1B1/3P4/8/PPP1NPPP/R2Q1RK1 w - - 1 12,-12,-0.00600,OPEN,22,12,35,35,40,0,0,12.95,11
r2qr1k1/pp1nbppp/2p2n2/3pN1B1/3P1P2/8/PPP1N1PP/R2Q1RK1 b - - 0 12,101,0.05050,OPEN,23,12,35,35,40,0,0,14.95,12
r2qr1k1/pp1nbppp/2p5/3pN1B1/3PnP2/8/PPP1N1PP/R2Q1RK1 w - - 1 13,-67,-0.03350,OPEN,24,13,35,35,40,0,0,13.56,9
rnbqkbnr/ppp2ppp/4p3/3P4/8/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 5,0,0.00000,OPEN,9,5,38,38,42,0,0,14.57,9
rnbqkbnr/ppp2ppp/8/3p4/8/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 6,50,0.02500,OPEN,10,6,37,38,40,0,0,14.57,9
rnbqkbnr/ppp2ppp/8/3Q4/8/2N5/PPP2PPP/R1B1KBNR b KQkq - 0 6,-13,-0.00650,OPEN,11,6,37,37,38,0,0,13.98,10
rnb1kbnr/ppp2ppp/8/3q4/8/2N5/PPP2PPP/R1B1KBNR w KQkq - 0 7,31,0.01550,OPEN,12,7,28,37,37,0,0,14.35,9
rnb1kbnr/ppp2ppp/8/3N4/8/8/PPP2PPP/R1B1KBNR b KQkq - 0 7,-24,-0.01200,END,13,7,28,28,36,1,0,13.68,11
rnb1k1nr/ppp2ppp/3b4/3N4/8/8/PPP2PPP/R1B1KBNR w KQkq - 1 8,51,0.02550,END,14,8,28,28,36,1,0,15.65,12
rnb1k1nr/ppp2ppp/3b4/3N4/8/5N2/PPP2PPP/R1B1KB1R b KQkq - 2 8,-11,-0.00550,END,15,8,28,28,36,1,0,13.39,9
rn2k1nr/ppp2ppp/3bb3/3N4/8/5N2/PPP2PPP/R1B1KB1R w KQkq - 3 9,118,0.05900,END,16,9,28,28,36,1,0,13.68,11
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 1 3,14,0.00700,OPEN,5,3,39,39,46,0,0,14.70,9
rnbqkbnr/pp3ppp/2p5/3pp3/4P3/2NP4/PPP2PPP/R1BQKBNR w KQkq - 0 4,20,0.01000,OPEN,6,4,39,39,46,0,0,13.25,9
rnbqkbnr/pp3ppp/2p5/3pp3/4P3/2NP4/PPP1NPPP/R1BQKB1R b KQkq - 1 4,56,0.02800,OPEN,7,4,39,39,46,0,0,13.35,7
rnbqkbnr/pp3ppp/2p5/4p3/3pP3/2NP4/PPP1NPPP/R1BQKB1R w KQkq - 0 5,-48,-0.02400,OPEN,8,5,39,39,46,0,0,15.37,10
rnbqkbnr/pp3ppp/2p5/4p3/3pP3/3P4/PPP1NPPP/RNBQKB1R b KQkq - 1 5,85,0.04250,OPEN,9,5,39,39,46,0,0,13.96,10
rnbqkbnr/pp4pp/2p5/4pp2/3pP3/3P4/PPP1NPPP/RNBQKB1R w KQkq - 0 6,87,0.04350,OPEN,10,6,39,39,46,0,0,12.96,11
rnbqkbnr/pp4pp/2p5/4pp2/3pP3/3P1P2/PPP1N1PP/RNBQKB1R b KQkq - 0 6,131,0.06550,OPEN,11,6,39,39,46,0,0,14.96,10
rnbqkb1r/pp4pp/2p2n2/4pp2/3pP3/3P1P2/PPP1N1PP/RNBQKB1R w KQkq - 1 7,-70,-0.03500,OPEN,12,7,39,39,46,0,0,15.96,9
rnbqkbnr/ppp2ppp/8/3pp3/8/N2P4/PPP1PPPP/R1BQKBNR w KQkq - 0 3,-79,-0.03950,OPEN,4,3,39,39,46,0,0,12.97,9
rnbqkbnr/ppp2ppp/8/3pp3/8/N2P1N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,93,0.04650,OPEN,5,3,39,39,46,0,0,14.96,10
rnbqk1nr/ppp2ppp/3b4/3pp3/8/N2P1N2/PPP1PPPP/R1BQKB1R w KQkq - 2 4,-34,-0.01700,OPEN,6,4,39,39,46,0,0,13.63,9
rnbqk1nr/ppp2ppp/3b4/3pp3/8/N2P1NP1/PPP1PP1P/R1BQKB1R b KQkq - 0 4,66,0.03300,OPEN,7,4,39,39,46,0,0,13.76,9
rnbqk1nr/pp3ppp/3b4/2ppp3/8/N2P1NP1/PPP1PP1P/R1BQKB1R w KQkq - 0 5,11,0.00550,OPEN,8,5,39,39,46,0,0,13.76,9
rnbqk1nr/pp3ppp/3b4/2ppp3/8/N2P1NP1/PPP1PPBP/R1BQK2R b KQkq - 1 5,-1,-0.00050,OPEN,9,5,39,39,46,0,0,14.27,8
rnbqk2r/pp3ppp/3b1n2/2ppp3/8/N2P1NP1/PPP1PPBP/R1BQK2R w KQkq - 2 6,22,0.01100,OPEN,10,6,39,39,46,0,0,17.24,9
rnbqk2r/pp3ppp/3b1n2/2ppp3/8/N2P1NP1/PPP1PPBP/R1BQ1RK1 b kq - 3 6,15,0.00750,OPEN,11,6,39,39,46,0,0,14.06,9
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N3P1/PPP1PP1P/R1BQKBNR b KQkq - 0 3,29,0.01450,OPEN,5,3,39,39,46,0,0,13.06,8
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/2N3P1/PPP1PP1P/R1BQKBNR w KQkq - 1 4,1,0.00050,OPEN,6,4,39,39,46,0,0,14.10,10
rnbqk2r/ppp2ppp/4pn2/3p4/1b1P4/2N3P1/PPP1PPBP/R1BQK1NR w KQkq - 3 5,-6,-0.00300,OPEN,8,5,39,39,46,0,0,15.21,10
rnbqk2r/ppp2ppp/4pn2/3p4/1b1P4/2N3P1/PPPBPPBP/R2QK1NR b KQkq - 4 5,26,0.01300,OPEN,9,5,39,39,46,0,0,15.04,10
rnbq1rk1/ppp2ppp/4pn2/3p4/1b1P4/2N3P1/PPPBPPBP/R2QK1NR w KQ - 5 6,6,0.00300,OPEN,10,6,39,39,46,0,0,13.12,8
rnbq1rk1/ppp2ppp/4pn2/3p4/1b1P1P2/2N3P1/PPPBP1BP/R2QK1NR b KQ - 0 6,61,0.03050,OPEN,11,6,39,39,46,0,0,14.03,8
rnbq1rk1/p1p2ppp/1p2pn2/3p4/1b1P1P2/2N3P1/PPPBP1BP/R2QK1NR w KQ - 0 7,-39,-0.01950,OPEN,12,7,39,39,46,0,0,14.06,9
rnbq1rk1/p1p2ppp/1p2pn2/3p4/1b1P1P2/2N2NP1/PPPBP1BP/R2QK2R b KQ - 1 7,54,0.02700,OPEN,13,7,39,39,46,0,0,12.96,11
rnbq1rk1/1p2ppbp/p2p1np1/8/2BNP3/2N1BP2/PPPQ2PP/R3K2R b KQ - 1 9,-57,-0.02850,OPEN,17,9,38,38,42,0,0,14.96,8
rnbq1rk1/4ppbp/p2p1np1/1p6/2BNP3/2N1BP2/PPPQ2PP/R3K2R w KQ - 0 10,90,0.04500,OPEN,18,10,38,38,42,0,0,15.14,10
rnbq1rk1/4ppbp/p2p1np1/1p6/3NP3/1BN1BP2/PPPQ2PP/R3K2R b KQ - 1 10,-32,-0.01600,OPEN,19,10,38,38,42,0,0,13.96,10
rn1q1rk1/1b2ppbp/p2p1np1/1p6/3NP3/1BN1BP2/PPPQ2PP/R3K2R w KQ - 2 11,61,0.03050,OPEN,20,11,38,38,42,0,0,13.46,10
rn1q1rk1/1b2ppbp/p2p1np1/1p6/3NP2P/1BN1BP2/PPPQ2P1/R3K2R b KQ - 0 11,-147,-0.07350,OPEN,21,11,38,38,42,0,0,15.53,8
r2q1rk1/1b1nppbp/p2p1np1/1p6/3NP2P/1BN1BP2/PPPQ2P1/R3K2R w KQ - 1 12,169,0.08450,OPEN,22,12,38,38,42,0,0,15.71,9
r2q1rk1/1b1nppbp/p2p1np1/1p5P/3NP3/1BN1BP2/PPPQ2P1/R3K2R b KQ - 0 12,-170,-0.08500,OPEN,23,12,38,38,42,0,0,16.75,9
r2q1rk1/1b1nppbp/p2p2p1/1p5n/3NP3/1BN1BP2/PPPQ2P1/R3K2R w KQ - 0 13,172,0.08600,OPEN,24,13,37,38,40,0,0,16.75,10
r1bqk1nr/ppp1ppbp/2np2p1/8/3P1B2/2N1PQ2/PPP2PPP/R3KBNR b KQkq - 3 5,67,0.03350,OPEN,9,5,39,39,46,0,0,14.01,8
r1bqk2r/ppp1ppbp/2np1np1/8/3P1B2/2N1PQ2/PPP2PPP/R3KBNR w KQkq - 4 6,-13,-0.00650,OPEN,10,6,39,39,46,0,0,14.34,10
r1bqk2r/ppp1ppbp/2np1np1/8/3P1B2/2N1PQ1P/PPP2PP1/R3KBNR b KQkq - 0 6,45,0.02250,OPEN,11,6,39,39,46,0,0,15.01,9
r1bqk2r/ppp1ppbp/2np2p1/7n/3P1B2/2N1PQ1P/PPP2PP1/R3KBNR w KQkq - 1 7,58,0.02900,OPEN,12,7,39,39,46,0,0,15.21,10
r1bqk2r/ppp1ppbp/2np2p1/7n/3P4/2N1PQ1P/PPP2PPB/R3KBNR b KQkq - 2 7,-27,-0.01350,OPEN,13,7,39,39,46,0,0,12.22,8
r1bq1rk1/ppp1ppbp/2np2p1/7n/3P4/2N1PQ1P/PPP2PPB/R3KBNR w KQ - 3 8,61,0.03050,OPEN,14,8,39,39,46,0,0,15.95,10
r1bq1rk1/ppp1ppbp/2np2p1/7n/3P4/2NBPQ1P/PPP2PPB/R3K1NR b KQ - 4 8,49,0.02450,OPEN,15,8,39,39,46,0,0,13.99,10
r1bq1rk1/ppp1pp1p/2np1bp1/7n/3P4/2NBPQ1P/PPP2PPB/R3K1NR w KQ - 5 9,134,0.06700,OPEN,16,9,39,39,46,0,0,14.98,9
r2qkbnr/pp2pppp/2n5/2ppP3/3P2b1/2P1BN2/PP3PPP/RN1QKB1R b KQkq - 4 6,19,0.00950,OPEN,11,6,39,39,46,0,0,14.98,10
r3kbnr/pp2pppp/1qn5/2ppP3/3P2b1/2P1BN2/PP3PPP/RN1QKB1R w KQkq - 5 7,40,0.02000,OPEN,12,7,39,39,46,0,0,14.98,9
r3kbnr/pp2pppp/1qn5/2ppP3/3P2b1/1PP1BN2/P4PPP/RN1QKB1R b KQkq - 0 7,97,0.04850,OPEN,13,7,39,39,46,0,0,14.96,10
r3kbnr/pp3ppp/1qn1p3/2ppP3/3P2b1/1PP1BN2/P4PPP/RN1QKB1R w KQkq - 0 8,-85,-0.04250,OPEN,14,8,39,39,46,0,0,16.02,10
r3kbnr/pp3ppp/1qn1p3/2ppP3/3P4/1PP1Bb2/P3BPPP/RN1QK2R w KQkq - 0 9,-46,-0.02300,OPEN,16,9,36,39,45,0,0,17.01,11
r3kbnr/pp3ppp/1qn1p3/2ppP3/3P4/1PP1BB2/P4PPP/RN1QK2R b KQkq - 0 9,100,0.05000,OPEN,17,9,36,36,44,0,0,14.43,10
r3kbnr/pp3ppp/1qn1p3/3pP3/3p4/1PP1BB2/P4PPP/RN1QK2R w KQkq - 0 10,-58,-0.02900,OPEN,18,10,35,36,42,0,0,14.84,10
r3kbnr/pp3ppp/1qn1p3/3pP3/3P4/1P2BB2/P4PPP/RN1QK2R b KQkq - 0 10,65,0.03250,OPEN,19,10,35,35,40,0,0,13.83,9
r1bqkbnr/pp3ppp/2np4/2p1p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR b KQkq - 0 5,-22,-0.01100,OPEN,9,5,39,39,46,0,0,14.20,9
r1bqk2r/pp2bppp/2np1n2/2p1p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 3 7,56,0.02800,OPEN,12,7,39,39,46,0,0,13.24,9
r1bqk2r/pp2bppp/2np1n2/2p1p3/2PP4/2N1P1P1/PP2NPBP/R1BQK2R b KQkq - 0 7,-49,-0.02450,OPEN,13,7,39,39,46,0,0,13.92,9
r1bqk2r/pp2bppp/2np1n2/2p5/2Pp4/2N1P1P1/PP2NPBP/R1BQK2R w KQkq - 0 8,100,0.05000,OPEN,14,8,38,39,44,0,0,13.95,11
r1bqk2r/pp2bppp/2np1n2/2p5/2PP4/2N3P1/PP2NPBP/R1BQK2R b KQkq - 0 8,-80,-0.04000,OPEN,15,8,38,38,42,0,0,14.94,8
r1bqk2r/pp2bppp/2np1n2/8/2Pp4/2N3P1/PP2NPBP/R1BQK2R w KQkq - 0 9,141,0.07050,OPEN,16,9,37,38,40,0,0,14.55,10
r1bqk2r/pp2bppp/2np1n2/8/2PN4/2N3P1/PP3PBP/R1BQK2R b KQkq - 0 9,-128,-0.06400,OPEN,17,9,37,37,38,0,0,13.95,9
r1bqk2r/pp2bppp/3p1n2/8/2Pn4/2N3P1/PP3PBP/R1BQK2R w KQkq - 0 10,149,0.07450,OPEN,18,10,34,37,37,0,0,14.18,11
r1bqk1nr/pp1n1ppp/2pb4/3pp3/8/1P1PP1P1/PBP2PBP/RN1QK1NR b KQkq - 0 6,43,0.02150,OPEN,11,6,39,39,46,0,0,14.20,8
r1bqk2r/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBP2PBP/RN1QK1NR w KQkq - 1 7,-23,-0.01150,OPEN,12,7,39,39,46,0,0,15.20,9
r1bqk2r/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBP1NPBP/RN1QK2R b KQkq - 2 7,50,0.02500,OPEN,13,7,39,39,46,0,0,16.52,11
r1bq1rk1/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBP1NPBP/RN1QK2R w KQ - 3 8,-47,-0.02350,OPEN,14,8,39,39,46,0,0,13.64,8
r1bq1rk1/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBPNNPBP/R2QK2R b KQ - 4 8,47,0.02350,OPEN,15,8,39,39,46,0,0,14.58,9
r1bqr1k1/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBPNNPBP/R2QK2R w KQ - 5 9,-66,-0.03300,OPEN,16,9,39,39,46,0,0,12.58,9
r1bqr1k1/pp1n1ppp/2pb1n2/3pp3/8/1P1PP1P1/PBPNNPBP/R2Q1RK1 b - - 6 9,50,0.02500,OPEN,17,9,39,39,46,0,0,14.04,9
r1bqrnk1/pp3ppp/2pb1n2/3pp3/8/1P1PP1P1/PBPNNPBP/R2Q1RK1 w - - 7 10,-47,-0.02350,OPEN,18,10,39,39,46,0,0,13.81,9
r1bqk2r/pppp1ppp/1bn2n2/4p3/4P3/1BPP1N2/PP3PPP/RNBQK2R b KQkq - 2 6,4,0.00200,OPEN,11,6,39,39,46,0,0,14.20,9
r1bqk2r/pppp1pp1/1bn2n1p/4p3/4P3/1BPP1N2/PP3PPP/RNBQK2R w KQkq - 0 7,15,0.00750,OPEN,12,7,39,39,46,0,0,15.97,10
r1bqk2r/pppp1pp1/1bn2n1p/4p3/4P3/1BPP1N2/PP1N1PPP/R1BQK2R b KQkq - 1 7,-12,-0.00600,OPEN,13,7,39,39,46,0,0,12.95,9
r1bq1rk1/pppp1pp1/1bn2n1p/4p3/4P3/1BPP1N2/PP1N1PPP/R1BQK2R w KQ - 2 8,23,0.01150,OPEN,14,8,39,39,46,0,0,14.03,10
r1bq1rk1/pppp1pp1/1bn2n1p/4p3/4P3/1BPP1N2/PP3PPP/R1BQKN1R b KQ - 3 8,39,0.01950,OPEN,15,8,39,39,46,0,0,14.32,10
