fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
5rk1/6bp/p4rp1/1P6/4B3/P4P1P/2P3P1/3R1RK1 b - - 0 35,-306,-0.15300,END,69,35,19,16,24,1,0,13.96,11
5rk1/6bp/5rp1/1p6/4B3/P4P1P/2P3P1/3R1RK1 w - - 0 36,294,0.14700,END,70,36,18,16,22,1,0,13.95,10
5rk1/6bp/5rp1/1p1R4/4B3/P4P1P/2P3P1/5RK1 b - - 1 36,-310,-0.15500,END,71,36,18,16,22,1,0,16.32,13
5rk1/6bp/1r4p1/1p1R4/4B3/P4P1P/2P3P1/5RK1 w - - 2 37,337,0.16850,END,72,37,18,16,22,1,0,14.07,13
rnb1k2r/p3ppbp/2p3p1/8/4N3/1P6/P1PR1PPP/R5K1 b kq - 0 16,770,0.38500,END,31,16,19,25,32,1,0,14.10,15
rnb1k2r/p3pp1p/2p3p1/8/4N3/1P6/P1PR1PPP/b5K1 w kq - 0 17,-804,-0.40200,END,32,17,14,25,31,1,0,13.86,14
rnb1k2r/p3pp1p/2p3p1/8/4N3/1P6/P1P1RPPP/b5K1 b kq - 1 17,825,0.41250,END,33,17,14,25,31,1,0,12.97,15
rnb1k2r/p3p2p/2p3p1/5p2/4N3/1P6/P1P1RPPP/b5K1 w kq - 0 18,-764,-0.38200,END,34,18,14,25,31,1,0,14.96,17
rnb1k2r/p3p2p/2p2Np1/5p2/8/1P6/P1P1RPPP/b5K1 b kq - 1 18,967,0.48350,END,35,18,14,25,31,1,0,13.63,15
rnb4r/p3pk1p/2p2Np1/5p2/8/1P6/P1P1RPPP/b5K1 w - - 2 19,-874,-0.43700,END,36,19,14,25,31,1,0,13.69,16
rnb4r/p3pk1N/2p3p1/5p2/8/1P6/P1P1RPPP/b5K1 b - - 0 19,900,0.45000,END,37,19,14,24,29,1,0,13.52,15
rnb5/p3pk1r/2p3p1/5p2/8/1P6/P1P1RPPP/b5K1 w - - 0 20,-941,-0.47050,END,38,20,11,24,28,1,0,13.58,14
7r/kp1r1ppp/2pb1n2/8/8/8/5PPP/1RR3K1 w - - 0 23,-673,-0.33650,END,44,23,13,21,22,1,0,13.97,13
7r/kp1r1ppp/2pb1n2/8/8/8/5PPP/R1R3K1 b - - 1 23,694,0.34700,END,45,23,13,21,22,1,0,12.96,14
1k5r/1p1r1ppp/2pb1n2/8/8/8/5PPP/R1R3K1 w - - 2 24,-711,-0.35550,END,46,24,13,21,22,1,0,12.97,14
1k5r/1p1r1ppp/2pb1n2/8/8/8/5PPP/R2R2K1 b - - 3 24,751,0.37550,END,47,24,13,21,22,1,0,12.97,14
7r/1pkr1ppp/2pb1n2/8/8/8/5PPP/R2R2K1 w - - 4 25,-716,-0.35800,END,48,25,13,21,22,1,0,13.96,15
7r/1pkr1ppp/2pb1n2/8/8/8/R4PPP/3R2K1 b - - 5 25,856,0.42800,END,49,25,13,21,22,1,0,12.97,16
3r4/1pkr1ppp/2pb1n2/8/8/8/R4PPP/3R2K1 w - - 6 26,-721,-0.36050,END,50,26,13,21,22,1,0,13.29,15
3r4/1pkr1ppp/2pb1n2/8/6P1/8/R4P1P/3R2K1 b - - 0 26,791,0.39550,END,51,26,13,21,22,1,0,13.42,15
8/3b4/pk1p4/2p5/8/8/5PPP/B4RK1 w - - 0 52,601,0.30050,END,102,52,11,6,15,1,0,12.41,14
8/3b4/pk1p4/2p5/8/8/1B3PPP/5RK1 b - - 1 52,-587,-0.29350,END,103,52,11,6,15,1,0,13.37,13
8/8/pk1p4/1bp5/8/8/1B3PPP/5RK1 w - - 2 53,563,0.28150,END,104,53,11,6,15,1,0,12.96,14
8/8/pk1p4/1bp5/8/8/1B3PPP/R5K1 b - - 3 53,-575,-0.28750,END,105,53,11,6,15,1,0,13.91,14
8/8/1k1p4/pbp5/8/8/1B3PPP/R5K1 w - - 0 54,554,0.27700,END,106,54,11,6,15,1,0,12.97,14
8/8/1k1p4/pbp5/7P/8/1B3PP1/R5K1 b - - 0 54,-575,-0.28750,END,107,54,11,6,15,1,0,12.96,14
8/8/1k1p4/p1p5/2b4P/8/1B3PP1/R5K1 w - - 1 55,583,0.29150,END,108,55,11,6,15,1,0,12.97,13
8/8/1k1p4/p1p4P/2b5/8/1B3PP1/R5K1 b - - 0 55,-616,-0.30800,END,109,55,11,6,15,1,0,13.64,14
r1b2rk1/pp3pbp/2p3p1/8/2PpP3/1PNB4/P4PPP/R4RK1 w - - 0 15,-48,-0.02400,END,28,15,23,23,36,1,0,13.64,10
r1b2rk1/pp3pbp/2p3p1/8/2PpP3/1P1B4/P3NPPP/R4RK1 b - - 1 15,91,0.04550,END,29,15,23,23,36,1,0,12.24,10
r1b2rk1/pp4bp/2p3p1/5p2/2PpP3/1P1B4/P3NPPP/R4RK1 w - - 0 16,2,0.00100,END,30,16,23,23,36,1,0,13.79,10
r1b2rk1/pp4bp/2p3p1/5p2/2PpP3/1P1B4/P3NPPP/3R1RK1 b - - 1 16,27,0.01350,END,31,16,23,23,36,1,0,13.97,11
r1b2rk1/pp4bp/2p3p1/8/2Ppp3/1P1B4/P3NPPP/3R1RK1 w - - 0 17,-5,-0.00250,END,32,17,22,23,34,1,0,13.32,9
r1b2rk1/pp4bp/2p3p1/8/2PpB3/1P6/P3NPPP/3R1RK1 b - - 0 17,42,0.02100,END,33,17,22,22,32,1,0,14.86,12
r1br2k1/pp4bp/2p3p1/8/2PpB3/1P6/P3NPPP/3R1RK1 w - - 1 18,-8,-0.00400,END,34,18,22,22,32,1,0,12.97,9
r1br2k1/pp4bp/2p3p1/8/2Pp4/1P3B2/P3NPPP/3R1RK1 b - - 2 18,156,0.07800,END,35,18,22,22,32,1,0,14.02,10
r1b3k1/p1pp2pp/2p5/4P3/4nP2/3N4/PPP3PP/RN4K1 b - - 0 15,-111,-0.05550,END,29,15,18,17,32,1,0,14.96,10
1rb3k1/p1pp2pp/2p5/4P3/4nP2/3N4/PPP3PP/RN4K1 w - - 1 16,133,0.06650,END,30,16,18,17,32,1,0,12.97,10
1rb3k1/p1pp2pp/2p5/4P3/4nP2/1P1N4/P1P3PP/RN4K1 b - - 0 16,-96,-0.04800,END,31,16,18,17,32,1,0,15.96,10
1rb3k1/p1p3pp/2pp4/4P3/4nP2/1P1N4/P1P3PP/RN4K1 w - - 0 17,121,0.06050,END,32,17,18,17,32,1,0,12.97,9
1rb3k1/p1p3pp/2pp4/4P3/4nP2/1P6/P1P2NPP/RN4K1 b - - 1 17,-42,-0.02100,END,33,17,18,17,32,1,0,13.96,11
1r4k1/p1p3pp/2pp4/4Pb2/4nP2/1P6/P1P2NPP/RN4K1 w - - 2 18,171,0.08550,END,34,18,18,17,32,1,0,14.51,12
1r4k1/p1p3pp/2pp4/4Pb2/4NP2/1P6/P1P3PP/RN4K1 b - - 0 18,-141,-0.07050,END,35,18,18,14,31,1,0,13.96,9
1r4k1/p1p3pp/2pp4/4P3/4bP2/1P6/P1P3PP/RN4K1 w - - 0 19,177,0.08850,END,36,19,15,14,30,1,0,14.36,10
r4rk1/pp4bp/5pp1/2pN4/3n1B2/3P3P/PPP2PP1/R3R1K1 b - - 0 16,298,0.14900,END,31,16,23,22,34,1,0,13.96,10
r4rk1/pp4bp/5pp1/2pN4/5B2/3P3P/PPn2PP1/R3R1K1 w - - 0 17,-289,-0.14450,END,32,17,22,22,32,1,0,13.68,10
r4rk1/ppN3bp/5pp1/2p5/5B2/3P3P/PPn2PP1/R3R1K1 b - - 1 17,247,0.12350,END,33,17,22,22,32,1,0,14.48,11
2r2rk1/ppN3bp/5pp1/2p5/5B2/3P3P/PPn2PP1/R3R1K1 w - - 2 18,-303,-0.15150,END,34,18,22,22,32,1,0,13.47,9
2r2rk1/ppN1R1bp/5pp1/2p5/5B2/3P3P/PPn2PP1/R5K1 b - - 3 18,327,0.16350,END,35,18,22,22,32,1,0,13.47,11
2r2rk1/ppN1R1bp/5pp1/2p5/5B2/3P3P/PP3PP1/n5K1 w - - 0 19,-341,-0.17050,END,36,19,17,22,31,1,0,15.22,10
2r2rk1/pp2R1bp/4Npp1/2p5/5B2/3P3P/PP3PP1/n5K1 b - - 1 19,493,0.24650,END,37,19,17,22,31,1,0,12.97,14
2r3k1/pp2Rrbp/4Npp1/2p5/5B2/3P3P/PP3PP1/n5K1 w - - 2 20,-458,-0.22900,END,38,20,17,22,31,1,0,12.96,14
r2b2k1/8/p4n2/2p1p3/2NpP3/3P4/1PP1B1K1/R7 b - - 0 30,-45,-0.02250,END,59,30,15,15,22,1,0,14.96,10
r5k1/2b5/p4n2/2p1p3/2NpP3/3P4/1PP1B1K1/R7 w - - 1 31,77,0.03850,END,60,31,15,15,22,1,0,14.91,10
r5k1/2b5/p4n2/2p1p3/2NpP3/3P4/1PP1BK2/R7 b - - 2 31,-50,-0.02500,END,61,31,15,15,22,1,0,14.70,10
5rk1/2b5/p4n2/2p1p3/2NpP3/3P4/1PP1BK2/R7 w - - 3 32,154,0.07700,END,62,32,15,15,22,1,0,13.22,10
5rk1/2b5/p4n2/2p1p3/2NpP3/3P4/1PP1B3/R3K3 b - - 4 32,-60,-0.03000,END,63,32,15,15,22,1,0,14.21,10
5r2/2b2k2/p4n2/2p1p3/2NpP3/3P4/1PP1B3/R3K3 w - - 5 33,255,0.12750,END,64,33,15,15,22,1,0,14.21,11
5r2/2b2k2/R4n2/2p1p3/2NpP3/3P4/1PP1B3/4K3 b - - 0 33,-274,-0.13700,END,65,33,15,14,20,1,0,12.83,12
5r2/2b1k3/R4n2/2p1p3/2NpP3/3P4/1PP1B3/4K3 w - - 1 34,254,0.12700,END,66,34,15,14,20,1,0,15.96,11
1r1r2k1/1Bp1bppp/p4n2/4n3/8/2N5/PPP2PPP/R4RK1 w - - 0 15,-445,-0.22250,END,28,15,22,24,31,1,0,14.96,13
1r1r2k1/2p1bppp/B4n2/4n3/8/2N5/PPP2PPP/R4RK1 b - - 0 15,398,0.19900,END,29,15,22,23,29,1,0,13.96,14
r2r2k1/2p1bppp/B4n2/4n3/8/2N5/PPP2PPP/R4RK1 w - - 1 16,-372,-0.18600,END,30,16,22,23,29,1,0,15.49,12
r2r2k1/2p1bppp/5n2/1B2n3/8/2N5/PPP2PPP/R4RK1 b - - 2 16,378,0.18900,END,31,16,22,23,29,1,0,15.52,11
r2r2k1/4bppp/2p2n2/1B2n3/8/2N5/PPP2PPP/R4RK1 w - - 0 17,-350,-0.17500,END,32,17,22,23,29,1,0,14.94,13
r2r2k1/4bppp/2p2n2/4n3/B7/2N5/PPP2PPP/R4RK1 b - - 1 17,356,0.17800,END,33,17,22,23,29,1,0,12.77,12
r2r2k1/4bppp/2p2n2/8/B1n5/2N5/PPP2PPP/R4RK1 w - - 2 18,-313,-0.15650,END,34,18,22,23,29,1,0,14.75,12
r2r2k1/4bppp/2p2n2/8/B1n5/1PN5/P1P2PPP/R4RK1 b - - 0 18,361,0.18050,END,35,18,22,23,29,1,0,13.29,13
r3k1nr/ppp1bppp/8/8/2Pp1p2/7P/PPP2P2/RNB1K2R w KQkq - 0 12,-203,-0.10150,END,22,12,22,24,36,1,0,16.99,12
r3k1nr/ppp1bppp/8/8/2Pp1B2/7P/PPP2P2/RN2K2R b KQkq - 0 12,274,0.13700,END,23,12,22,23,34,1,0,14.96,12
2kr2nr/ppp1bppp/8/8/2Pp1B2/7P/PPP2P2/RN2K2R w KQ - 1 13,-229,-0.11450,END,24,13,22,23,34,1,0,14.97,10
2kr2nr/ppp1bppp/8/8/2Pp1B2/7P/PPPN1P2/R3K2R b KQ - 2 13,195,0.09750,END,25,13,22,23,34,1,0,13.05,10
2kr2nr/ppp1bppp/8/8/2P2B2/3p3P/PPPN1P2/R3K2R w KQ - 0 14,-194,-0.09700,END,26,14,22,23,34,1,0,12.99,9
2kr2nr/ppp1bppp/8/8/2P2B2/3p3P/PPPN1P2/2KR3R b - - 1 14,190,0.09500,END,27,14,22,23,34,1,0,12.99,10
2kr2nr/ppp1bpp1/7p/8/2P2B2/3p3P/PPPN1P2/2KR3R w - - 0 15,-86,-0.04300,END,28,15,22,23,34,1,0,12.98,10
2kr2nr/ppp1bpp1/7p/8/2P2B1P/3p4/PPPN1P2/2KR3R b - - 0 15,207,0.10350,END,29,15,22,23,34,1,0,13.93,9
rn2kb1r/ppp1pppp/5n2/5b2/2B5/5N2/PPPP1PPP/RNB1K2R w KQkq - 3 6,15,0.00750,END,10,6,29,29,40,1,0,14.77,10
rn2kb1r/ppp1pppp/5n2/5b2/2B5/3P1N2/PPP2PPP/RNB1K2R b KQkq - 0 6,7,0.00350,END,11,6,29,29,40,1,0,14.05,8
rn2kb1r/ppp2ppp/4pn2/5b2/2B5/3P1N2/PPP2PPP/RNB1K2R w KQkq - 0 7,27,0.01350,END,12,7,29,29,40,1,0,13.93,8
rn2kb1r/ppp2ppp/4pn2/5b2/2B5/P2P1N2/1PP2PPP/RNB1K2R b KQkq - 0 7,2,0.00100,END,13,7,29,29,40,1,0,13.95,9
rn2k2r/ppp1bppp/4pn2/5b2/2B5/P2P1N2/1PP2PPP/RNB1K2R w KQkq - 1 8,27,0.01350,END,14,8,29,29,40,1,0,14.42,10
rn2k2r/ppp1bppp/4pn2/5b2/2B5/P1NP1N2/1PP2PPP/R1B1K2R b KQkq - 2 8,-14,-0.00700,END,15,8,29,29,40,1,0,13.50,10
rn2k2r/pp2bppp/2p1pn2/5b2/2B5/P1NP1N2/1PP2PPP/R1B1K2R w KQkq - 0 9,25,0.01250,END,16,9,29,29,40,1,0,14.51,8
rn2k2r/pp2bppp/2p1pn2/5b2/2B5/P1NP1N2/1PP2PPP/R1B2RK1 b kq - 1 9,-5,-0.00250,END,17,9,29,29,40,1,0,14.31,10
6k1/p4p1p/4r1p1/8/8/2P5/P1P2P1P/R5K1 w - - 0 26,-26,-0.01300,END,50,26,10,9,20,1,0,13.85,8
6k1/p4p1p/4r1p1/8/8/2P5/P1P2P1P/3R2K1 b - - 1 26,38,0.01900,END,51,26,10,9,20,1,0,13.65,10
6k1/p4p1p/2r3p1/8/8/2P5/P1P2P1P/3R2K1 w - - 2 27,-26,-0.01300,END,52,27,10,9,20,1,0,15.64,11
6k1/p4p1p/2r3p1/8/8/2PR4/P1P2P1P/6K1 b - - 3 27,38,0.01900,END,53,27,10,9,20,1,0,14.96,8
8/p4pkp/2r3p1/8/8/2PR4/P1P2P1P/6K1 w - - 4 28,-26,-0.01300,END,54,28,10,9,20,1,0,14.01,10
8/p4pkp/2r3p1/8/8/2PR4/P1P2PKP/8 b - - 5 28,32,0.01600,END,55,28,10,9,20,1,0,13.05,9
8/p5kp/2r3p1/5p2/8/2PR4/P1P2PKP/8 w - - 0 29,-1,-0.00050,END,56,29,10,9,20,1,0,14.48,12
8/p5kp/2r3p1/5p2/5P2/2PR4/P1P3KP/8 b - - 0 29,68,0.03400,END,57,29,10,9,20,1,0,14.48,11
2rb1rk1/p4pp1/2p5/4P2b/1P3p1p/1BP2N1P/P4PP1/R4RK1 w - - 0 24,198,0.09900,END,46,24,23,22,34,1,0,13.44,10
2rb1rk1/p4pp1/2p5/4P2b/1P3p1p/2P2N1P/P4PP1/R2B1RK1 b - - 1 24,-47,-0.02350,END,47,24,23,22,34,1,0,12.48,9
2rbr1k1/p4pp1/2p5/4P2b/1P3p1p/2P2N1P/P4PP1/R2B1RK1 w - - 2 25,123,0.06150,END,48,25,23,22,34,1,0,13.96,10
2rbr1k1/p4pp1/2p5/4P2b/1P3p1p/2P2N1P/P4PP1/R2BR1K1 b - - 3 25,-124,-0.06200,END,49,25,23,22,34,1,0,12.97,10
2r1r1k1/p4pp1/1bp5/4P2b/1P3p1p/2P2N1P/P4PP1/R2BR1K1 w - - 4 26,203,0.10150,END,50,26,23,22,34,1,0,14.31,11
2r1r1k1/p4pp1/1bp5/4P2b/1P1N1p1p/2P4P/P4PP1/R2BR1K1 b - - 5 26,-113,-0.05650,END,51,26,23,22,34,1,0,13.91,10
2r1r1k1/p4pp1/1bp5/4P3/1P1N1p1p/2P4P/P4PP1/R2bR1K1 w - - 0 27,131,0.06550,END,52,27,20,22,33,1,0,11.96,11
2r1r1k1/p4pp1/1bp5/4P3/1P1N1p1p/2P4P/P4PP1/3RR1K1 b - - 0 27,-116,-0.05800,END,53,27,20,19,32,1,0,13.06,9
2kr1b1r/pp3ppp/4pn2/2p5/8/3PP3/1Bn1KPPP/R4B1R w - - 0 21,-484,-0.24200,END,40,21,21,26,33,1,0,13.08,11
2kr1b1r/Rp3ppp/4pn2/2p5/8/3PP3/1Bn1KPPP/5B1R b - - 0 21,455,0.22750,END,41,21,21,25,31,1,0,13.77,13
1k1r1b1r/Rp3ppp/4pn2/2p5/8/3PP3/1Bn1KPPP/5B1R w - - 1 22,-452,-0.22600,END,42,22,21,25,31,1,0,14.70,14
