fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
5r1k/ppp2r1p/5p2/6p1/6bN/1P1RP1P1/P4P2/2R3K1 w - - 0 26,-103,-0.05150,END,50,26,18,19,28,1,0,14.09,10
2kr4/1ppn1p2/p2p1npB/3Pp3/2P5/5P2/PP2N3/2KR4 w - - 1 25,-366,-0.18300,END,48,25,16,18,30,1,0,15.63,13
r4rk1/p1p3pp/2p5/3p2p1/PP1P2b1/2P1p1P1/3N2P1/R5K1 w - - 0 22,-702,-0.35100,END,42,22,14,21,33,1,0,13.99,15
r1b2rk1/pp4p1/4p1P1/3p1p2/3p4/3B3Q/PPP1NK1P/7q b - - 2 24,146,0.07300,MID,47,24,20,29,31,0,0,13.02,12
rnbq1rk1/pp2bp1p/1npp2p1/8/2P5/P1NB1N2/1P1P1PPP/R1BQ1RK1 w - - 0 10,26,0.01300,OPEN,18,10,38,38,42,0,0,14.96,9
6k1/R5pp/8/2p5/8/2PB4/P1P3PP/4r1K1 w - - 1 23,566,0.28300,END,44,23,13,8,19,1,0,13.96,14
r4r1k/p2n2pp/1p6/2p1p3/4PN2/2P1B3/P1B2PPP/R4RK1 w - - 0 20,693,0.34650,END,38,20,25,19,32,1,0,13.03,14
r4r2/1p6/1bp4p/p2p1kB1/Q2P4/P5PP/1PP5/2K1R3 w - - 2 26,558,0.27900,MID,50,26,23,18,28,0,0,22.69,11
r2qk2r/ppp2ppp/2nbbn2/3pp3/8/1P1P1NP1/PBPNPPBP/R2QK2R b KQkq - 4 7,48,0.02400,OPEN,13,7,39,39,46,0,0,14.90,9
4n1k1/p4p1p/nqpp2p1/8/2PbP3/2N2BPP/PP3P2/R1B1R1K1 w - - 1 17,99,0.04950,MID,32,17,26,24,35,0,0,13.31,11
2k2r1r/1p4Qp/2pp4/1b6/4P3/7P/P5P1/2R4K b - - 0 28,-257,-0.12850,MID,55,28,18,17,21,0,0,14.96,10
2r5/R2bk1pp/4p3/4R3/3N4/6P1/P4P1P/5K2 b - - 0 29,-492,-0.24600,END,57,29,17,11,19,1,0,12.80,14
2r1r1k1/pppR4/5p2/4pP1p/5n2/6P1/PPP2P1P/5RK1 b - - 0 21,378,0.18900,END,41,21,17,19,31,1,0,13.96,12
rr4k1/2R2pp1/p2Np2p/P2nP3/3P4/5N2/1n3PPP/R5K1 b - - 6 28,427,0.21350,END,55,28,22,21,30,1,0,13.96,11
rnbqkb1r/ppppnppp/4p3/8/3PP3/8/PPP1BPPP/RNBQK1NR b KQkq - 2 3,-73,-0.03650,OPEN,5,3,39,39,46,0,0,12.97,10
5rk1/p4ppp/2P1bn2/1r6/8/P1N1PN1P/5PP1/R4RK1 b - - 1 21,-199,-0.09950,END,41,21,22,20,28,1,0,15.03,11
6k1/pb5p/1p1q1np1/3p4/3p2P1/1P1B4/P1Q2PP1/4N1K1 b - - 0 25,78,0.03900,MID,49,25,20,21,28,0,0,12.70,9
r1bqkbnr/ppp3pp/2n5/3pp3/5B2/5N1P/PPP1PPP1/RN1QKB1R w KQkq - 0 6,69,0.03450,OPEN,10,6,38,38,42,0,0,13.96,10
r1b1k2r/pp3ppp/1n2p3/1B1pP3/3R1P2/2N5/PPP3PP/2K4R b kq - 2 14,-27,-0.01350,END,27,14,23,23,36,1,0,14.46,10
3q1rk1/5ppp/p2P3B/r1p2b2/8/3P2n1/5PPP/5R1K w - - 0 28,-861,-0.43050,MID,54,28,13,30,27,0,0,12.97,15
2N1R3/1r3pk1/p6p/6p1/8/6P1/bPQ1KPqb/8 w - - 3 29,-159,-0.07950,MID,56,29,20,24,21,0,0,12.97,9
r2k1b1r/ppp2ppp/4bn2/4p3/8/1PN5/PBP2PPP/R3KB1R b KQ - 2 10,150,0.07500,END,19,10,25,26,36,1,0,12.98,9
r2qkbnr/ppp2ppp/2b5/3pp3/3P4/2N1P3/PPP2PPP/R1BQK1NR w KQkq - 0 6,-22,-0.01100,OPEN,10,6,36,36,44,0,0,12.73,10
3rk1r1/1p5p/p2p1pn1/4p3/8/5NP1/PP3P1P/3RR1K1 w - - 0 24,-181,-0.09050,END,46,24,18,19,28,1,0,13.40,10
5rk1/4pp1p/bn1p2p1/8/8/1Pr2N2/P4PPP/R3K2R w KQ - 0 22,-574,-0.28700,END,42,22,18,21,27,1,0,14.01,13
rnb1k1nr/ppp2ppp/8/2b1p3/4P3/5P2/PPP3PP/RNBK1BNR w kq - 1 6,7,0.00350,END,10,6,29,29,40,1,0,13.32,9
r1b1kb1r/ppp1nppp/2n5/3p4/3P4/2N5/PPP2PPP/R1B1KBNR w KQkq - 2 7,-12,-0.00600,END,12,7,29,29,40,1,0,14.96,8
r5k1/4Qp2/4p1p1/p2pP1Pp/2q2P1P/2P5/2RK4/8 b - - 3 31,522,0.26100,MID,61,31,19,20,26,0,0,14.49,14
r3kb1r/ppp2ppp/2n2n2/5b2/2P5/5N2/PP1PBPPP/RNB2RK1 w kq - 5 9,175,0.08750,END,16,9,29,28,38,1,0,14.96,10
r1bqkbnr/pppp3p/6p1/4nP1Q/2B1p3/8/PPPP1PPP/RNB1K2R w KQkq - 0 7,-326,-0.16300,OPEN,12,7,36,38,43,0,0,15.58,8
6k1/5pp1/7p/3BPp2/p4P1P/P5B1/1Pr2Q1K/3q4 b - - 0 38,686,0.34300,MID,75,38,20,19,25,0,0,13.54,15
5r2/ppp3k1/7p/1P1Pr3/P1P2p2/7P/5PP1/4R1K1 w - - 0 28,446,0.22300,END,54,28,12,15,27,1,0,12.97,13
2r1r1k1/1p2bp1p/2p1p1pB/p6n/P2P4/2P3PP/1PB2P2/R3R1K1 b - - 1 22,-31,-0.01550,END,43,22,23,23,36,1,0,12.98,11
7r/1p3kp1/5r2/2PPp3/pP6/4P3/P2QB1PP/2R3K1 w - - 3 26,890,0.44500,MID,50,26,24,14,27,0,0,14.49,16
1r2r1k1/p4pb1/3B1npp/3p1b2/3PpN2/1PN1P1P1/P4PBP/R4RK1 b - - 0 21,-545,-0.27250,END,41,21,29,25,37,1,0,13.58,13
2k5/3nqQ2/2p5/1n2p1p1/pP2P2p/2PP3P/BP2N1P1/6K1 b - - 1 30,-259,-0.12950,MID,59,30,22,20,30,0,0,17.43,11
r4bk1/p4p1p/6p1/P1P3B1/2P2P2/5q2/5P1P/4R1K1 b - - 0 25,664,0.33200,MID,49,25,14,21,25,0,0,13.61,15
6k1/pp3ppp/1bn5/8/8/5NP1/PPP2nKP/8 b - - 1 25,677,0.33850,END,49,25,8,14,24,1,0,13.05,15
rnb2rk1/pp2bppp/2p2n2/3p4/3P4/2N2N2/PPP1BPPP/R1B2RK1 b - - 0 11,29,0.01450,END,21,11,29,29,40,1,0,14.29,10
2k1q2r/pp3ppp/2n1p3/2n5/8/6P1/PPP1NP1P/R2R2K1 w - - 0 18,-576,-0.28800,MID,34,18,19,26,31,0,0,12.97,15
r1b1kbnr/p3pppp/8/1p6/2pP4/2N1P3/1P3PPP/R1B1KBNR b KQkq - 1 10,-511,-0.25550,END,19,10,28,26,37,1,0,13.56,12
rnbqkbnr/ppppppp1/8/7p/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 1 2,-70,-0.03500,OPEN,3,2,39,39,46,0,0,16.95,11
5r2/1R1r4/p5pk/P1P4p/6b1/8/6PK/8 w - - 0 54,-674,-0.33700,END,106,54,8,16,16,1,0,13.57,14
1r2r1k1/pp3ppp/2p2n2/2R5/3Pp3/P3P1P1/1P1B1PKP/3q1R2 w - - 0 22,-10,-0.00500,MID,42,22,20,29,35,0,0,13.43,11
2b2rk1/5ppp/8/pR1p1n2/Pb1P1P2/3pB2P/6P1/3R2K1 w - - 4 25,-358,-0.17900,END,48,25,18,20,29,1,0,14.82,11
r3kbnr/ppp3pp/2n2p2/4p3/4P1b1/3BBN2/PPP1KPPP/RN5R b kq - 3 8,13,0.00650,END,15,8,29,29,40,1,0,14.96,10
r1b1kbnr/ppp3pp/3p1p2/3Pp3/N1P1Pn2/3B1N2/PP3PPP/R1B1K2R w KQkq - 1 10,77,0.03850,END,18,10,30,30,44,1,0,15.07,10
Q2R4/4ppkp/p3r1p1/1p6/1Pp5/4P2P/5PPK/2q5 b - - 1 32,168,0.08400,MID,63,32,19,21,28,0,0,12.97,10
rnbqk2r/pp2bppp/3ppn2/8/2P5/3BPN2/PP3PPP/RNBQK2R b KQkq - 2 7,9,0.00450,OPEN,13,7,38,38,42,0,0,12.97,9
r1bq2nr/pp1ppkbp/2n3p1/2p5/4P3/3P1N2/PPP2PPP/RNBQK2R w KQ - 0 6,-356,-0.17800,OPEN,10,6,36,38,43,0,0,14.02,12
r1b2rk1/pp2b1pp/2n1p3/2p5/4P3/2P1BNP1/PP4BP/R2K3R w - - 3 14,4,0.00200,END,26,14,25,25,34,1,0,12.96,9
rk5r/pbp2Q2/1p1p4/4PBB1/2P5/8/PP3PPP/R4RK1 w - - 3 27,954,0.47700,MID,52,27,32,17,30,0,0,12.48,16
r1bq1rk1/1pp1bppp/p1n1pn2/3p4/2PP4/2NBPN2/PP2QPPP/R1B1K2R w KQ - 0 8,46,0.02300,OPEN,14,8,39,39,46,0,0,13.96,9
r5rk/p2Rb2p/2p2p2/4p3/2P5/5PB1/PP3P1P/5RK1 b - - 2 20,-77,-0.03850,END,39,20,19,18,28,1,0,13.64,10
3r1rk1/ppp2ppp/5n2/4p2b/4P3/2N2P2/PPP1B1PP/R4RK1 w - - 5 13,100,0.05000,END,24,13,23,23,36,1,0,13.47,10
r7/1pk4p/2np4/p3pRQ1/4P3/1Pq5/P5PP/5R1K b - - 1 24,-383,-0.19150,MID,47,24,24,22,26,0,0,15.09,12
8/1p6/p3k3/8/4K3/6PP/Pb6/8 b - - 5 54,457,0.22850,END,107,54,3,5,11,1,0,15.96,11
r1bqk2r/2p1bppp/p1p1pn2/3p4/8/1P2PN1P/PBPP1PP1/RN1QK2R w KQkq - 0 8,28,0.01400,OPEN,14,8,36,36,44,0,0,14.09,10
r3r1k1/1b2bpp1/p3p2p/1p1NP3/7B/P7/1P3PPP/1BRR2K1 b - - 0 18,-16,-0.00800,END,35,18,25,22,33,1,0,13.96,10
r4r2/p2pkp2/bp2p3/2b3N1/1nP5/1BQ5/P2K1P1P/6R1 b - - 7 28,7,0.00350,MID,55,28,24,24,27,0,0,13.96,10
rnbqk2r/ppp1bppp/3p1n2/3Pp3/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 1 7,82,0.04100,OPEN,12,7,39,39,46,0,0,12.97,9
4k3/pp4pp/2p5/1P1p4/P7/6PP/1b3P2/6K1 b - - 0 33,653,0.32650,END,65,33,5,9,23,1,0,12.97,13
2kr3r/pp1n1pp1/2p2nbp/4p3/Nb2PP2/6PN/PPP3BP/R1B2R1K w - - 0 16,-1,-0.00050,END,30,16,29,29,40,1,0,13.96,11
1k1r4/1p6/p1pNR1pp/8/4Q3/8/PPP3PP/R5K1 b - - 0 25,-998,-0.49900,MID,49,25,27,10,25,0,0,13.45,15
r3r3/pbp2k2/1p2p1pp/4R2n/2PP2P1/P6P/1P6/4RBK1 b - - 0 33,451,0.22550,END,65,33,19,22,31,1,0,14.80,12
r1br2k1/pp3ppp/4p3/4P3/4p3/4P1P1/PP3P1P/RN3RK1 w - - 0 15,78,0.03900,END,28,15,20,20,34,1,0,14.55,12
5rk1/pppr1ppp/b7/3P4/P3P3/8/1P3RPP/R5K1 w - - 0 21,-422,-0.21100,END,40,21,16,19,29,1,0,14.51,13
3r2k1/p1p2ppp/4q3/2b1P3/8/1P4QP/PB3PP1/4R1K1 b - - 6 23,187,0.09350,MID,45,23,23,22,28,0,0,14.05,11
1r2r1k1/p1b1qppp/5p2/8/2NN4/2P1P3/P4PPP/R2R2K1 w - - 2 22,-437,-0.21850,MID,42,22,22,27,30,0,0,13.40,15
r1bqkb1r/ppp2ppp/1nn1p3/2p1P3/1P1P4/5N2/P4PPP/RNBQKB1R w KQkq - 0 8,44,0.02200,OPEN,14,8,38,39,44,0,0,14.96,9
1k1r3r/pp6/2p2pp1/2Pp3p/1P1P1q1P/Q4P2/P3NKP1/2R5 b - - 2 23,341,0.17050,MID,45,23,24,26,34,0,0,13.96,11
7r/kp2b3/1Nb5/3QPB1p/p2P3P/Pn2B1P1/1P3PK1/7R b - - 0 31,-643,-0.32150,MID,61,31,30,17,29,0,0,13.63,13
r1b2rk1/ppp2ppp/4p3/8/8/3P1K2/q2N1PPP/3R3R b - - 0 22,845,0.42250,MID,43,22,17,29,29,0,0,13.53,15
rnbqkb1r/p1pp1ppp/1p2p3/3nP3/3P1P2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 5,-2,-0.00100,OPEN,9,5,39,39,46,0,0,13.60,9
5rk1/p4p1p/4p1p1/3pq3/1p4P1/2PQ3R/PP4KP/R7 w - - 0 25,463,0.23150,MID,48,25,24,21,29,0,0,14.68,13
2kr4/ppp3p1/2n1pq2/5p1p/2P4P/P1N3P1/1P3PB1/3R1RK1 w - - 2 21,-360,-0.18000,MID,40,21,22,24,33,0,0,13.87,13
rnb1k1nr/ppp3pp/1b3p2/4p3/4P3/2NB1N2/PPP3PP/R1BK1R2 w kq - 2 9,-79,-0.03950,END,16,9,28,29,38,1,0,13.61,9
r2qk2r/pppnppbp/3p1np1/8/2PPP3/2N2B2/PP3PPP/R1BQK2R w KQkq - 1 8,86,0.04300,OPEN,14,8,36,36,44,0,0,12.96,9
2k4r/ppp2ppp/4q3/2b5/2P3Q1/4P3/PP4PP/2KR4 w - - 3 19,-492,-0.24600,MID,36,19,20,23,29,0,0,14.96,14
r1bqk1nr/1pp2pp1/p1pb3p/8/3pP3/2P2N2/PP3PPP/RNBQ1RK1 w kq - 0 8,90,0.04500,OPEN,14,8,35,36,42,0,0,15.05,11
5rk1/pp4p1/4qn2/8/7R/2P5/P1P3PQ/5RK1 b - - 4 30,-361,-0.18050,MID,59,30,23,20,20,0,0,14.59,10
4rr1k/2p1n1b1/p6p/1p2Pp2/3B4/2P2R2/PPB3PP/5RK1 w - - 3 25,382,0.19100,END,48,25,22,21,30,1,0,49.24,11
8/ppqk1r2/8/3N3r/8/8/PPP2PPP/5RK1 w - - 2 27,-295,-0.14750,MID,52,27,14,21,21,0,0,15.01,11
r4r2/pp4k1/2p3p1/3pN3/4n3/1P5P/P1PK1P2/4RB2 w - - 1 22,-486,-0.24300,END,42,22,16,18,26,1,0,13.96,11
rnbq1rk1/p4ppp/1p1bpn2/2pp4/3P4/2PBPN2/PP1N1PPP/R1BQ1RK1 w - - 0 8,124,0.06200,OPEN,14,8,39,39,46,0,0,12.87,10
5rk1/pB4bp/4p1p1/4n3/1PP5/P3B1P1/7P/3R2K1 b - - 0 29,-134,-0.06700,END,57,29,16,15,24,1,0,13.96,10
r1b1kbnr/1pp1pppp/p1Pq4/8/8/2N5/PPP1BPPP/R1BQK1NR b KQkq - 0 7,-559,-0.27950,OPEN,13,7,38,35,41,0,0,15.96,14
rnbqk1nr/ppp1ppbp/3p4/8/3P2N1/2N5/PPP1PPPP/R1BQKB1R b KQkq - 0 5,284,0.14200,OPEN,9,5,39,38,44,0,0,13.96,11
r3kb1r/1p1bpp1p/p1n2np1/3B4/8/P1N1BP2/1PP3PP/R3K1NR w KQkq - 2 12,55,0.02750,END,22,12,28,28,36,1,0,13.96,10
r5k1/1q3p1p/1p2p1p1/1N6/1QP1n3/4P3/5PPP/3R2K1 w - - 1 26,27,0.01350,MID,50,26,22,22,26,0,0,13.96,10
rnbq2Q1/ppppkp1p/6p1/2b5/4P3/8/PPPP1PPP/RNB1KBNR w KQ - 1 6,760,0.38000,OPEN,10,6,39,30,42,0,0,13.84,12
r1b1kbnr/pppp1ppp/2n2q2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5,93,0.04650,OPEN,8,5,38,39,44,0,0,13.37,9
rnbqkb1r/ppp2pp1/5p1p/3p4/3P4/2N1P3/PPP2PPP/R2QKBNR b KQkq - 0 5,28,0.01400,OPEN,9,5,36,36,44,0,0,14.01,9
8/7p/2p1pRpk/p1PpP3/P2P4/r7/6P1/6K1 b - - 2 38,123,0.06150,END,75,38,10,11,24,1,0,13.96,12
rnb1k1nr/ppp1qppp/4p3/3p4/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 5,24,0.01200,OPEN,8,5,36,36,44,0,0,15.06,9
r3k1nr/pp1n1ppp/1q2p3/2bpPb2/1P6/2P2N2/P3BPPP/RNBQ1RK1 b kq - 0 9,-73,-0.03650,OPEN,17,9,38,38,42,0,0,15.95,13
2kr1b1r/pp3p1p/3pbp2/n2Np3/4P3/5N2/PPP2PPP/1K1R1B1R w - - 0 14,170,0.08500,END,26,14,26,26,38,1,0,13.96,10
r1bq1rk1/ppn1ppbp/3p1np1/8/2BBP3/P1N2N2/1PP2PPP/R2Q1RK1 w - - 1 10,46,0.02300,OPEN,18,10,38,38,42,0,0,14.08,8
2rq3r/1p3ppp/p4k2/2QPp3/8/1P4B1/P4PPP/1R4K1 w - - 1 25,-100,-0.05000,MID,48,25,23,25,30,0,0,13.93,10
3rr1k1/2p2ppp/1pp1b3/4R3/1PP2B2/P6P/5PP1/R1Q3K1 w - - 5 23,728,0.36400,MID,44,23,28,19,31,0,0,14.15,14
r3k2r/pp1n2pp/2p1p3/2Pp3q/5P2/3PP3/P1P3PP/R3K1NR w KQkq - 0 15,-703,-0.35150,MID,28,15,21,29,37,0,0,13.98,14
r1b1kbnr/ppp2ppp/2nq4/4p3/8/2NP1NP1/PPP2P1P/R1BQKB1R b KQkq - 0 6,24,0.01200,OPEN,11,6,38,38,42,0,0,13.96,9
b5k1/2q2pp1/1p1ppn1p/8/2PP3N/1Q4P1/1P3PBP/6K1 b - - 2 25,29,0.01450,MID,49,25,21,21,30,0,0,13.96,9
r1bqk1nr/pp1nppbp/2p3p1/3pP3/2PP1P2/5N2/PP4PP/RNBQKB1R b KQkq - 0 6,-75,-0.03750,OPEN,11,6,39,39,46,0,0,12.97,9
5rk1/p1B2ppp/1p1p4/8/2P2P2/6q1/P1P3PP/1R3bK1 w - - 0 23,-45,-0.02250,MID,44,23,14,23,29,0,0,12.97,11
5rk1/p1p2ppp/8/8/8/6NP/P3RPP1/3R2K1 b - - 0 26,-762,-0.38100,END,51,26,17,10,22,1,0,13.40,14
rnbqkb1r/4pppp/p1p2n2/1p6/2BP4/2N1PN2/PP3PPP/R1BQK2R w KQkq - 0 7,145,0.07250,OPEN,12,7,38,38,42,0,0,15.96,11
4r1k1/pp5p/3p2p1/2p5/2PbpPP1/PPn5/2R1B1P1/5R1K b - - 2 33,13,0.00650,END,65,33,19,18,32,1,0,15.11,10
r1bqkb1r/pp1p1ppp/2n1p1n1/4P3/8/2NB1N2/PP3PPP/R1BQK2R w KQkq - 5 8,-59,-0.02950,OPEN,14,8,37,38,40,0,0,14.49,8
rn1qkbnr/pp2pppp/2p5/3pPb2/8/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 4,-43,-0.02150,OPEN,7,4,39,39,46,0,0,15.46,9
r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/5N2/PPPPNPPP/R1BQK2R b KQkq - 1 5,73,0.03650,OPEN,9,5,39,39,46,0,0,15.05,9
8/r7/P2k1p2/4b2R/1p6/1P1B3P/5PP1/6K1 w - - 1 53,501,0.25050,END,104,53,13,10,18,1,0,13.12,12
r6r/pp4k1/3n3p/2pbN3/3p4/1P1B4/1P4PP/4RR1K w - - 4 27,-74,-0.03700,END,52,27,20,21,26,1,0,13.96,9
r4rk1/5ppp/bp3N2/p7/2Q5/8/PP3PPP/R4RK1 b - - 0 19,-552,-0.27600,MID,37,19,27,18,27,0,0,14.02,15
r6k/1p2N1pp/5n2/pP6/P1Q1p3/4P3/2nP1PPP/R3K2R w KQ - 1 26,880,0.44000,MID,50,26,29,16,31,0,0,13.96,15
5rk1/pp3pbp/2n2np1/5p2/8/2N1BN2/PPP2PPP/3rR1K1 w - - 0 17,-33,-0.01650,END,32,17,20,25,33,1,0,12.96,10
r1b5/pp3kb1/4p3/2P2p2/4p3/2N1B3/PP3PPP/3RK2R w K - 2 27,590,0.29500,END,52,27,22,16,29,1,0,13.30,14
r3r1k1/1p3pp1/p3p2p/2Pp4/1b1P4/7P/P4PP1/3R1RK1 b - - 0 26,487,0.24350,END,51,26,16,20,31,1,0,13.48,15
r1b3k1/pp3pb1/2n1p2p/4N3/8/2B5/PP3PPP/R2R2K1 w - - 3 17,482,0.24100,END,32,17,21,19,28,1,0,12.80,14
3r2k1/p5q1/1p4p1/2p1p3/2PpPn2/1P3P1P/P2R1QPK/4R3 w - - 4 33,251,0.12550,MID,64,33,26,23,32,0,0,13.49,12
r1bqk2r/1p1pbppp/p1n1p3/2pnP3/P1B2P2/2N2N2/1PPP2PP/R1BQK2R w KQkq - 1 8,81,0.04050,OPEN,14,8,39,39,46,0,0,14.15,11
r1bqkbnr/pp2pppp/2n5/3p4/8/6P1/PPPPNPBP/RNBQK2R b KQkq - 3 5,35,0.01750,OPEN,9,5,38,38,42,0,0,13.99,9
rnbqk2r/ppppppbp/6p1/8/3Pn3/3QBN2/PPP2PPP/RN2KB1R b KQkq - 1 5,163,0.08150,OPEN,9,5,38,39,44,0,0,13.58,11
2r1r1k1/p3bppp/1p2p3/3p4/3P1P2/2PN1RPP/PP6/4R1K1 b - - 2 30,-3,-0.00150,END,59,30,20,20,34,1,0,27.04,7
rnbqk1nr/ppppbppp/4p3/8/8/3PPP2/PPP3PP/RNBQKBNR b KQkq - 0 3,74,0.03700,OPEN,5,3,39,39,46,0,0,13.97,9
r1bqk2r/ppp2ppp/2np1n2/4p3/4P3/P2P1N2/NPPQ1PPP/R3KB1R b KQkq - 0 8,29,0.01450,OPEN,15,8,36,36,44,0,0,14.85,10
3r3r/1pk4p/p1p1pp2/2Pp4/1R1P1P2/5N2/P5PP/5RK1 w - - 1 27,483,0.24150,END,52,27,19,17,31,1,0,14.48,14
