fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
6k1/p4pb1/1p3npp/8/5r2/5P2/PPB4P/4R1K1 w - - 0 26,-494,-0.24700,END,50,26,12,16,23,1,0,12.97,12
rnb1kbnr/ppp2ppp/8/3p2q1/4p3/1PN1P3/PBPP1PPP/R2QKBNR w KQkq - 1 5,117,0.05850,OPEN,8,5,39,39,46,0,0,13.35,10
rn1qk1nr/pp3ppp/2p1p3/3p1b2/1bPP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 3 6,-11,-0.00550,OPEN,11,6,39,39,46,0,0,12.97,9
rn1qk1nr/pbpp1ppp/1p2p3/8/3P4/2b1PN2/PPP1BPPP/R1BQK2R w KQkq - 0 6,49,0.02450,OPEN,10,6,36,39,45,0,0,12.97,11
2r1kbnr/pp3ppp/2n5/1N3b2/5B2/2P5/4BPPP/R3K1NR w KQk - 1 15,51,0.02550,END,28,15,26,27,30,1,0,12.83,8
5rk1/pp4pp/2b1q3/3p4/4p3/1PN3P1/1PN3BP/5RK1 b - - 1 26,547,0.27350,MID,51,26,18,23,27,0,0,13.14,15
r1bq1rk1/pppnppbp/3p1np1/8/2PP3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7,-37,-0.01850,OPEN,13,7,39,39,46,0,0,13.96,8
r3k2r/p4ppp/4p3/2ppP3/8/b1B5/P4PPP/1R3RK1 b kq - 1 18,385,0.19250,END,35,18,18,20,30,1,0,14.96,12
2r2rk1/1p2bppp/1p2pn2/3p4/1n6/1P3B1P/PBPR2P1/4RNK1 b - - 3 17,485,0.24250,END,33,17,24,26,34,1,0,14.51,14
r2nkb1r/ppp2pp1/5n1p/5bN1/4p3/2N3P1/PPP1PPBP/R1B2RK1 w kq - 0 10,200,0.10000,END,18,10,29,29,40,1,0,13.24,13
2kr4/ppp5/7p/8/1qP1Pp2/1P3P1b/PBK4P/R2Qn3 w - - 2 30,45,0.02250,MID,58,30,23,25,29,0,0,13.96,11
r4n1k/1p3RQ1/pq6/3pP3/3n4/8/PP2N1PP/6K1 b - - 1 25,-2000,-1.00000,MID,49,25,22,23,23,0,1,1.03,0
r1b1r1k1/3n3p/8/2p3N1/p2p4/1p1P2P1/PPP2RNP/2K2R2 w - - 0 23,74,0.03700,END,44,23,22,21,30,1,0,13.87,9
rnb1kbnr/ppp1pppp/6q1/8/8/5N2/PPPPQPPP/RNB1KB1R w KQkq - 4 5,144,0.07200,OPEN,8,5,38,38,42,0,0,15.03,9
3r1b1r/p3kp1b/p4n1p/4p1pP/3nP1P1/1P3P1N/P2B1RB1/R5K1 w - g6 0 23,-353,-0.17650,END,44,23,25,28,35,1,0,13.96,12
r1b2rk1/ppp2ppp/5n2/2p1p1N1/2P1P3/2P5/P4PPP/RNBR2K1 b - - 0 11,-252,-0.12600,END,21,11,26,24,39,1,0,12.97,13
5k1r/p4ppp/6b1/1B2p3/2P5/q3PQ2/5PPP/2K3NR w - - 1 20,-206,-0.10300,MID,38,20,25,22,27,0,0,15.94,12
r1bq1b1r/pppp2pp/4kn2/n3N3/3PP3/8/PPP2PPP/RNBQK2R w KQ - 1 7,96,0.04800,OPEN,12,7,36,37,41,0,0,14.84,8
r2qkbnr/pbpnpppp/1p1p4/4P3/2B2P2/5N2/PPPP2PP/RNBQK2R b KQkq - 3 5,-68,-0.03400,OPEN,9,5,39,39,46,0,0,14.49,8
r2qkbnr/pp1npppp/6b1/1B1p4/3P2P1/5N1P/PPP2P2/RNBQK2R w KQkq - 1 8,84,0.04200,OPEN,14,8,38,38,42,0,0,14.02,8
1r5r/pp2kp2/2p1p3/5pR1/3P4/2PP4/5PPP/4R1K1 b - - 0 29,120,0.06000,END,57,29,16,16,28,1,0,12.97,11
7r/p5b1/1p1pkn1p/4p1p1/1PN1P3/1N3PB1/P5P1/2KR4 w - - 3 31,495,0.24750,END,60,31,19,17,29,1,0,13.96,11
5rk1/7p/p2ppqp1/8/2pbP1Q1/3N3P/P1P3P1/4R2K w - - 0 29,-287,-0.14350,MID,56,29,22,23,28,0,0,16.04,11
1r4k1/3R1p1p/p5p1/8/1q6/1N1B2P1/P4Pb1/3Q2K1 w - - 0 24,597,0.29850,MID,46,24,23,21,21,0,0,13.96,13
r1bqkb1r/ppp2ppp/2n2n2/3pN3/4pP2/4P1P1/PPPP2BP/RNBQK2R b KQkq - 1 6,457,0.22850,OPEN,11,6,39,39,46,0,0,14.96,14
6k1/2b3pp/Q3b3/6q1/3p1r2/3P2N1/PPP2PPP/6K1 w - - 0 24,-362,-0.18100,MID,46,24,19,23,26,0,0,13.09,10
rnbqr1k1/ppp2pbp/6p1/3p4/3PN3/3B1N2/PP3PPP/R1BQK2R w KQ - 0 11,-153,-0.07650,OPEN,20,11,37,35,39,0,0,14.96,9
2r3k1/4bp2/2q4p/p2RP3/5P1P/8/PK6/1B1R4 b - - 0 34,2000,1.00000,MID,67,34,17,20,20,0,1,32.98,245
5R1k/2p5/1p1p2r1/4p3/2P3rp/2R5/PP6/4K3 b - - 1 46,428,0.21400,END,91,46,13,15,20,1,0,15.79,13
1k1r3r/p4pp1/2Qp4/7p/7P/6B1/Pq4P1/R5K1 w - - 1 22,56,0.02800,MID,42,22,20,24,22,0,0,13.99,10
rn2kb1r/1p2pppp/p1p5/5b2/3P2n1/2N1P1P1/PP2NPBP/R1B1K2R w KQkq - 2 10,206,0.10300,END,18,10,29,29,40,1,0,13.96,10
r5k1/1pp3pp/5P2/3p4/1B3Pq1/3BQ3/P5PP/5RK1 b - - 0 22,-677,-0.33850,MID,43,22,25,19,26,0,0,14.84,14
r2qk2r/ppp1nppp/4p3/3p1b2/1b1P1B2/2NPPN2/PP3PPP/R2Q1RK1 w kq - 3 9,173,0.08650,OPEN,16,9,36,36,44,0,0,14.64,10
2r5/p7/1kp1R3/1p1pNQ2/3P4/2P1B1K1/PP6/4R3 b - - 0 37,-1105,-0.55250,MID,73,37,29,9,22,0,0,13.52,15
r1b1kbnr/pp2pppp/2n5/8/3PN3/4P3/PP1B1PPP/R3KBNR w KQkq - 1 11,250,0.12500,END,20,11,29,28,38,1,0,14.08,12
rnbqk1nr/2ppppbp/p5p1/1p6/4P3/1PP5/PB1P1PPP/RN1QKBNR w KQkq - 0 5,21,0.01050,OPEN,8,5,39,39,46,0,0,15.31,10
r4k2/5r2/p7/qp1P1bQP/3p2P1/1P3P2/2P5/5R1K b - - 0 35,445,0.22250,MID,69,35,20,25,24,0,0,14.96,12
r1bqkbnr/p3pppp/2p5/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,268,0.13400,OPEN,8,5,36,35,42,0,0,15.01,12
4r1k1/4Qp1p/5np1/1p6/8/1P4PP/q4PB1/4R1K1 w - - 1 26,-21,-0.01050,MID,50,26,21,21,22,0,0,13.96,12
r6r/1b3k2/3p2pp/p1nP1p2/2P1n2N/2QB4/PB3PPP/6K1 w - - 4 28,642,0.32100,MID,54,28,24,24,31,0,0,14.02,13
2b2rk1/7p/p3p1p1/1p1pN3/3P4/PBP1Q1Pq/1P5P/4R1K1 w - - 1 26,538,0.26900,MID,50,26,26,23,31,0,0,14.29,14
r1b1kb1r/ppp1nppp/2n5/1B1p4/3P4/8/PPP2PPP/RNB1K1NR w KQkq - 2 7,-16,-0.00800,END,12,7,29,29,40,1,0,14.00,8
r1bq1rk1/pp2ppbp/2np1np1/2pN4/2P1P3/3P1N2/PP2BPPP/R1BQ1RK1 b - - 0 8,59,0.02950,OPEN,15,8,39,39,46,0,0,13.13,9
4r1k1/ppR2p1p/4p1pb/3pP3/P2P2P1/2B4P/5P2/6K1 b - - 0 33,-16,-0.00800,END,65,33,14,15,30,1,0,13.96,9
r1b1kbnr/pp3ppp/1qn1p3/3pP3/3P4/4B3/PP1Q1PPP/RN2KBNR w KQkq - 0 8,73,0.03650,OPEN,14,8,38,38,42,0,0,16.77,10
r1b2rk1/pp1n1pp1/2p1p2p/3p4/2PP1Pn1/2NB1N2/PP3PP1/R3R1K1 b - - 0 15,110,0.05500,END,29,15,26,27,40,1,0,13.96,11
rnbq1rk1/pppp1ppp/5n2/2b1N3/4P3/3P4/PPP2PPP/RNBQKB1R w KQ - 1 5,78,0.03900,OPEN,8,5,39,38,44,0,0,13.91,8
4r1k1/5p2/ppb3p1/3pq3/1p6/1B1QB2P/PP3PP1/4K3 b - - 1 27,516,0.25800,MID,53,27,20,23,28,0,0,14.40,12
r3k2r/p1p2p2/1p2p3/4B3/8/2PB4/P1P2PbP/R3K1R1 b Qkq - 1 17,-516,-0.25800,END,33,17,21,18,27,1,0,12.97,12
5rk1/p1p2pp1/1p5p/3P1P1B/4Q3/PP4KP/1B6/R7 w - - 0 35,976,0.48800,MID,68,35,25,11,27,0,0,13.10,15
rnbqkbnr/ppp2ppp/3p4/8/1P3p2/5N2/PBPPP1PP/RN1QKB1R b KQkq - 1 4,184,0.09200,OPEN,7,4,38,39,44,0,0,16.13,10
3rr1k1/5ppp/p3p3/Ppnp4/1P1P4/2P4P/5PP1/R3R1K1 w - - 0 22,24,0.01200,END,42,22,17,20,33,1,0,13.52,10
4r1k1/5pbp/5qp1/Pp6/3pn1Q1/1P1P3P/3B1PP1/5RK1 w - - 0 27,182,0.09100,MID,52,27,23,25,29,0,0,14.79,11
4kbn1/p2b1r2/1p1p4/2p1P2p/5B1P/N1P1PpP1/PP1K1P2/R2Q4 b - - 0 20,-596,-0.29800,MID,39,20,28,20,36,0,0,13.96,15
r1bqkbnr/pp1ppppp/2n5/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 2 3,12,0.00600,OPEN,5,3,39,39,46,0,0,14.79,9
5rk1/pp5p/2pR1ppQ/8/4p3/2B1P2P/1P3PP1/1q4K1 w - - 1 24,525,0.26250,MID,46,24,22,21,29,0,0,14.04,12
3q2k1/pp3ppp/4p3/2pr3P/3P4/2P3Q1/PP3PP1/3R2K1 w - - 1 25,0,0.00000,MID,48,25,21,21,32,0,0,13.77,9
2kr3r/pp3pp1/1n2p3/n2pP1pP/3P2P1/P1PpN3/1P1N1P2/1R4KR b - - 0 26,-74,-0.03700,END,51,26,24,24,40,1,0,14.96,9
2r5/pp3ppk/4p2p/3p4/3P1P2/1P2P3/P3K1PP/R7 b - - 0 26,109,0.05450,END,51,26,12,12,30,1,0,11.86,9
r1b2rk1/1pp3bp/3p2p1/p1nP4/2P1Pp2/2N2P2/PP5P/2KR1BNR b - - 1 16,128,0.06400,END,31,16,26,26,38,1,0,12.97,9
6k1/p4ppp/B1p2n2/3pr1q1/3p4/3P1Q1P/P1P2PP1/R5K1 b - - 1 21,191,0.09550,MID,41,21,23,24,32,0,0,12.78,11
r4rk1/4ppbp/1p3np1/4B3/2pP4/1PP1P2P/P1B2PP1/R4RK1 b - - 0 17,-302,-0.15100,END,33,17,24,22,36,1,0,13.96,10
r1bqk1nr/pp1pbppp/2n1p3/8/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 3 6,-35,-0.01750,OPEN,11,6,38,38,42,0,0,12.93,7
rnbqkbnr/ppp1p1pp/5p2/3p4/3P4/4B3/PPP1PPPP/RN1QKBNR b KQkq - 1 3,74,0.03700,OPEN,5,3,39,39,46,0,0,13.07,9
r1bk4/p7/2p1pN1b/2p5/6p1/1P1P2P1/P1P3BP/R2Q1RK1 b - - 0 21,-855,-0.42750,MID,41,21,31,16,30,0,0,14.21,12
r3r3/pp1kn1R1/2b1p2B/3pP3/3p4/8/PPP1N1PP/R5K1 b - - 0 18,-287,-0.14350,END,35,18,22,21,30,1,0,14.86,12
7r/p7/1p3k2/8/5N2/8/P4rRp/7K w - - 0 38,25,0.01250,END,74,38,9,13,12,1,0,13.59,11
r5k1/1p1n1ppp/p1p3r1/3p4/3P1P2/2B1P3/PP3qP1/R4RK1 w - - 0 20,-284,-0.14200,MID,38,20,19,29,33,0,0,13.96,13
r2qkbnr/pbpppppp/1pn5/8/8/2P3P1/PP1PPPBP/RNBQK1NR b KQkq - 2 4,23,0.01150,OPEN,7,4,39,39,46,0,0,14.22,8
3rr1k1/2p1nppp/1p3n2/p3N3/4P3/PN2P2P/BPP1b1P1/2K4R w - - 1 17,-359,-0.17950,END,32,17,21,25,35,1,0,13.76,11
4r1k1/Rppb2pp/3p4/7n/3NN3/1P1P4/1PP3PP/6K1 b - - 0 21,-220,-0.11000,END,41,21,17,16,28,1,0,13.96,12
3k1b1r/4nppp/1PB1p3/4Pb2/2p5/8/1PP2PPP/R4RK1 b - - 0 19,-98,-0.04900,END,37,19,20,19,31,1,0,16.96,10
r1b5/p1k1bp1p/1p2p3/8/2p1P3/1PN1B3/P1P2PPP/R4RK1 b - - 0 14,-616,-0.30800,END,27,14,23,17,33,1,0,12.88,14
rn1qkbnr/pbpppppp/1p6/8/8/1P2P3/P1PPBPPP/RNBQK1NR b KQkq - 0 3,307,0.15350,OPEN,5,3,39,39,46,0,0,13.95,12
r3r1k1/5pp1/1pp1p2p/4Pb2/4nB2/2P2P2/PP4PP/R2R2K1 w - - 0 21,31,0.01550,END,40,21,20,22,33,1,0,11.69,12
6r1/p1p5/8/3kpn2/5pPp/1P1Pb3/PB4PP/5R1K b - - 0 32,605,0.30250,END,63,32,14,16,27,1,0,13.97,14
r4rk1/pp2b2p/2p1n1p1/3p4/8/2P1Pn2/PP1P2BP/R1BK1R2 b - - 3 21,659,0.32950,END,41,21,22,25,33,1,0,13.97,14
rnbq1rk1/pp3ppp/2p1pn2/3p4/1b1P1B2/2NBPN2/PPP2PPP/R2Q1RK1 b - - 3 7,-39,-0.01950,OPEN,13,7,39,39,46,0,0,16.46,9
rnb1k2r/pp1n1ppp/4p3/1BqpP3/8/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 9,22,0.01100,OPEN,17,9,35,35,40,0,0,13.96,10
r2qkb1r/ppp2ppp/2npbn2/4p3/2P5/1P3NP1/PB1PPP1P/RN1QKB1R w KQkq - 1 6,66,0.03300,OPEN,10,6,39,39,46,0,0,16.08,9
5rk1/5pp1/R2p1bn1/2pBp2p/4P3/3P1NP1/1r4PP/5RK1 b - - 1 27,14,0.00700,END,53,27,21,22,30,1,0,12.69,9
6k1/pp1q1p2/2p4p/3p2p1/8/3Q1P2/PPP1rKPP/8 w - - 0 29,-185,-0.09250,MID,56,29,15,21,29,0,0,53.34,10
2r2r2/1p1nppk1/3p2p1/3P3p/4P3/8/PP1N1PPP/R3R1K1 b - - 1 27,81,0.04050,END,53,27,20,19,32,1,0,12.87,9
4r1k1/1p1q1ppp/p5n1/3p4/8/1P3P1P/Pb1Q1P2/2R2BK1 w - - 0 25,-323,-0.16150,MID,48,25,22,26,29,0,0,15.00,12
5r2/1k4b1/1p1p2p1/p1pPpr2/P1P3pP/1P4P1/K1R1RP2/2B5 b - - 1 36,27,0.01350,END,71,36,20,20,34,1,0,14.23,11
rnbqk2r/ppp1ppbp/3p1np1/8/3P1B2/4P3/PPPN1PPP/R2QKBNR w KQkq - 0 5,-20,-0.01000,OPEN,8,5,39,39,46,0,0,15.87,9
r1r3k1/pp3ppp/4p1b1/3p2B1/5nP1/2P4P/P1R2PB1/5RK1 w - - 5 23,-414,-0.20700,END,44,23,21,23,32,1,0,13.19,12
r5k1/pp1n2p1/2p1qn1p/4b3/8/5N1P/PPP2P1P/3R1RK1 b - - 0 21,712,0.35600,MID,41,21,19,28,30,0,0,14.96,16
rnbqkb1r/5ppp/pp1p1n2/2pN2B1/4P3/5N2/PPP2PPP/R2QKB1R b KQkq - 3 8,-58,-0.02900,OPEN,15,8,38,38,42,0,0,12.95,9
r3k1nr/ppp3p1/2n4p/2b1p3/2B2p2/2NP1K1P/PPP4P/R1B4R b kq - 2 14,372,0.18600,END,27,14,25,26,36,1,0,13.96,11
4r2k/1p2q1p1/p6p/1n6/4pPQ1/4B2P/6P1/4R1K1 w - - 0 34,-97,-0.04850,MID,66,34,20,22,22,0,0,12.96,10
5rk1/6pp/6q1/2Q1P3/1R1p4/3P2Pb/2P2P1P/1R4K1 b - - 0 32,-370,-0.18500,MID,63,32,25,20,24,0,0,12.98,10
r4q1k/pp4bp/2p3p1/3p4/3P4/1BP5/PP3PPP/4RRK1 b - - 1 22,382,0.19100,MID,43,22,20,23,32,0,0,14.45,14
4R3/1p3k1p/6p1/3p4/1q2p2N/1Pb5/5PPP/6K1 w - - 1 34,-570,-0.28500,MID,66,34,12,17,22,0,0,13.96,15
rnbqkb1r/pp2pp1p/5np1/3p4/8/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 2 6,36,0.01800,OPEN,10,6,38,38,42,0,0,12.97,11
r2q1rk1/1pp1nppp/3b1p2/pP1N1b2/3P4/P3P3/2P2PPP/R2QKBNR w KQ - 1 10,69,0.03450,OPEN,18,10,36,35,42,0,0,13.20,11
2r2rk1/p3n1pp/1p2Q3/2P5/3p1B2/8/PP3PPP/2R3K1 b - - 0 24,-554,-0.27700,MID,47,24,23,18,28,0,0,13.96,14
3r1rk1/1p3ppb/p1p4p/6P1/P1B3P1/2N4P/1PP5/R3K3 b - - 0 23,519,0.25950,END,45,23,17,19,30,1,0,13.96,14
r3k1nr/ppp3pp/4p3/4p3/4P3/5N2/PPP2bPP/R1B2RK1 w - - 0 12,556,0.27800,END,22,12,22,23,34,1,0,15.41,13
5r2/3r3p/bp4pk/2p1n3/p1P1N3/P4P2/3R2PP/3R2K1 w - - 0 32,-18,-0.00900,END,62,32,18,21,27,1,0,13.80,10
6k1/2n2p1p/p2p3B/2p2B2/P1Pb4/3P3P/1r4P1/5R1K w - - 0 30,47,0.02350,END,58,30,16,16,26,1,0,14.18,10
r1bqk2r/2pp1pp1/p1nb1n1p/1p2p3/4P3/1BPP1N2/PP1N1PPP/R1BQK2R b KQkq - 1 8,-43,-0.02150,OPEN,15,8,39,39,46,0,0,14.96,9
rnb1kb1r/ppp2ppp/3p4/2n5/8/2P2N2/PP1KBPPP/RNB4R w kq - 1 10,-155,-0.07750,END,18,10,28,29,38,1,0,14.03,10
8/1k1n1pb1/1p2p1p1/1NrpP2p/1P5P/8/P1P1QPP1/2KRR3 w - - 1 31,788,0.39400,MID,60,31,29,17,33,0,0,12.97,16
r4rk1/ppp2pp1/nbP1p2p/4n3/2BP4/P1N1BPP1/7P/2R2RK1 b - - 0 21,446,0.22300,END,41,21,25,26,36,1,0,14.96,13
6k1/8/n4p1p/3p1p2/3P4/4B3/1r3PPP/4R1K1 w - - 0 30,59,0.02950,END,58,30,12,12,20,1,0,13.06,9
r2qk2r/ppp2ppp/1bnp1n2/4p3/1PB1P1b1/P1NP2N1/2P2PPP/R1BQK2R w KQkq - 3 9,34,0.01700,OPEN,16,9,39,39,46,0,0,13.04,9
4r3/6kp/p2n2p1/1p1R1pP1/8/P1P2K1P/1PN1r3/7R b - - 1 32,417,0.20850,END,63,32,18,18,26,1,0,16.01,11
r2qk2r/pppn1ppp/3bpn2/3p1b2/3P4/2N2NP1/PPP1PPBP/R1BQ1RK1 w kq - 4 7,15,0.00750,OPEN,12,7,39,39,46,0,0,13.64,9
r1b1kbnr/ppqnpppp/2pp4/8/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq - 2 5,38,0.01900,OPEN,8,5,39,39,46,0,0,13.94,9
r4rk1/2bR2pp/5p2/1p2p3/8/P5B1/1PP2PPP/4R1K1 b - - 1 28,-174,-0.08700,END,55,28,19,18,28,1,0,13.92,8
r1bqkbnr/pp1npppp/2pp4/8/3P1P2/4PN2/PPP3PP/RNBQKB1R b KQkq - 1 4,-20,-0.01000,OPEN,7,4,39,39,46,0,0,12.95,8
1rb2rk1/3ppp1p/2p3pn/p1N5/8/1P4P1/P1P1P1BP/R3R1K1 w - - 2 19,-177,-0.08850,END,36,19,22,23,34,1,0,15.96,9
1r1r2k1/1bQ3pp/5pn1/p7/8/PP2PN1P/1B2BPP1/5RK1 b - - 1 22,-664,-0.33200,MID,43,22,29,20,29,0,0,12.54,15
1k1r1r2/ppp4p/6p1/4P3/1P3q2/4Q3/P4P2/R5K1 w - - 2 35,-593,-0.29650,MID,68,35,18,24,23,0,0,13.96,14
rn1qk2r/pp2bppp/2pp1n2/6B1/3NP3/2N5/PPP1QPPP/R3K2R w KQkq - 1 9,243,0.12150,OPEN,16,9,35,35,40,0,0,13.96,11
2N5/1k6/1R6/8/8/7P/r5PK/2Q5 b - - 0 46,-2000,-1.00000,END,91,46,19,5,8,1,1,47.55,245
1k1r3r/1bQ2pN1/pp3Pp1/2pP4/6R1/P6P/1P4P1/4R1K1 b - - 0 32,-322,-0.16100,MID,63,32,28,18,29,0,0,13.96,9
r1b2rk1/p5pp/2p1p1n1/4Pp2/2p2n2/2B3N1/PPB2PPP/R3R1K1 b - - 1 21,201,0.10050,END,41,21,25,26,36,1,0,12.97,11
1r4k1/p3Rpp1/1p5p/2p5/3P2n1/2P2b2/PP3PPP/RN4K1 w - - 0 20,582,0.29100,END,38,20,20,17,32,1,0,13.97,14
rn2kbnr/pp3ppp/1q2b3/2p5/8/5N2/PPPPQPPP/RNB1KB1R w KQkq - 0 6,220,0.11000,OPEN,10,6,38,37,40,0,0,15.04,12
rnbqk2r/pppp2pp/4pn2/5p2/2PP4/2b2N1P/PP2PPP1/R1BQKB1R w KQkq - 0 6,-5,-0.00250,OPEN,10,6,36,39,45,0,0,13.99,9
rnbqkbnr/ppp2ppp/8/4p3/3Q4/8/PPP2PPP/RNB1KBNR w KQkq - 0 5,11,0.00550,OPEN,8,5,37,38,40,0,0,14.96,10
1kn5/8/b2p1b2/p3p1p1/q1P1PpP1/3P1P1N/4BB2/5KQ1 b - - 3 30,276,0.13800,MID,59,30,23,23,28,0,0,14.21,11
r1bqk2r/pppp1pp1/2n2n1p/4p3/2B1P3/2bP1N2/PPP2PPP/R1BQ1RK1 w kq - 0 7,33,0.01650,OPEN,12,7,36,39,45,0,0,14.96,11
3R4/pp2n1rk/7p/6p1/4p3/1PP5/5PPP/5RK1 w - - 1 31,505,0.25250,END,60,31,15,13,24,1,0,14.98,14
rn3rk1/pRp2ppp/4pn2/3p4/3P4/4PNP1/P1b1NPP1/4KB1R w K - 1 14,20,0.01000,END,26,14,25,26,36,1,0,13.79,10
