fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
r5nr/pp1kp2p/5pp1/2p5/4P3/2P2N2/P1P2PPP/3RK2R b K - 1 13,54,0.02700,END,25,13,20,20,34,1,0,12.97,10
rnbqk2r/pp2ppbp/3p1np1/2pP4/4P3/5N2/PPPNBPPP/R1BQK2R b KQkq - 3 6,13,0.00650,OPEN,11,6,39,39,46,0,0,12.97,8
1q4k1/p4ppp/2p5/2p2b2/2PbN3/1P1P1KP1/2Q4P/2R1R3 w - - 3 30,365,0.18250,MID,58,30,27,21,29,0,0,14.00,12
6k1/5p1p/4p1p1/p1p1P3/8/PP5P/1BP2RPK/1r6 w - - 4 31,506,0.25300,END,60,31,14,11,27,1,0,12.96,13
rn1qk1nr/ppp2ppp/3Bp3/3p4/3P4/5P2/PPPN1PPP/R2QKB1R b KQkq - 0 6,2,0.00100,OPEN,11,6,36,33,43,0,0,14.58,9
r1bq1rk1/ppp2ppp/3p1n2/2b1p1N1/2BnP3/2NPB2P/PPP2PP1/R2QK2R b KQ - 2 8,78,0.03900,OPEN,15,8,39,39,46,0,0,14.18,8
rnbk2nr/pp3ppp/2pbp3/3pN3/3P4/8/PPP1PPPP/RN1QKB1R w KQ - 2 6,749,0.37450,OPEN,10,6,36,30,44,0,0,13.96,16
1r4k1/pb2q1p1/4p2B/1p6/6Q1/2P5/PP4PP/5RK1 w - - 2 27,111,0.05550,MID,52,27,22,21,24,0,0,16.46,10
r1b1k2r/ppqnbppp/2p2n2/4p3/4P3/2NBBN2/PPPQ1PPP/R3K2R w KQkq - 2 9,-35,-0.01750,OPEN,16,9,38,38,42,0,0,13.96,7
r1bqk2r/pppp2pp/5n2/2b1p1B1/4P3/8/PPP1BPPP/RN1Q1RK1 b kq - 5 8,13,0.00650,OPEN,15,8,35,35,40,0,0,12.97,11
7r/rp2kppp/4p3/3p1b2/3P1B2/1NP5/PP3PPR/R3K3 b Q - 3 16,-428,-0.21400,END,31,16,22,19,31,1,0,13.97,14
B4rk1/p4pp1/5n1p/2b5/8/2P5/P1bR1PPP/5RK1 b - - 1 18,351,0.17550,END,35,18,18,18,25,1,0,14.83,11
2k5/ppp2ppp/2n1p3/8/8/2Rr2P1/P4P1P/2R3K1 b - - 1 26,226,0.11300,END,51,26,14,15,26,1,0,14.96,12
r2qk1nr/ppp1bppp/3p4/4p3/2BnP1b1/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 7,-138,-0.06900,OPEN,12,7,38,39,44,0,0,14.97,11
1r3r2/pb4pk/1p1bB2p/4pp2/3p4/3P3P/PPPB1PP1/R4RK1 b - - 0 22,111,0.05550,END,43,22,23,23,36,1,0,14.47,9
r1bqkb1r/2pp1ppp/p4n2/1p2p3/4P3/1P1P1N2/1PP2PPP/RNBQ1RK1 b kq - 0 8,-13,-0.00650,OPEN,15,8,36,36,44,0,0,13.96,9
r1bqkbnr/pp1p1ppp/8/8/4P3/5Q2/PP3PPP/RNB1KB1R b KQkq - 0 7,-95,-0.04750,OPEN,13,7,34,34,36,0,0,13.96,10
1N2k3/p1p2p2/8/4P3/N5bQ/P7/1PP3r1/2KR4 w - - 3 33,2000,1.00000,MID,64,33,24,11,20,0,1,29.99,245
r2qkbnr/pp1n1ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQK1NR b KQkq - 0 6,21,0.01050,OPEN,11,6,36,36,44,0,0,13.96,8
4rrk1/3q1ppp/p1p5/1p1p4/3P4/P1P3QP/1P2NPP1/1R3K2 b - - 0 27,336,0.16800,MID,53,27,24,26,34,0,0,14.07,10
r1bqk1nr/ppp2pbp/2n3p1/3pp3/8/5PP1/PPPPPNBP/RNBQK2R w KQkq - 0 6,-99,-0.04950,OPEN,10,6,39,39,46,0,0,14.07,10
r1b2rk1/1p3pp1/4p3/1p1pn1NP/8/8/PPPR2P1/2K5 b - - 0 20,768,0.38400,END,39,20,13,22,28,1,0,12.48,16
r1b1k1r1/p1pp1p2/2p2p1p/8/8/3BP1P1/PPP4P/R3K2R w KQq - 0 15,37,0.01850,END,28,15,19,20,32,1,0,13.96,10
r2n2k1/1pp2pp1/4rn1p/p3p3/P3P3/2P1PN1P/1P1N2P1/4RRK1 w - - 0 19,-81,-0.04050,END,36,19,23,23,36,1,0,12.97,9
r1bqk1nr/pppnbpp1/3pp2p/8/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 6,117,0.05850,OPEN,10,6,39,39,46,0,0,13.96,10
2k5/1p6/p1pK4/8/2P4r/1P1RR3/q7/8 w - - 0 36,2000,1.00000,MID,70,36,12,17,14,0,1,30.81,245
r2bk2r/pp3pp1/2p1b2p/4p3/2P1N3/1P1BP1P1/P4PP1/R4RK1 b kq - 1 15,98,0.04900,END,29,15,23,23,36,1,0,12.57,9
rnb1kb1r/pp2pppp/8/2p5/2p1P3/5N2/PPP2PPP/RNBR2K1 b kq - 0 8,40,0.02000,END,15,8,26,27,40,1,0,13.96,11
r1bq1rk1/ppp2ppp/2nb1n2/8/4PB2/2N3Q1/PPP1NPPP/R3KB1R b KQ - 2 9,-77,-0.03850,OPEN,17,9,38,37,40,0,0,12.96,9
rnbq1rk1/1p3pbp/p2p1np1/4p1B1/P1BNP2P/2N5/1PP2PP1/R2QK2R w KQ - 0 10,89,0.04450,OPEN,18,10,38,38,42,0,0,14.96,9
1r6/6k1/3N2p1/2pP2bn/8/8/PP3P1P/5K2 b - - 0 34,604,0.30200,END,67,34,8,13,18,1,0,13.97,14
5Q2/2q3kp/4p1p1/p2rP3/1p1P2P1/2P4P/PP6/5RK1 b - - 0 29,-2000,-1.00000,MID,57,29,21,19,28,0,1,0.77,0
6k1/5pp1/pp2b3/7R/4r3/1P2P3/P3NPPP/6K1 b - - 0 23,-135,-0.06750,END,45,23,14,12,24,1,0,12.97,10
2r2r1k/1p6/3p4/p2Np2P/P1Pnb3/8/7P/R4RK1 b - - 2 33,2000,1.00000,END,65,33,17,20,23,1,1,30.96,245
r7/4bk1p/p5p1/1p1Qn3/7N/1P2P3/P1P1B1PP/R5K1 b - - 1 21,-808,-0.40400,MID,41,21,26,15,27,0,0,13.96,15
2k5/1p2r2p/p1p1pn2/3p2B1/8/3B4/PPP2PPP/RN3RK1 w - - 0 18,1005,0.50250,END,34,18,25,14,31,1,0,12.97,15
k6r/pp2R2p/5N2/6p1/6p1/P7/1r3PP1/3R1K2 w - - 0 28,387,0.19350,END,54,28,16,15,21,1,0,13.96,12
r1bq1rk1/1pp2pp1/p1np1n1p/4p3/2B1P3/2PP1N2/P1P2PPP/R1BQ1RK1 w - - 0 10,-1,-0.00050,OPEN,18,10,36,36,44,0,0,14.21,10
b2r2k1/5ppp/1r2p3/1p1pP3/p2N1PP1/2P4P/PP5K/3RR3 b - - 1 26,-26,-0.01300,END,51,26,20,20,34,1,0,14.20,11
3r2k1/2b2ppp/4pn2/R7/1p6/4BBP1/2P2PKP/3q4 b - - 2 39,765,0.38250,MID,77,39,15,25,25,0,0,13.42,14
3rr1k1/p3p3/6pp/1P2P3/P7/2n1P2P/5PP1/R4R1K b - - 2 24,172,0.08600,END,47,24,17,17,27,1,0,13.98,11
r1r3k1/pp3pb1/3q2pp/1PPR4/8/P6P/8/2R3K1 w - - 0 33,-431,-0.21550,MID,64,33,14,27,24,0,0,13.95,14
r5k1/pR2ppbp/6p1/8/3rP3/5B2/P4PPP/5RK1 w - - 0 17,26,0.01300,END,32,17,18,18,26,1,0,12.96,9
2r2rk1/1pq1pp1p/3p2p1/1R1P4/4P3/P4P2/B5PP/Q6K b - - 0 25,2000,1.00000,MID,49,25,23,25,30,0,1,64.33,245
6k1/5ppp/8/p7/5R2/2PK4/PrN4P/6r1 b - - 1 37,609,0.30450,END,73,37,11,14,18,1,0,14.96,14
5r2/pQpk2pp/3p4/2b1r3/3pn3/8/PPP2PPP/RN3K1R w - - 1 21,269,0.13450,MID,40,21,28,22,32,0,0,14.06,11
r4rk1/1p3pbp/1pp1b1p1/4n3/4NB2/6P1/PP3PBP/R3R1K1 w - - 2 17,-158,-0.07900,END,32,17,24,25,32,1,0,13.18,10
3k3r/5pbp/p1Bp1N2/1p3P2/2n5/2P3P1/Pr5P/K2RR3 w - - 2 29,17,0.00850,END,56,29,21,21,28,1,0,61.34,11
4r1k1/1p3ppp/p1b2n2/2b3N1/P1p5/2N4P/RPPB1PP1/6K1 w - - 0 23,-105,-0.05250,END,44,23,20,20,32,1,0,14.47,10
r5k1/pp5p/2p2q2/4p1pP/4PnP1/1PNP1PK1/P1P2R2/R7 b - - 0 25,534,0.26700,MID,49,25,21,23,34,0,0,12.52,11
2kr3r/ppp3pp/4pp2/8/3b3R/P1NP4/1PP1K3/5R2 b - - 1 25,521,0.26050,END,49,25,17,20,28,1,0,14.65,14
r4rk1/5pp1/pp2p2p/2p5/8/4PPP1/bP2B2R/2K4R b - - 1 23,369,0.18450,END,45,23,17,20,28,1,0,13.96,13
N6r/5kpn/p3pp1p/5b2/1B1P1P2/4P3/P1P3PP/3Q1RK1 b - - 0 19,-658,-0.32900,MID,37,19,27,16,31,0,0,15.29,15
6k1/pp1r1ppp/4p3/1q6/1n1P4/1P6/P2Q1PPP/2R3K1 b - - 2 25,519,0.25950,MID,49,25,20,23,29,0,0,13.38,13
3q4/r1p1k1p1/p2p1rBp/1p1Pp3/6P1/2PQ3P/PP4K1/R7 w - - 5 26,-279,-0.13950,MID,50,26,23,26,32,0,0,14.07,10
rnb2rk1/pp2qppp/2pp1n2/4p3/2B1P3/3P1N2/PPP2PPP/R1BQK2R w KQ - 0 8,8,0.00400,OPEN,14,8,36,36,44,0,0,15.09,9
2kr4/ppp2pp1/2p5/8/4PB2/2NP2P1/PPP3K1/7r b - - 2 23,467,0.23350,END,45,23,12,16,28,1,0,13.96,14
2Q5/p4pp1/2bp2k1/4p3/1rP5/5P2/Pr4PP/R4RK1 b - - 1 33,-503,-0.25150,MID,65,33,24,18,26,0,0,14.96,14
2r3k1/p4pp1/1p5p/n2P4/2P5/7P/P3BPP1/2R3K1 b - - 0 28,-45,-0.02250,END,55,28,14,13,26,1,0,13.48,10
r3k2r/1p2bppp/2b1p3/p3P3/2Bn2P1/P4P2/1P4KP/1RB2R2 b kq - 0 19,602,0.30100,END,37,19,22,25,33,1,0,13.96,13
r4rk1/ppp2pp1/2n2n1p/3p4/5B2/P1PP4/P7/1K6 b - - 0 23,992,0.49600,END,45,23,7,23,27,1,0,15.13,16
r1bq1rk1/p1p2pp1/1pnbpn1p/3p2B1/3P4/1NP2NP1/PP2PPBP/R2Q1RK1 w - - 0 10,67,0.03350,OPEN,18,10,39,39,46,0,0,12.57,11
r1b1qrk1/ppp2pbp/3p1np1/2nPp1B1/2P1P3/2N2N2/PPQ2PPP/R3KB1R w KQ - 3 10,58,0.02900,OPEN,18,10,39,39,46,0,0,12.96,8
rnbk2nr/pp3ppp/4p3/2b1N3/4pB2/8/PPP2PPP/RN2KB1R b KQ - 1 7,85,0.04250,END,13,7,28,29,38,1,0,14.96,10
r1bqk2r/pp2bppp/3p1n2/2p1p1B1/2BnP3/2NP1N2/PPPQ1PPP/R3K2R w KQkq - 6 8,32,0.01600,OPEN,14,8,39,39,46,0,0,63.55,8
r1bqkbnr/p4ppp/2ppp3/2p5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 1 6,-35,-0.01750,OPEN,11,6,36,36,44,0,0,13.96,8
r5k1/pb1n3p/2p3p1/3p4/1P1q4/2N4P/P1P3P1/3R1B1K w - - 0 21,-11,-0.00550,MID,40,21,16,25,27,0,0,12.97,11
rn3b1r/pp2pkpp/2p2n2/q3N3/6b1/2N5/PPPPQPPP/R1B1K2R b KQ - 1 8,-260,-0.13000,OPEN,15,8,35,37,39,0,0,15.71,12
rnbqkbnr/pppp1p1p/8/6p1/4Pp2/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 1 4,85,0.04250,OPEN,7,4,38,39,44,0,0,13.22,10
4k2r/5p2/p3p1p1/3bP2p/2r2P2/P7/1P1R2PP/3R3K w - - 2 29,-469,-0.23450,END,56,29,16,18,27,1,0,11.97,13
1r3k2/p1p3p1/1p4B1/5bpP/2n1Pp2/2P3PR/r7/5RK1 w - - 0 30,-227,-0.11350,END,58,30,17,22,27,1,0,48.21,10
3r3r/pp3k1p/2pp4/n4P2/3N4/1Nn5/P4PPP/R4RK1 b - - 3 22,-60,-0.03000,END,43,22,21,21,28,1,0,13.97,11
1r3rk1/p2b4/1p1pn2p/PPpNppp1/2P3n1/3PP1P1/1B3PBP/R2R2K1 w - - 2 23,454,0.22700,END,44,23,27,27,42,1,0,13.96,12
2k3nr/1r6/Q2b1p2/2pPn2p/2P5/8/5PPP/2B2RK1 b - - 0 26,-379,-0.18950,MID,51,26,22,22,24,0,0,16.22,12
Q1b4k/2q3pp/p4p2/1p6/3P4/8/PPPN4/2KR4 b - - 0 28,-564,-0.28200,MID,55,28,21,17,23,0,0,13.81,12
rr4k1/1b3p1p/3p2p1/2p1p3/4P2N/1PRP4/1q3PPP/2B3K1 w - - 0 24,-529,-0.26450,MID,46,24,17,28,31,0,0,14.92,14
rnbqkb1r/ppp1pppp/5n2/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 1 3,23,0.01150,OPEN,5,3,39,39,46,0,0,12.97,9
rn2kbnr/pp2pppp/8/q4b2/3P4/2N5/PP3PPP/R1BQKBNR w KQkq - 2 7,232,0.11600,OPEN,12,7,37,37,38,0,0,13.96,10
r2qkb1r/pp1npppp/2p2n2/3p1b2/3P1B2/2N5/PPPQPPPP/2KR1BNR w kq - 6 6,22,0.01100,OPEN,10,6,39,39,46,0,0,14.96,10
3rr3/1p3ppk/p1n4p/2PN4/1P4P1/P3P2P/5P2/3R1RK1 w - - 1 24,385,0.19250,END,46,24,20,18,30,1,0,14.95,14
r1bq1rk1/pppp1ppp/5n2/4p3/QnP1P3/3P1N2/P4PPP/RN2KB1R b KQ - 1 8,247,0.12350,OPEN,15,8,35,36,42,0,0,14.96,13
8/8/1p1p2q1/1kpp4/8/5K2/7R/8 b - - 0 57,760,0.38000,END,113,57,5,13,10,1,0,13.96,14
2k4r/1p1n4/p1p5/3pPp2/1P1P4/PN1Q1KP1/7q/2R5 w - - 0 28,-102,-0.05100,MID,54,28,22,22,26,0,0,12.97,8
rn1qkbnr/pp3ppp/2p1p3/3pP3/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,45,0.02250,OPEN,8,5,39,39,46,0,0,14.32,10
r1b2n2/2p3k1/pp1p1pn1/8/3PP3/3B4/PP1N1PP1/R3R1K1 w - - 2 25,491,0.24550,END,48,25,22,19,30,1,0,14.96,12
5r2/p4p1k/6p1/1p5p/7P/4PP2/qPQ1KP2/3R2R1 w - - 0 29,480,0.24000,MID,56,29,24,19,25,0,0,13.97,14
r1bqkbnr/1p1ppppp/p1n5/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,53,0.02650,OPEN,8,5,38,39,44,0,0,13.00,10
r1b1k2N/ppp3pp/2n2n2/8/1b2P3/2N5/PPP2PPP/R1B1KB1R w KQ - 1 10,515,0.25750,END,18,10,29,22,35,1,0,14.00,14
rnbqkb1r/pp1pnppp/4p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,-65,-0.03250,OPEN,9,5,38,38,42,0,0,14.70,11
rnbqk1nr/1p1p1pbp/p3p1p1/6N1/2B1P3/2N5/PP3PPP/R1BQK2R w KQkq - 0 8,-20,-0.01000,OPEN,14,8,37,38,40,0,0,13.95,9
5rk1/5ppp/p2Qp3/1b1p2P1/PP6/2P1R2P/1n1N1P2/R5K1 b - - 0 27,-689,-0.34450,MID,53,27,28,17,31,0,0,13.48,15
r5k1/p3R3/1pp3q1/3p3p/4n2r/2P2bP1/P1P4P/4R1K1 w - - 0 26,-789,-0.39450,MID,50,26,15,30,27,0,0,12.96,15
rn1qkb1r/pbppnp1p/1p2p1p1/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,119,0.05950,OPEN,10,6,39,39,46,0,0,15.26,8
1r1q2k1/4p2p/2p1P1p1/2r5/5B2/6P1/PP3PKP/R2R4 b - - 1 26,382,0.19100,MID,51,26,19,23,26,0,0,15.01,13
r1bqkb1r/pppppppp/2n2n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,246,0.12300,OPEN,4,3,39,39,46,0,0,14.10,10
r1bq1rk1/pp1nppbp/3p1np1/2p5/2PPP3/1PN2P2/PB4PP/R2QKBNR w KQ - 0 8,70,0.03500,OPEN,14,8,39,39,46,0,0,13.77,10
6k1/1p6/pP1p2p1/P2Pp2n/4P3/5KP1/7P/4R3 w - - 1 43,564,0.28200,END,84,43,11,8,24,1,0,14.96,13
2r1kb1r/p2p1ppp/n3p3/1N2P3/2B5/8/PP3PPP/R1B1K2R w KQk - 1 15,509,0.25450,END,28,15,25,22,33,1,0,13.98,10
r1b2rk1/pp1p1ppp/2n5/8/5N2/3R4/PPP4P/2K2R2 b - - 0 22,460,0.23000,END,43,22,17,22,27,1,0,14.07,13
3r2k1/5p2/2RNb1pp/2P1b3/5p2/1r5P/4BPP1/3R2K1 b - - 0 27,32,0.01600,END,53,27,20,20,24,1,0,13.86,10
r6r/pp2kppp/1b3n2/7b/8/2N2N1P/PPP2PP1/R1B2RK1 w - - 0 15,237,0.11850,END,28,15,25,24,32,1,0,13.06,11
r2qkbnr/pp2pppp/2n5/2ppP2b/3P4/2P2N1P/PP2BPP1/RNBQK2R b KQkq - 2 7,-22,-0.01100,OPEN,13,7,39,39,46,0,0,12.56,10
6k1/pp3ppp/6n1/3p2q1/8/P4QP1/1PB5/4K2R b - - 0 24,-386,-0.19300,MID,47,24,20,18,23,0,0,13.96,13
4r1k1/p2nq1pp/4p3/2p1B3/2Pp4/1P4P1/P4P1P/Q3R1K1 w - - 4 28,-16,-0.00800,MID,54,28,23,23,30,0,0,13.96,10
r5k1/1p3r1p/1Q4p1/3P1p2/1PP2P2/P6P/6P1/4R1K1 w - - 1 42,744,0.37200,MID,82,42,21,14,26,0,0,13.96,15
r1b2rk1/ppp1ppbp/3n2p1/8/3P1B2/1PN5/1PP2PPP/2KR3R b - - 2 15,581,0.29050,END,29,15,23,26,37,1,0,13.70,14
r3k2r/pp2bpp1/1qn1pn1p/3p1b2/2pP1B2/2P1PN2/PP1N1PPP/R1Q1KB1R b kq - 3 11,79,0.03950,OPEN,21,11,39,39,46,0,0,14.28,8
r1br2k1/ppp2ppp/5n2/8/2Pn1P2/4N1P1/PB2P2P/R3KB1R w KQ - 2 14,75,0.03750,END,26,14,25,25,34,1,0,13.96,11
7k/p1p3p1/4Np1p/4pP2/2Q5/8/P1PN1KPP/1q6 b - - 1 26,-588,-0.29400,MID,51,26,20,15,26,0,0,14.98,14
rnbqkbnr/pp3ppp/8/3pp3/8/4PN2/PPP2PPP/RNBQKB1R b KQkq - 1 5,48,0.02400,OPEN,9,5,38,38,42,0,0,14.98,8
3rk2r/ppp2ppp/5n2/8/8/P1P2n1P/5P2/R1BK1B1R w k - 1 15,-204,-0.10200,END,28,15,20,22,28,1,0,12.98,11
r1b1k2r/pp1pqppp/5n2/2p5/1b1QP3/2N2P2/PPP3PP/R1B1KB1R w KQkq - 0 9,-10,-0.00500,OPEN,16,9,35,35,40,0,0,14.96,9
2r4r/5k2/p3pp2/1p1p4/2nP4/b3PBP1/4N2P/2R2RK1 w - - 2 25,-304,-0.15200,END,48,25,20,21,26,1,0,13.96,12
r1b1kb1r/1p2pppp/p4n2/8/8/3P4/PP1P1PPP/RNB1K1NR b KQkq - 0 9,234,0.11700,END,17,9,26,25,36,1,0,12.99,11
rn1q1rk1/pb1p1ppp/1p3n2/2bPN3/8/2N1P3/PP3PPP/R1BQKB1R w KQ - 1 9,124,0.06200,OPEN,16,9,38,37,40,0,0,13.96,10
2r3k1/1p3pp1/4p2p/4P3/p2N1n2/P6P/1P3PP1/4R1K1 w - - 0 25,-83,-0.04150,END,48,25,14,14,28,1,0,14.96,10
rnbqkbnr/pp3ppp/3p4/2p5/2BpP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5,-86,-0.04300,OPEN,9,5,38,39,44,0,0,61.44,9
1r4k1/Q4ppp/2Bbpn2/5b2/5P2/2N1P3/PP1P1KPr/R7 b - - 0 16,-272,-0.13600,MID,31,16,26,23,29,0,0,15.21,11
rnbqkbnr/p3pp1p/1p1p2p1/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,-105,-0.05250,OPEN,9,5,39,39,46,0,0,12.96,9
rn1qkbnr/1p3ppp/p3p3/1bppP3/3P4/2P2N2/PPB2PPP/RNBQK2R b KQkq - 3 7,-51,-0.02550,OPEN,13,7,39,39,46,0,0,13.96,10
r1bqk1nr/pp2ppbp/2np2p1/2pN4/4P3/3P1N2/P1PB1PPP/1R1QKB1R w Kkq - 2 8,-182,-0.09100,OPEN,14,8,38,39,44,0,0,15.14,11
rnbq1rk1/ppp2pbp/4pnp1/2Pp2B1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 7,20,0.01000,OPEN,13,7,39,39,46,0,0,13.82,10
r1bqkbnr/1p3ppp/p1n5/3Np3/2Pp4/N3P3/PP3PPP/R1BQKB1R b KQkq - 0 9,150,0.07500,OPEN,17,9,38,38,42,0,0,12.96,11
rnbq1rk1/ppp1pp2/3p1bpp/8/2PP4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 8,11,0.00550,OPEN,14,8,36,36,44,0,0,20.26,7
r1bqkb1r/pp3ppp/1nn1p3/4P3/3P4/3BBN2/PP4PP/RN1QK2R b KQkq - 0 10,-35,-0.01750,OPEN,19,10,37,37,38,0,0,12.97,12
r1bqkb1r/ppppnppp/5n2/3Pp3/4P2P/5P2/PPP3P1/RNBQKBNR b KQkq - 0 5,-53,-0.02650,OPEN,9,5,39,39,46,0,0,13.96,11
r3r1k1/pp5p/6p1/8/4p2Q/7P/PP1q2P1/4R2K b - - 0 26,550,0.27500,MID,51,26,18,24,23,0,0,13.06,15
r1q3k1/bpp3p1/p1n5/4p3/1P2P3/P1PR4/1N2K3/2R5 b - - 1 33,762,0.38100,MID,65,33,17,25,25,0,0,14.00,15
r1bqkbnr/pppnpppp/3p4/8/4PP2/3P4/PPP3PP/RNBQKBNR b KQkq - 0 3,-42,-0.02100,OPEN,5,3,39,39,46,0,0,13.96,9
rn1qkbnr/ppp1p1pp/4p3/8/3pP3/5Q2/PPPP1PPP/RNB1K1NR w KQkq - 0 5,236,0.11800,OPEN,8,5,36,36,44,0,0,15.09,11
rnbqk1nr/pppp1pbp/8/4P1p1/2BP1p2/2N2N2/PPP3PP/R1BQK2R b KQkq - 0 7,-150,-0.07500,OPEN,13,7,38,39,44,0,0,15.30,6
3k4/p2pR3/1p3B1p/6p1/2Pn4/1P1B4/P2N1PPP/R5K1 w - - 1 21,1166,0.58300,END,40,21,25,8,28,1,0,12.96,15
r1b2B1k/pp1p2pp/5p2/3Q1P2/8/6P1/PqP2P1P/R5K1 w - - 0 22,851,0.42550,MID,42,22,23,23,30,0,0,11.97,11
