fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
3r2k1/p3ppb1/6p1/3Q3p/7P/1P2BPP1/P1R2PK1/8 b - - 0 31,-424,-0.21200,MID,61,31,23,13,27,0,0,14.06,13
r1bqkb1r/pp3ppp/2n2n2/3pP3/5B2/3BP3/PP3PPP/RN1QK1NR b KQkq - 0 7,-144,-0.07200,OPEN,13,7,38,37,40,0,0,16.95,8
r1bqkb1r/p1pnpppp/1p3n2/8/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 6,1,0.00050,OPEN,11,6,38,38,42,0,0,14.96,11
2k1q3/p1p3p1/1pn3np/5p2/P7/2QP1N2/1PPB2PP/6K1 w - - 0 23,307,0.15350,MID,44,23,21,21,30,0,0,14.96,11
rnb1k2r/pp3p1p/3p2p1/7n/3BP3/2P5/P1P2PPP/R3KBNR b KQkq - 1 11,-189,-0.09450,END,21,11,26,25,36,1,0,12.97,9
1k1r3r/pp2b1pp/3pBpnn/3Pp3/4P3/1PN3B1/P2K1PPP/2R4R b - - 2 18,-150,-0.07500,END,35,18,26,26,38,1,0,14.38,9
rnbqkb1r/pp3ppp/2p1pn2/6B1/3P4/2N2N2/PPPQ1PPP/R3KB1R b KQkq - 3 7,-75,-0.03750,OPEN,13,7,38,38,42,0,0,14.96,10
r7/1N1k1ppp/4pn2/P2p1b2/1b1P4/2Nn2P1/1P3PBP/R1B3K1 w - - 1 19,59,0.02950,END,36,19,23,22,32,1,0,15.96,10
2kr1b2/ppp2p2/2np2n1/4p1P1/4P3/2PPBP1N/PP6/RN2K3 b Q - 2 17,-4,-0.00200,END,33,17,21,20,34,1,0,14.58,11
3rr2k/p6P/6P1/1p2nP2/8/P1Q5/1PP3B1/2K1R3 b - - 0 36,-812,-0.40600,MID,71,36,23,15,22,0,0,13.19,13
2k5/pp5q/2np2p1/4pp2/8/N1PPQPP1/PP3KR1/8 w - - 4 25,415,0.20750,MID,48,25,23,18,29,0,0,14.86,14
r5k1/p1p4p/6p1/4N3/8/8/P2p2PP/2rR1R1K b - - 3 25,-63,-0.03150,END,49,25,16,15,21,1,0,11.97,10
r1b5/p3nP2/1n3Qpk/4p3/1pppP3/3P2N1/PPP2KB1/R7 w - - 0 30,2000,1.00000,MID,58,30,26,20,32,0,1,45.01,180
r1bqkb1r/p1pn1ppp/1p2pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 6,114,0.05700,OPEN,10,6,39,39,46,0,0,15.96,10
r1b2rk1/p1p3pp/2p2p2/4P3/4p3/4PN1P/PPP2PP1/R2qK2R w KQ - 0 14,-424,-0.21200,MID,26,14,21,29,37,0,0,13.43,12
2kr3r/1p3ppp/p7/5P2/P7/Bn2P3/4K1PP/R6R w - - 5 31,38,0.01900,END,60,31,18,18,26,1,0,16.63,9
r3kb1r/2B2ppp/ppQ1p3/2Pp4/3P4/2P2N2/P4PPP/R3K2R b KQkq - 0 14,-1110,-0.55500,MID,27,14,32,20,36,0,0,14.48,15
1r1r2k1/5ppp/B2pb3/2p1p3/4P3/P2P1R1P/1PP2PP1/2R3K1 b - - 0 21,-7,-0.00350,END,41,21,21,19,34,1,0,13.96,9
r1bqk2r/pppn1ppp/4p3/3p4/2PPn3/BQP1PN2/P4PPP/R3KB1R b KQkq - 4 8,-111,-0.05550,OPEN,15,8,36,36,44,0,0,14.11,9
6k1/pp3pp1/2p1b1qp/8/1PP5/4NQP1/P2r3P/4R1K1 w - - 1 30,-410,-0.20500,MID,58,30,22,23,28,0,0,13.96,11
rn1q1rk1/pbppppbp/1p3np1/8/3P4/1P2PNP1/PBP2P1P/RN1QKB1R w KQ - 1 7,0,0.00000,OPEN,12,7,39,39,46,0,0,13.96,9
r1bqkbnr/pp3ppp/2n1p3/1B6/3N4/2N1P3/PP3PPP/R1BQK2R b KQkq - 0 8,-46,-0.02300,OPEN,15,8,37,37,38,0,0,13.94,10
2r1kb1r/1p2n1p1/p2p2p1/4p3/4PP2/1B2B3/2P3PP/R3K2R b KQk - 2 20,1,0.00050,END,39,20,21,22,30,1,0,12.97,10
2r5/pp3k2/6pB/3R1b2/8/8/P4P2/R5K1 b - - 0 33,-344,-0.17200,END,65,33,15,11,15,1,0,13.04,13
1q5N/1p2k1Qp/3bpn2/p2p4/3P1B2/4P3/PP2KPPP/R7 b - - 0 18,-966,-0.48300,MID,35,18,27,20,31,0,0,13.80,16
r1bqk2r/pp2ppbp/2n2np1/1B1p2B1/3P4/2N2Q2/PPP2PPP/R3K1NR w KQkq - 2 8,4,0.00200,OPEN,14,8,38,38,42,0,0,12.96,11
2r3k1/p2n2p1/4p1PB/1p2p2P/2pp2r1/6P1/8/3NR1K1 w - - 1 33,-490,-0.24500,END,64,33,14,20,26,1,0,14.48,12
r2qkb1r/pp1n1pp1/4pn1p/1Bpp1b2/5P2/1PN1PN2/PBPP2PP/R2QK2R w KQkq - 2 8,1,0.00050,OPEN,14,8,39,39,46,0,0,13.02,8
r7/1b3k2/p1p5/3p4/4p3/3B2P1/PPP2P2/R5K1 w - - 0 32,75,0.03750,END,62,32,13,12,22,1,0,13.74,9
rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PPQP1PPP/RNB1KB1R b KQkq - 3 4,-6,-0.00300,OPEN,7,4,39,39,46,0,0,13.54,7
r1b1kbnr/pppp1ppp/2n5/4P3/1q3B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 6 5,-62,-0.03100,OPEN,9,5,39,38,44,0,0,13.21,10
r3kbnN/ppp3pp/8/8/4b3/8/PPP2P1P/RNB1K1R1 w Q - 2 12,380,0.19000,END,22,12,24,19,29,1,0,14.29,13
4r2k/1p4p1/p1p1B1b1/2Pp3p/1P1Pp3/P3P3/1B3RPP/6K1 w - - 1 32,502,0.25100,END,62,32,18,15,33,1,0,13.73,14
r1b2rk1/pp1n1ppp/4p3/1B1pP3/5P2/8/P2BK1PP/R6R w - - 1 17,-92,-0.04600,END,32,17,21,23,32,1,0,12.97,9
2Q5/2P4k/1n1p1p2/1p1q4/3P2p1/5N2/5PP1/2R3K1 w - - 1 32,739,0.36950,MID,62,32,21,16,21,0,0,12.87,15
r4rk1/pp2bppp/2N1p3/8/1n1PNP2/4B3/PP4PP/3R1RK1 b - - 0 18,46,0.02300,END,35,18,25,22,33,1,0,14.45,9
r4rk1/pp3ppp/8/5b2/8/2N2PB1/PPPR2PK/8 b - - 2 22,314,0.15700,END,43,22,16,18,26,1,0,12.95,13
r1bk1b1r/ppp3pp/2n2n2/5p2/4p3/5PP1/PPP1P1BP/RNB1K1NR w KQ - 1 9,-53,-0.02650,END,16,9,29,29,40,1,0,12.96,10
r1b2rk1/1p4p1/p1n1p2p/2P5/2p1N3/P7/1PPR2PP/1K5R w - - 2 19,-386,-0.19300,END,36,19,19,22,31,1,0,13.99,12
rn1qkbnr/pp4pp/2p2p2/3p1p2/3P4/2N1PN2/PPP2PPP/R1BQK2R w KQkq - 0 7,53,0.02650,OPEN,12,7,36,36,44,0,0,13.96,10
r3kbnr/pp3ppp/3p4/2p1n3/4P3/2N1B3/PPP1BPPP/R3K2R b KQkq - 3 12,-198,-0.09900,END,23,12,26,26,38,1,0,13.96,10
3r1rk1/pp3pp1/2p5/4P1pN/3P4/3B3b/PP5P/6K1 w - - 0 29,-757,-0.37850,END,56,29,11,19,27,1,0,12.98,13
rnbqkbnr/pp3ppp/2p1p3/3P4/2B5/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 0 4,106,0.05300,OPEN,7,4,39,38,44,0,0,13.97,12
2k2r2/Qp2q3/8/1P1p4/2b1p1P1/7P/P1P3B1/1R4K1 b - - 2 31,-80,-0.04000,MID,61,31,22,20,22,0,0,12.90,10
r1bqkb1r/pp2np1p/3p2p1/2p5/4PB2/7P/PPPQ1PP1/RN2KB1R w KQkq - 0 9,234,0.11700,OPEN,16,9,35,35,40,0,0,15.59,10
r1bqkbnr/ppp2ppp/2np4/8/4PB2/3P1N2/PPP3PP/RN1QKB1R b KQkq - 1 5,-11,-0.00550,OPEN,9,5,38,38,42,0,0,15.01,9
r2qkbnr/pb1ppppp/1p6/n1p5/6PP/7R/PPPPPP2/RNBQKBN1 w Qkq - 0 6,-67,-0.03350,OPEN,10,6,39,39,46,0,0,14.96,10
r2qkb1r/pppnpppp/5n2/3p1b2/3P1P2/4PN2/PPP3PP/RNBQKB1R w KQkq - 3 5,-1,-0.00050,OPEN,8,5,39,39,46,0,0,15.14,7
r1bqkb1r/ppp2ppp/2np1n2/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 6,-38,-0.01900,OPEN,11,6,38,38,42,0,0,15.03,10
r4rk1/1pp3pp/7n/4p3/2P4n/pP1P4/P2qBR1P/6RK w - - 0 29,-901,-0.45050,MID,56,29,18,31,30,0,0,54.10,14
1n4k1/ppN2ppp/8/2p5/8/1P3NP1/P1P2PKP/3q4 b - - 1 21,535,0.26750,MID,41,21,12,18,28,0,0,15.09,15
r4k2/pp3pp1/2p3np/2B2p2/5b2/2P2B1P/6P1/4R1K1 b - - 2 30,411,0.20550,END,59,30,14,18,26,1,0,15.47,12
6k1/5pp1/p6p/Pp1P4/2pBrP2/2P3q1/1P6/R2Q1K2 w - - 0 30,-410,-0.20500,MID,58,30,22,20,27,0,0,13.83,10
2b4r/4kppp/8/p2p4/1p1P4/2P2N2/PP3PPP/R4RK1 w - - 0 19,654,0.32700,END,36,19,20,14,31,1,0,14.16,14
8/2r3k1/2p1prp1/1p1pN2p/1P1P4/2P1P3/7P/R4RK1 w - - 2 33,485,0.24250,END,64,33,18,16,27,1,0,15.96,12
r1bqr1k1/ppp2ppp/2nb1n2/3p4/3P4/3B1N1P/PPP2PP1/RNBQR1K1 w - - 7 9,57,0.02850,OPEN,16,9,38,38,42,0,0,13.32,11
5rk1/p1Q2pp1/2p4p/3p4/3q4/5P1P/P5P1/R3R1K1 w - - 2 23,527,0.26350,MID,44,23,23,20,25,0,0,12.97,12
r1b1kbnr/p1p2ppp/2p1p3/8/8/8/PP2PPPP/R1B1KBNR w kq - 0 9,-84,-0.04200,END,16,9,25,26,36,1,0,13.96,9
3r1bk1/2q2p1p/p3p1p1/1p6/2p5/P1P4P/1P2QPP1/4RB1K b - - 4 27,266,0.13300,MID,53,27,23,24,32,0,0,12.96,11
8/5k1Q/3bpp2/8/Pp6/8/2q2PPP/1R2R1K1 b - - 0 23,360,0.18000,MID,45,23,23,15,19,0,0,14.13,12
rnbqkbnr/ppp2ppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 3,-175,-0.08750,OPEN,5,3,39,38,44,0,0,14.94,10
3B4/p4k2/b3R3/1n1p4/1P4p1/2P5/P4PP1/4R1K1 b - - 0 34,-764,-0.38200,END,67,34,18,9,21,1,0,12.96,14
r1b1kb1r/1pqp1ppp/p1N1pn2/8/2B1P3/P1N5/1PP2PPP/R1BQK2R b KQkq - 0 8,16,0.00800,OPEN,15,8,38,35,41,0,0,12.39,10
3rk2r/pp3p2/2ppn1pp/P3p3/1P2PB2/2PP4/5KPP/RN4NR b k - 0 18,-392,-0.19600,END,35,18,26,21,38,1,0,14.80,13
r2k1b1r/pR2n1pp/3Bpp2/3p4/3P4/5N1P/P4PP1/1R4K1 b - - 5 19,-121,-0.06050,END,37,19,21,22,30,1,0,12.97,11
2r3k1/p4pp1/4p2p/P1B1Pb2/2pP4/4P3/3R2PP/6K1 b - - 2 30,309,0.15450,END,59,30,14,14,28,1,0,13.99,13
rn1q1rk1/ppp1ppbp/3p1np1/6B1/3PP1b1/2NB1N2/PPP2PPP/R2Q1RK1 b - - 6 7,8,0.00400,OPEN,13,7,39,39,46,0,0,12.95,8
r2qkb1r/pp1n1ppp/2p1pn2/3pNb2/3P1BP1/2N1P3/PPP2P1P/R2QKB1R b KQkq - 0 7,-24,-0.01200,OPEN,13,7,39,39,46,0,0,13.96,11
3rk1nr/ppp1b1pp/4bp2/1N2n3/2P5/P3BN2/1P3PPP/R3KB1R w KQk - 0 11,301,0.15050,END,20,11,28,28,36,1,0,12.98,12
r5r1/pppk1p1p/5b1B/8/3pP3/3P2P1/PP3P1P/RN2K1NR w KQ - 0 15,767,0.38350,END,28,15,26,19,34,1,0,14.10,15
r2qk1nr/ppp2ppp/b1n5/2p1p3/2P1P3/3P1N2/PB3PPP/RN1QK2R b KQkq - 1 9,231,0.11550,OPEN,17,9,35,36,42,0,0,17.05,11
2k1q2r/1bp5/1p2pp2/p1p5/2P1N1P1/1P3Q1P/P5B1/5RK1 w - - 0 26,668,0.33400,MID,50,26,25,23,29,0,0,14.57,15
1k1r3r/1Pp5/p5p1/5pb1/2N5/P2pP3/5P2/3R2K1 w - - 0 31,-507,-0.25350,END,60,31,12,18,23,1,0,12.97,13
r2qk2r/pp1nbppp/4pn2/3p4/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq - 2 9,-23,-0.01150,OPEN,16,9,35,35,40,0,0,13.96,9
1nb1kbnr/r1p2pp1/pp1p3p/3Bp3/P3P3/5P2/1PPP1P1P/RNB1K1NR w KQk - 2 9,-16,-0.00800,END,16,9,30,30,44,1,0,12.95,9
rn5r/pp3kN1/2pp1np1/3Pp3/N5P1/7P/PPP1K3/R6R b - - 0 18,496,0.24800,END,35,18,22,22,32,1,0,16.96,13
1r2kb1r/pp3p1b/3p1p1p/3Bp2P/3pP1P1/3P4/PPPB1P2/R3K2R b KQk - 1 17,-339,-0.16950,END,33,17,24,24,40,1,0,13.49,10
r5kr/pb1p1p1p/6pQ/2p5/8/3P1P1K/P5PP/8 b - - 0 26,438,0.21900,MID,51,26,14,19,26,0,0,13.79,14
4rrk1/5p2/4p1pP/2q1P3/5K2/8/6P1/1B5R b - - 1 33,756,0.37800,MID,65,33,11,22,17,0,0,14.04,14
rnbqkbnr/p1pp1ppp/1p6/4p3/4PP2/3P4/PPP3PP/RNBQKBNR b KQkq - 0 3,-57,-0.02850,OPEN,5,3,39,39,46,0,0,14.05,8
r5k1/1pp2p1p/3p1Np1/p3p3/2B1P3/P2P3P/1PP2PP1/3Rb1K1 b - - 0 18,-592,-0.29600,END,35,18,19,16,37,1,0,14.96,14
r3q2k/p5pp/5p2/1p1Qn3/1P1P1P2/5N2/P1P3PP/5RK1 w - - 1 20,581,0.29050,MID,38,20,24,22,30,0,0,14.48,13
2kr1bnr/pppbpppp/2n5/1N1q4/3P4/5N2/PPP1BPPP/R1BQK2R w KQ - 1 8,227,0.11350,OPEN,14,8,38,38,42,0,0,13.63,10
rn1qk2r/pbppnpbp/1p2p1p1/8/3PP3/2NB1N2/PPPB1PPP/R2Q1RK1 b kq - 3 7,-27,-0.01350,OPEN,13,7,39,39,46,0,0,14.17,10
r1bq1rk1/1pp1ppbp/p1np1np1/8/2PP4/2N2NPP/PP2PPB1/R1BQ1RK1 b - - 0 8,-35,-0.01750,OPEN,15,8,39,39,46,0,0,13.73,9
2b1k2r/5ppp/2p1p1n1/1pBpP3/rP6/5N2/P1P2PPP/R4RK1 b k - 2 16,-33,-0.01650,END,31,16,23,23,36,1,0,14.96,11
r2q1rk1/ppp2pbp/2n1bnp1/3pp1B1/4P3/2PP1Q2/PPB2PPP/RN2K1NR w KQ - 0 10,-47,-0.02350,OPEN,18,10,39,39,46,0,0,14.96,9
r7/p3bpkp/1pq3p1/2pRP3/2P2P2/P3B3/1P1Q2PP/6K1 w - - 1 23,264,0.13200,MID,44,23,24,23,32,0,0,13.96,11
rnbqk1nr/1p2bppp/p2pp3/2p5/4P3/2N3P1/PPPPNPBP/R1BQK2R w KQkq - 2 6,51,0.02550,OPEN,10,6,39,39,46,0,0,13.96,11
1k1r3r/1pp1b2p/p2pPn2/3N1Q2/8/4P3/PPP4P/2KR2R1 b - - 4 21,-551,-0.27550,MID,41,21,28,21,30,0,0,13.84,14
2rr2k1/p4ppb/4p2p/3pN3/P2N1n2/R1P4P/1P3PPK/3R4 b - - 2 27,95,0.04750,END,53,27,22,22,32,1,0,13.96,10
5r1k/5pp1/p2qpb1p/1p6/3P1R2/1BP5/P5PP/4R1K1 b - - 0 25,755,0.37750,MID,49,25,18,23,28,0,0,11.97,15
5r1k/pp1r2pp/8/2p5/P1P4P/1P3P2/1B1P1RP1/1R4K1 b - - 0 24,-547,-0.27350,END,47,24,20,15,29,1,0,12.97,15
r1bq1rk1/ppp2pbp/3p1np1/8/2BBP3/2N4P/PPPQ1PP1/R3K2R b KQ - 0 10,50,0.02500,OPEN,19,10,35,35,40,0,0,12.97,10
r1b1kb1r/ppp2ppp/2n2n2/4p3/4P3/P1N2N2/1PP2PPP/R1BqKB1R w KQkq - 0 7,-34,-0.01700,OPEN,12,7,29,38,41,0,0,14.96,11
3rr1k1/2p2p2/p3b2p/8/5n2/5N2/PPP2P2/2K4R w - - 0 21,-705,-0.35250,END,40,21,12,20,22,1,0,13.96,15
r1b1k2r/1p3pbp/p1n3p1/3B4/8/6P1/PP2PP1P/RNB2RK1 b kq - 0 13,-81,-0.04050,END,25,13,25,24,32,1,0,14.96,10
6r1/ppp1k3/8/1P1R3p/P2PB2P/2p3r1/6PR/5K2 b - - 2 33,-294,-0.14700,END,65,33,18,15,25,1,0,14.01,9
5rk1/5ppp/4p3/1R2P3/8/5N1P/2r2PP1/6K1 b - - 2 30,343,0.17150,END,59,30,12,14,20,1,0,14.49,12
r3kb1r/ppq1pppp/2n2n2/2pp3b/3P4/P1P1PN1P/1P1N1PP1/R1BQKB1R w KQkq - 1 8,118,0.05900,OPEN,14,8,39,39,46,0,0,13.92,10
rnbqkb1r/pp3ppp/2p2n2/3p2B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq - 2 6,19,0.00950,OPEN,11,6,38,38,42,0,0,12.97,10
rnbqkbnr/2pp1pp1/pp2p2p/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,153,0.07650,OPEN,8,5,39,39,46,0,0,14.96,11
3r3k/1Q4pp/p7/1pq5/8/8/PP4PP/4R2K b - - 0 33,11,0.00550,MID,65,33,18,18,20,0,0,13.77,10
5qk1/7p/4Q1p1/1p6/p7/3B3P/Pr3PP1/6K1 b - - 1 34,217,0.10850,MID,67,34,16,18,20,0,0,13.71,11
4r2k/6bp/3B1pp1/3p4/3P4/3nRN1P/P1q2PP1/6K1 w - - 0 28,-136,-0.06800,MID,54,28,16,24,25,0,0,12.97,10
n1q3n1/pp1b1pk1/4p1pp/3pP3/3P3P/PP2QNP1/5PB1/5NK1 w - - 0 27,39,0.01950,MID,52,27,25,25,36,0,0,14.96,8
rnbq1rk1/1p2bppp/p1p1pn2/6B1/P1pPP3/2N2N2/1P3PPP/R2QKB1R w KQ - 1 9,91,0.04550,OPEN,16,9,38,39,44,0,0,12.97,10
r1bk3r/pp2bppp/2n1pn2/2p5/8/5NP1/PPP1PPBP/RNB1K2R w KQ - 3 8,44,0.02200,END,14,8,29,29,40,1,0,14.96,9
r1b1k1r1/5p2/p2p1Bnp/1p1PP3/8/P4N2/BPP3K1/R4R2 b q - 0 24,-360,-0.18000,END,47,24,24,21,29,1,0,54.66,12
r5r1/pp5p/8/1kp1p3/N2bP3/1P1P4/P1PQ3P/R2K3R b - - 0 22,-499,-0.24950,MID,43,22,28,18,29,0,0,13.94,14
rn1k1b1r/pp3ppp/4bn2/4N3/2B1P3/2N5/PP3PPP/R1B1K2R b KQ - 2 10,-246,-0.12300,END,19,10,28,27,34,1,0,14.96,12
r1bqkb1r/pp3ppp/2n2n2/4p3/3p4/3P1NP1/PP2PPBP/RNBQK2R b KQkq - 3 8,115,0.05750,OPEN,15,8,38,38,42,0,0,13.84,10
3r2k1/pp2qpp1/2p1p2p/4R3/3PQ3/2P5/PP3PPP/6K1 b - - 0 21,6,0.00300,MID,41,21,21,21,32,0,0,12.97,8
r4rk1/p1pp4/1p2p1p1/6B1/4bP2/2P5/P1P5/2KR2R1 w - - 4 21,17,0.00850,END,40,21,17,19,26,1,0,12.68,12
r1bqk1nr/ppp2ppp/2nBp3/1N1p4/3P4/8/PPP1PPPP/R2QKBNR b KQkq - 0 5,31,0.01550,OPEN,9,5,39,36,45,0,0,13.10,9
r1bqk2r/pp4pp/2nbpn2/3p4/3P4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 9,28,0.01400,OPEN,16,9,37,37,38,0,0,14.96,11
rnbqk2r/ppp1npbp/3pp1p1/8/4PP2/2NP4/PPP1B1PP/R1BQK1NR w KQkq - 1 6,47,0.02350,OPEN,10,6,39,39,46,0,0,13.46,10
3r4/2p2k2/p6b/7R/1P6/2N5/1PP2P1P/6K1 b - - 0 26,-346,-0.17300,END,51,26,13,10,18,1,0,15.98,10
2r3k1/p5pp/5p2/3p4/q4N2/4P3/3n1PPP/4R1K1 b - - 3 30,710,0.35500,MID,59,30,12,22,23,0,0,14.46,15
rn1qkbnr/pbp1pppp/1p1p4/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,111,0.05550,OPEN,6,4,39,39,46,0,0,13.96,9
r3r1k1/pb3ppp/5n2/4N3/P7/1BP5/6PP/R2R2K1 w - - 1 25,432,0.21600,END,48,25,20,20,24,1,0,14.95,15
2r5/6k1/1p4p1/p7/8/P6P/6P1/6K1 w - - 0 57,-668,-0.33400,END,112,57,3,8,13,1,0,13.16,15
r2qkbnr/ppp2ppp/2n5/3p4/6b1/4PNP1/PPPN1P1P/R1BQKB1R b KQkq - 0 7,53,0.02650,OPEN,13,7,38,38,42,0,0,12.97,7
r1bqk1nr/pp1np1bp/3p1pp1/2pP4/2P1PP2/2N5/PP4PP/R1BQKBNR w KQkq - 0 7,141,0.07050,OPEN,12,7,39,39,46,0,0,14.96,10
r1bqkbnr/pp3ppp/2n1p3/2pp4/4P3/3P2P1/PPPN1P1P/R1BQKBNR w KQkq - 1 5,12,0.00600,OPEN,8,5,39,39,46,0,0,14.00,10
rnbqk2r/pp2bpp1/2p1pn1p/6B1/2BP4/2N2N2/PPP2PPP/R2Q1RK1 w kq - 0 9,70,0.03500,OPEN,16,9,38,38,42,0,0,14.46,10
r1bqk2r/pp1p1ppp/2p2n2/4p3/1bB1P3/P1N2Q2/1PPP1PPP/R1B2RK1 b kq - 0 8,-59,-0.02950,OPEN,15,8,36,36,44,0,0,14.69,7
r1bq1rk1/ppp1npbp/3p1np1/3Pp3/2P1P3/2NB4/PP2NPPP/R1BQ1RK1 w - - 1 9,85,0.04250,OPEN,16,9,39,39,46,0,0,16.24,6
r3k1r1/1p3pB1/p1nbp3/7p/3PR3/2P3P1/P4PBP/R5K1 b q - 0 20,275,0.13750,END,39,20,22,21,30,1,0,15.49,12
