fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
2k1r2r/pb1n3R/1p2p1p1/1BppPpN1/5P2/2P1P1P1/PP4P1/2KR4 b - - 0 19,-212,-0.10600,END,37,19,24,23,38,1,0,14.96,10
8/p1p2k2/1p4pp/8/3P4/2P3KP/PP4P1/R7 b - - 0 37,-671,-0.33550,END,73,37,11,5,23,1,0,14.10,15
r1b1k2r/5ppp/2p1p1n1/1p1pP3/1P6/4BN2/P1P2PPP/R4RK1 b kq - 0 15,-30,-0.01500,END,29,15,23,23,36,1,0,12.97,8
r1b2rk1/2b2ppp/2p1pn2/2Np4/1PP5/6P1/4PPBP/2R2RK1 w - - 1 22,-443,-0.22150,END,42,22,22,25,33,1,0,13.54,14
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 1 4,24,0.01200,OPEN,6,4,39,39,46,0,0,15.28,10
5r1k/p1q4p/1p1rQp1p/2p5/8/1P3N2/P4PPP/R5K1 w - - 3 26,-349,-0.17450,MID,50,26,22,25,28,0,0,12.81,11
r2k1bnr/pp4pp/2n1bp2/2p1p3/4P2B/2N2N1P/PPP2PP1/R3KB1R b KQ - 0 9,11,0.00550,END,17,9,29,29,40,1,0,13.96,9
r2k1bnr/pp1Bpppp/8/2PpN3/8/2P5/PP3PPP/RNBbK2R w KQ - 1 10,729,0.36450,END,18,10,29,26,39,1,0,14.56,12
r1b1kbnN/pppp2p1/7p/8/2n5/2P5/PP1PKPPP/RNB4R b q - 0 9,-148,-0.07400,END,17,9,26,23,36,1,0,13.89,10
3q1rk1/Q4ppp/8/4p3/P1P5/4BK1P/1r3PP1/R7 b - - 2 20,344,0.17200,MID,39,20,22,23,24,0,0,13.96,11
rn1qkbnr/ppp2ppp/3p4/4p3/2B1P3/5b2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,153,0.07650,OPEN,8,5,36,39,45,0,0,14.96,10
r1bqkb1r/pppp1ppp/2n5/8/2Bpn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,10,0.00500,OPEN,10,6,37,39,42,0,0,14.48,10
2kr4/pppq2b1/2n3p1/5pBp/2pP4/2P5/P1P2PP1/R4RK1 w - - 0 19,-577,-0.28850,MID,36,19,19,27,33,0,0,13.34,15
5rk1/1p3p1p/5p2/1p1r4/4B1b1/PP2P1P1/5P1P/R4RK1 b - - 0 22,-140,-0.07000,END,43,22,19,18,28,1,0,11.97,10
2kr3r/pp1n1pp1/2p2n2/1P1p4/P2p4/2P2P2/5KB1/R1B2N2 w - - 0 20,-415,-0.20750,END,38,20,18,23,30,1,0,12.81,12
2kr3r/pp2bp1p/3pbN2/n3p3/4P3/5N2/PPP2PPP/1K1R1B1R w - - 1 15,203,0.10150,END,28,15,26,25,36,1,0,14.38,10
rnbqk1nr/ppp2ppp/8/4P3/1BP5/8/PP3KPP/RN1Q1BNR b kq - 0 7,494,0.24700,OPEN,13,7,37,34,37,0,0,13.96,14
8/3nppbk/p1p2npp/q7/3P4/1RNBP2P/P4PP1/1Q4K1 b - - 5 21,-352,-0.17600,MID,41,21,26,24,32,0,0,13.60,12
5r1k/pp6/n7/8/3b1r2/8/PPP3KP/5R2 w - - 0 33,-724,-0.36200,END,64,33,9,18,17,1,0,12.97,12
r1bqk2r/pp1nppbp/2pp1np1/8/3P1B2/3BPN2/PPPN1PPP/R2QK2R w KQkq - 2 7,30,0.01500,OPEN,12,7,39,39,46,0,0,13.96,10
5rk1/p4ppp/1p1p1b2/1q1PpN2/4P3/1P3Q2/P4PPP/2R3K1 b - - 0 20,-107,-0.05350,MID,39,20,24,24,34,0,0,13.95,10
2k5/Rpp3p1/5n2/3p4/3P2p1/6P1/1r5P/5K2 w - - 0 30,-578,-0.28900,END,58,30,8,13,19,1,0,13.91,15
1k1r3r/pp3p2/2p5/5Np1/1P1PPPp1/P1Pq4/3N1R1P/R5K1 b - - 1 24,484,0.24200,MID,47,24,23,25,33,0,0,13.65,12
7r/1bk2pp1/p2p2p1/2pP4/1pP3P1/1P3P2/P5B1/4K3 w - - 1 31,-577,-0.28850,END,60,31,9,15,29,1,0,14.94,15
2b2rk1/p5bp/2p3p1/4p3/2P1p3/2N5/PR3PPP/5RK1 w - - 1 22,296,0.14800,END,42,22,18,17,28,1,0,13.96,12
r1b1kbnr/pp1pqppp/2n5/8/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 4 7,226,0.11300,OPEN,12,7,37,38,40,0,0,16.00,10
rn1qkbnr/ppp2ppp/2b5/4p3/3P4/2N2P2/PPP3PP/R1BQKB1R b KQkq - 0 7,481,0.24050,OPEN,13,7,35,38,41,0,0,15.96,12
1r4k1/6p1/pp1p3p/1p1P4/1P6/P2P3P/2P3P1/5R1K b - - 0 30,-20,-0.01000,END,59,30,12,11,28,1,0,15.96,9
8/1R1bk1p1/4p1B1/2Np2p1/2rP4/8/7P/4K3 b - - 2 31,-355,-0.17750,END,61,31,13,12,17,1,0,14.96,11
rnbqk2r/ppb3pp/2p1pn2/2Pp1p2/3P4/2NBPN2/PP3PPP/R1BQK2R w KQkq - 3 8,50,0.02500,OPEN,14,8,39,39,46,0,0,14.82,11
r1b2r2/pp1p2pk/2pPp2p/7Q/1n1P2B1/6P1/PP3P2/RNB3K1 w - - 5 20,598,0.29900,MID,38,20,29,23,35,0,0,15.12,16
N1b2k1r/pp2bp1p/6p1/8/2P5/5B2/Pq3PPP/3RK2R b K - 1 16,585,0.29250,MID,31,16,21,25,28,0,0,13.20,14
3qk2r/p3b1p1/5p1p/8/8/5R2/PPPB2PP/4R1K1 b k - 0 21,507,0.25350,MID,41,21,18,21,24,0,0,14.99,13
rnbqkbnr/ppp2ppp/8/3pp3/P7/BP6/2PPPPPP/RN1QKBNR b KQkq - 1 3,127,0.06350,OPEN,5,3,39,39,46,0,0,15.67,11
r3k1nr/pp1nppbp/1qpp2p1/4P3/3P1Pb1/2N2N1P/PPP1B1P1/R1BQK2R b KQkq - 0 8,-38,-0.01900,OPEN,15,8,39,39,46,0,0,12.97,10
r2r4/1p2bkpp/p1n1p3/3p1n2/5P2/1P1B2P1/PBP2K1P/R7 w - - 1 22,-683,-0.34150,END,42,22,17,25,32,1,0,14.71,16
5rk1/p3pp1p/3p1qp1/2rP4/7P/6Q1/5PP1/5RK1 b - - 0 30,607,0.30350,MID,59,30,18,25,25,0,0,13.97,14
r1b1kbn1/pp1pq1pp/2np4/4p3/4P3/8/PPPP1PPP/RNBQK2R w KQq - 0 8,-26,-0.01300,OPEN,14,8,33,33,41,0,0,14.24,9
rnbq1rk1/pp1p1ppp/4p3/8/3N4/2PB4/P1P2PPP/R2QK2R w KQ - 1 10,-143,-0.07150,OPEN,18,10,31,32,36,0,0,13.96,11
2r3k1/1Q3p1p/p3pp2/5b2/2BP4/4P3/P2q1PPP/5RK1 b - - 0 19,412,0.20600,MID,37,19,23,22,28,0,0,13.96,10
r1bqk2r/ppp2ppp/2n4n/2bp2N1/2BpP3/2P5/PP3PPP/RNBQK2R w KQkq - 0 7,34,0.01700,OPEN,12,7,38,39,44,0,0,12.97,11
r1bqk2r/ppp2pp1/2np1n1p/4p3/1bP1P2P/2NP2P1/PP1B1P2/R2QKBNR b KQkq - 0 7,95,0.04750,OPEN,13,7,39,39,46,0,0,13.96,10
r1b1kbnr/pp2pppp/3p4/8/3BP3/8/PPP2PPP/RN2KB1R w KQkq - 0 8,119,0.05950,END,14,8,26,26,38,1,0,14.37,10
2r3k1/pp4pp/4q3/4pp2/2p1P3/2P2P1P/PP2Q1PK/3R4 w - - 2 26,180,0.09000,MID,50,26,21,21,32,0,0,15.18,11
r1b1kb1r/pp3ppp/2p2n2/4p3/2B1P3/2NP4/PPP3PP/R1B2RK1 b kq - 0 10,16,0.00800,END,19,10,26,26,38,1,0,13.96,11
rnbqkbnr/ppppppp1/8/7p/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,106,0.05300,OPEN,2,2,39,39,46,0,0,12.96,10
1q4k1/pb3p2/2p3pp/4b3/2P5/6P1/P3QPBP/4R1K1 b - - 3 22,-397,-0.19850,MID,43,22,22,20,26,0,0,13.99,16
8/1q2k3/5R2/P3P3/8/6P1/7K/8 w - - 0 56,-40,-0.02000,END,110,56,8,9,8,1,0,13.96,9
4Q3/b1q2rk1/5p1p/8/p5R1/P2P4/1PP2PPP/5RK1 b - - 5 30,-2000,-1.00000,MID,59,30,26,20,26,0,1,51.97,245
2r2rk1/1b3ppp/p3p3/2b1P3/3Q4/1PN5/P5PP/2R2RK1 b - - 0 21,663,0.33150,MID,41,21,27,21,28,0,0,15.01,14
5b1k/ppqb1Npp/3p2n1/2pP3n/2P5/1PQB3P/PB3PP1/6K1 b - - 0 24,228,0.11400,MID,47,24,25,27,35,0,0,13.28,10
3r2k1/pb3ppp/8/3P4/3R4/6P1/P3rPBP/5RK1 w - - 1 24,116,0.05800,END,46,24,18,17,24,1,0,14.48,10
6k1/pp2q1p1/1np2p1p/3p4/3P1P2/P3r2P/1P1Q2P1/3N1RK1 b - - 2 23,335,0.16750,MID,45,23,23,24,32,0,0,15.96,10
r2qkb1r/ppp2ppp/2n1pn2/8/2BP2b1/2N1PN2/PP3PPP/R1BQ1RK1 w kq - 0 8,97,0.04850,OPEN,14,8,38,38,42,0,0,14.19,8
1k3r2/ppp4p/3p2p1/4p3/1PP1R3/3P1qP1/P4P1P/2Q2RK1 b - - 1 34,-540,-0.27000,MID,67,34,26,21,33,0,0,14.23,13
r5k1/pp1q1p1p/2p3p1/8/1P1p1Pb1/P2B4/2PQ2PP/4R1K1 w - - 1 21,-48,-0.02400,MID,40,21,23,24,32,0,0,14.96,10
r1bqk2r/pppnbppp/4pn2/3p4/8/4P1P1/PPPP1PBP/RNBQK1NR w KQkq - 3 6,-63,-0.03150,OPEN,10,6,39,39,46,0,0,14.96,9
rnbqkbnr/ppp3pp/3p4/8/3NN3/8/PPP2PPP/R1BQKB1R b KQkq - 0 6,-182,-0.09100,OPEN,11,6,37,37,38,0,0,14.06,10
6k1/pp1b2p1/2p4p/7P/3PN3/6q1/PPP1Q1P1/2K2r2 w - - 0 22,-141,-0.07050,MID,42,22,18,22,27,0,0,14.96,10
2kr4/pp2qp2/5n1p/1Qp3p1/8/2P1PNP1/PP4P1/2K4R b - - 0 21,299,0.14950,MID,41,21,23,23,30,0,0,13.83,11
5rk1/p1p2pp1/7p/3N4/2P5/8/P5PP/3RR1K1 w - - 0 27,753,0.37650,END,52,27,17,10,22,1,0,13.72,14
r2qkbnr/ppp2ppp/2np4/1B2p3/3PP1b1/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,146,0.07300,OPEN,8,5,39,39,46,0,0,13.96,10
k2q2r1/pp2bp2/5p1p/8/8/2N3Q1/PP2NPPP/R5K1 w - - 0 21,572,0.28600,MID,40,21,25,22,27,0,0,13.47,14
2kr1bnr/ppp1p1pp/4p3/8/3N4/2NP4/PPP2PPP/R1B1K2R b KQ - 0 10,-213,-0.10650,END,19,10,26,23,37,1,0,15.17,12
r3kq2/pp3pp1/2p1p1p1/5n2/3P4/1BP3PQ/PP3P2/R3K3 b Qq - 4 22,107,0.05350,MID,43,22,23,24,32,0,0,14.57,10
r1br2k1/1pp2pbp/4p1p1/p1P1P3/nn6/N4NB1/PP2BPPP/R4RK1 w - - 1 15,-70,-0.03500,END,28,15,29,29,40,1,0,14.98,10
1k1r1b1r/2p3qp/1p2Bp1n/8/3Pb2p/2P5/PP3PPP/5RK1 w - - 0 22,-949,-0.47450,MID,42,22,15,33,32,0,0,13.97,16
5rk1/5ppp/3Rpn2/p7/4p3/2P1P3/5PPP/6K1 b - - 0 27,535,0.26750,END,53,27,10,14,25,1,0,12.97,12
r4rk1/pp1b1ppp/5n2/8/3NnN2/4P3/PP2BPPP/2R2RK1 w - - 1 16,282,0.14100,END,30,16,25,24,32,1,0,12.98,11
r4r1k/8/3pB3/2pPb1pp/1pPpRp2/1P1P1P1P/6P1/4Q1K1 b - - 0 31,-303,-0.15150,MID,61,31,24,20,34,0,0,14.96,13
rn1qk2r/ppp2pp1/3p1n1p/4p3/1bB1P1b1/2NPBN2/PPP1QPPP/R3K2R w KQkq - 4 8,34,0.01700,OPEN,14,8,39,39,46,0,0,13.96,10
5r2/7k/4p1Pp/p4p2/1p1P4/4P3/PP3P2/1K4RR b - - 0 29,-628,-0.31400,END,57,29,16,10,25,1,0,13.96,15
r1b1k2r/pp2bppp/3p1n2/2p5/2B1PB2/2N5/PPP2PPP/R3K2R b KQkq - 3 10,-100,-0.05000,END,19,10,26,26,38,1,0,12.96,9
1r4k1/p4p2/5Bp1/5n1p/8/2P4P/Pq3PP1/R2Q3K w - - 0 29,119,0.05950,MID,56,29,22,21,24,0,0,12.72,10
r1bqk1nr/pppp2pp/2n2p2/2b1P3/8/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 5,141,0.07050,OPEN,8,5,39,38,44,0,0,13.96,10
5b1r/kpp3pp/2b1p3/N7/8/P7/2P2PPP/1q1r1RK1 w - - 2 28,-2000,-1.00000,MID,54,28,13,30,27,0,1,16.96,17
r4b1r/pp1k1p2/2n1b2p/1N1pPpp1/3P4/1P3N2/1P1B1PPP/R4RK1 w - - 2 16,-106,-0.05300,END,30,16,26,26,38,1,0,13.95,10
5r2/ppkn3Q/2p1p3/3pqp2/8/8/P1P2P1P/4RRK1 b - - 1 25,215,0.10750,MID,49,25,23,23,26,0,0,13.45,9
5rk1/pp3rpp/8/2p1p3/3pP3/P5P1/1PPR1P1P/5RK1 b - - 1 24,130,0.06500,END,47,24,17,17,32,1,0,14.56,11
r4r1k/pp3p2/2pp1p1p/2b5/4PR2/1B1P3P/PPP3P1/R6K b - - 0 19,-121,-0.06050,END,37,19,20,20,34,1,0,13.01,10
r1bqk2r/ppppbpp1/2n2n1p/4p3/2B1P3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 1 6,19,0.00950,OPEN,10,6,39,39,46,0,0,14.35,8
rnbqkb1r/pp1ppp1p/5np1/2p5/2PP1B2/8/PP2PPPP/RN1QKBNR w KQkq - 0 4,26,0.01300,OPEN,6,4,39,39,46,0,0,13.96,9
3r4/pp3pkp/2p3b1/5p2/1P3Q2/6P1/q4PBP/4R1K1 w - - 0 23,-19,-0.00950,MID,44,23,21,23,26,0,0,13.41,9
4r1k1/3rnpp1/pp5p/4PP2/2PPB3/P7/1P1R4/3R2K1 w - - 5 29,422,0.21100,END,56,29,19,18,28,1,0,14.18,13
1k1r3r/p1p2p2/8/nP2Q3/4P1p1/5q2/P4PpP/6RK w - - 0 30,-2000,-1.00000,MID,58,30,19,27,26,0,1,45.66,245
1n4k1/r4pp1/p3pn1p/5b2/5P2/1PPrpBP1/1B5P/R3R1K1 b - - 1 22,512,0.25600,END,43,22,21,25,31,1,0,14.96,13
r4r2/ppp4k/3p2p1/4p3/P5PP/3P2P1/3K4/1R5b b - - 1 28,748,0.37400,END,55,28,10,19,26,1,0,14.89,15
r1bq1rk1/ppp2pp1/2np1n1p/4p3/1bB1P3/2NP1N1P/PPPB1PP1/R2QK2R w KQ - 1 8,16,0.00800,OPEN,14,8,39,39,46,0,0,13.96,9
rnbqkbnr/pp2pppp/3p4/2p5/2B1P3/2P5/PP1P1PPP/RNBQK1NR b KQkq - 0 3,0,0.00000,OPEN,5,3,39,39,46,0,0,13.96,9
r2qk1nr/pbppppbp/1pn3p1/8/4P3/2NP2N1/PPPB1PPP/R2QKB1R b KQkq - 3 6,97,0.04850,OPEN,11,6,39,39,46,0,0,15.56,9
r2q1rk1/1p2bppp/p1npb3/4p3/4P3/2N5/PPP1BPPP/R1BQK2R w KQ - 6 12,13,0.00650,OPEN,22,12,35,35,40,0,0,13.96,10
rnb1r1k1/ppp2ppp/3b4/3n4/3P4/3B1N2/PPPK1PPP/R2Q3R b - - 3 10,2000,1.00000,OPEN,19,10,32,28,37,0,1,28.01,245
rn1qkb1r/pp1nppp1/2p4p/3p4/3P1BPP/2NQPP2/PPP5/R3K1NR b KQkq - 0 9,-36,-0.01800,OPEN,17,9,36,36,44,0,0,13.99,9
2k1r3/pppr1ppp/2n5/8/4p1P1/2PP3P/PP2BP2/2KR3N w - - 0 19,-258,-0.12900,END,36,19,18,20,34,1,0,12.97,10
r1b1k1nr/pppp1ppp/2n5/qN2P3/8/2P5/P2NPPPP/1R1QKB1R b Kkq - 0 10,53,0.02650,OPEN,19,10,35,35,40,0,0,49.89,9
4k2r/pbp2ppp/2pr1n2/6B1/2p1P3/2N5/PPP2PPP/R4RK1 w k - 2 13,481,0.24050,END,24,13,23,23,36,1,0,13.96,13
r1bq1rk1/pp3p1p/5np1/3pn1N1/8/2PB2P1/PP1N1PP1/R2QK2R w KQ - 0 13,-69,-0.03450,OPEN,24,13,34,34,36,0,0,14.98,10
4k2r/1pp2ppp/5n2/1p2p3/1q1nP3/3PN3/bB3RPP/2KB4 w k - 5 25,-711,-0.35550,MID,48,25,18,30,31,0,0,13.00,16
rnb1kb1r/pp3ppp/5B2/2pp4/8/1P4P1/P1PPNP1P/RN2KB1R b KQkq - 0 8,-101,-0.05050,END,15,8,29,26,39,1,0,12.89,10
rn1qk1nr/pb1p1ppp/1p1bp3/2pP4/2B1P3/2N5/PPP1NPPP/R1BQK2R b KQkq - 2 6,-151,-0.07550,OPEN,11,6,39,39,46,0,0,13.96,9
rnb1k2r/ppp1bqpp/3p1n2/6B1/2NPp3/8/PPP1BPPP/RN1Q1RK1 w kq - 6 9,188,0.09400,OPEN,16,9,38,38,42,0,0,12.96,10
5r1k/3b2pp/3Prn2/8/4p3/6PB/1B5P/2RR2K1 b - - 1 38,-113,-0.05650,END,75,38,19,19,20,1,0,15.00,11
r4rk1/pppn4/3p1b2/4p2B/8/3P4/PPP2PKP/R1B1R3 b - - 0 19,-188,-0.09400,END,37,19,22,21,30,1,0,14.03,11
r1bqkbnr/pp3ppp/2np4/2pBp3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 1 5,-4,-0.00200,OPEN,9,5,39,39,46,0,0,14.23,10
rn2kb1r/pp3pp1/2p1p2p/2Pp1b1n/3P1B2/1P2PN1P/1P3PP1/RN2KB1R w KQkq - 1 10,167,0.08350,END,18,10,30,30,44,1,0,13.06,11
1rb2rk1/p2p3p/5p2/4R3/8/3P4/P4PPP/R2Q2K1 w - - 0 25,621,0.31050,MID,48,25,24,17,24,0,0,12.96,15
5rk1/ppp3p1/7p/2qP4/2P1B3/8/P4QPP/5K2 w - - 1 26,-496,-0.24800,MID,50,26,17,19,24,0,0,12.96,13
rnbqkb1r/ppppp1pp/8/3n4/2PP1p1B/8/PP2PPPP/RN1QKBNR b KQkq - 1 5,-167,-0.08350,OPEN,9,5,39,39,46,0,0,16.12,8
rnbqk2r/ppp2ppp/4p3/8/1BBPn3/5N2/PPP2PPP/R2QK2R b KQkq - 2 9,-132,-0.06600,OPEN,17,9,35,35,40,0,0,13.96,10
r3k1r1/1p2Q1b1/p5p1/2PN3p/2Bp4/7P/PPP2PP1/6K1 b q - 0 23,-2000,-1.00000,MID,45,23,22,18,30,0,1,0.94,0
r2qkbnr/pp2pppp/2n5/2pp4/5Pb1/4PN2/PPPPB1PP/RNBQK2R w KQkq - 3 5,-4,-0.00200,OPEN,8,5,39,39,46,0,0,14.48,10
1r3rk1/1N3pbp/p1p3p1/4p3/7N/3P4/PPP2PPP/R4RK1 w - - 1 18,382,0.19100,END,34,18,23,19,33,1,0,15.92,12
rnbqkb1r/pp3ppp/4pn2/6B1/2pN4/2N5/PP2PPPP/R2QKB1R w KQkq - 0 7,28,0.01400,OPEN,12,7,37,38,40,0,0,15.04,10
2kr4/ppp1q3/8/PP1pb3/6Q1/4B3/5PP1/1R2K3 b - - 0 24,55,0.02750,MID,47,24,21,21,22,0,0,14.06,9
r1bqkbnr/pp1npppp/2p5/4P3/3p4/8/PPPPBPPP/RNBQK1NR w KQkq - 2 5,115,0.05750,OPEN,8,5,39,39,46,0,0,15.38,9
5r1k/1p1q2bp/p2p2p1/2p3B1/6Q1/2P2B1P/PP3PP1/3R2K1 w - - 4 27,754,0.37700,MID,52,27,26,23,31,0,0,13.01,15
rnbqkbnr/p1p2ppp/1p2p3/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 1 4,-39,-0.01950,OPEN,7,4,39,39,46,0,0,18.59,8
3r1rk1/p4pp1/1pn4R/4N3/3P2q1/4P1P1/5PK1/3R4 w - - 0 29,-388,-0.19400,MID,56,29,17,26,23,0,0,13.97,12
1Q3k2/4q1r1/2p2pBR/2P1p1p1/3pP3/3P4/1P1KP3/5R2 b - - 0 36,-2000,-1.00000,MID,71,36,27,19,26,0,1,52.48,245
3n1rk1/1p4pp/p2Np3/8/2rP4/7P/PP3PP1/R1B2RK1 b - - 0 23,-463,-0.23150,END,45,23,22,18,29,1,0,14.96,10
r1b2k2/ppp3p1/5p1p/8/2PnBP2/8/P5PP/R4R1K w - - 0 25,221,0.11050,END,48,25,18,17,28,1,0,12.69,10
5k1r/Rbpp1p2/2p5/8/2P5/P2B4/1r3PPP/R5K1 b - - 2 26,-124,-0.06200,END,51,26,18,17,24,1,0,13.86,10
