fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
rnb2r1k/ppp3b1/8/4p1p1/2B5/4P1p1/PPPN1PP1/2K4R b - - 1 17,412,0.20600,END,33,17,17,25,32,1,0,12.97,14
rnb2rk1/pppp1ppp/6q1/2b1p1B1/2B1P1nN/2NP4/PPP2PPP/R2Q1RK1 b - - 6 8,379,0.18950,OPEN,15,8,39,39,46,0,0,14.09,11
rnb1k2r/pp2pp1p/2p3p1/4b3/2B2B2/2P5/PPP2PPP/3RK2R w Kkq - 0 10,59,0.02950,END,18,10,23,26,37,1,0,15.46,10
2r4r/pp2kppp/4p3/3nP3/2P2B2/7P/P4PP1/2KR3R w - - 1 19,-226,-0.11300,END,36,19,19,19,30,1,0,15.96,10
r2qk1nr/pp3ppp/2nbb3/2p1p3/3pP3/3P1NNP/PPP2PP1/R1BQKB1R w KQkq - 4 8,-9,-0.00450,OPEN,14,8,39,39,46,0,0,14.89,9
r3r2k/1p1Q1ppp/p1p2b2/8/3P4/1P3R2/PBP3PP/R5K1 b - - 0 21,-707,-0.35350,MID,41,21,28,19,31,0,0,13.96,14
rnb1kbnr/pp2qppp/3p4/8/3NP3/2N5/PP3PPP/R1BQKB1R b KQkq - 0 7,-250,-0.12500,OPEN,13,7,37,37,38,0,0,14.55,10
rnbqkbnr/pp2pppp/8/2pp4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,69,0.03450,OPEN,4,3,39,39,46,0,0,14.96,10
1r4k1/4n2p/2p1pp2/r2p2p1/Pp1P2P1/1P1bPN1P/3N1P2/2R2RK1 w - - 1 21,-8,-0.00400,END,40,21,23,23,36,1,0,13.98,9
2r2r1k/1p4pp/p4b2/4N2b/P2RB3/1P4P1/2P2P1P/4R1K1 w - - 1 23,323,0.16150,END,44,23,22,20,28,1,0,16.96,11
r1bqkbnr/pp3ppp/2n1p3/2pP4/2B2P2/2N5/PPPP2PP/R1BQK1NR b KQkq - 0 5,-45,-0.02250,OPEN,9,5,39,38,44,0,0,13.61,11
8/p1p5/2p2b1k/3q4/3P4/2PQ1NB1/PP3PPP/6K1 w - - 0 30,746,0.37300,MID,58,30,22,15,25,0,0,12.52,15
r1b2k2/8/p4Prp/1p1pP3/2p4q/2P1P3/PPQB3P/7K w - - 0 26,-503,-0.25150,MID,50,26,19,27,30,0,0,13.72,12
7r/2pbkpb1/1r3p2/3BpP1p/p1P5/3P2P1/1PK4P/3RR3 b - - 3 25,546,0.27300,END,49,25,19,22,31,1,0,15.96,14
5rk1/p2RRp1p/1p4p1/8/8/P6b/7P/6K1 b - - 2 30,437,0.21850,END,59,30,12,13,18,1,0,14.98,14
8/5p1p/4bkp1/p2pN3/Pr1P2P1/4P2P/5PK1/2R5 w - - 1 30,179,0.08950,END,58,30,14,13,26,1,0,14.96,11
2b1rr1k/p4pp1/1p6/3p4/3P1b2/3B1N2/PP4RP/R4K2 w - - 0 28,-286,-0.14300,END,54,28,20,21,26,1,0,14.49,12
3r4/ppp5/8/7p/7P/PP6/K1Rr4/4k3 w - - 3 43,-818,-0.40900,END,84,43,8,14,17,1,0,13.96,15
1rb4k/p1ppqR2/2p4Q/4P3/2B5/8/P5PP/7K b - - 0 25,-2000,-1.00000,MID,49,25,21,21,22,0,1,53.86,245
5rk1/pp3pp1/4pq1p/2pb4/8/2P1QNP1/PP3PP1/2K4R w - - 0 24,-220,-0.11000,MID,46,24,23,24,32,0,0,14.91,11
r1b1k2r/p4pnp/1pp1p3/8/2P3P1/2K5/PP2NP1P/R4B1R b kq - 0 16,-13,-0.00650,END,31,16,22,22,32,1,0,15.96,9
6r1/2k1bp2/p1P2p2/1q2pQ2/1P1p2P1/5P1p/P2B3P/2R4K b - - 4 32,136,0.06800,MID,63,32,23,23,30,0,0,13.94,11
4r3/p6p/6pk/1p3p2/7q/1P2r1PK/P1P4P/R2R4 w - - 0 32,-624,-0.31200,MID,62,32,15,24,25,0,0,13.97,10
r1bqkbnr/ppp1pppp/2n5/1B1p4/8/4P3/PPPP1PPP/RNBQK1NR w KQkq - 2 3,42,0.02100,OPEN,4,3,39,39,46,0,0,14.55,9
6k1/1rp2pp1/ppN1pb1p/8/2P5/8/PP1r1PPP/R3R1K1 w - - 2 21,-261,-0.13050,END,40,21,19,20,32,1,0,13.80,12
rnb2k1r/ppq1nppp/4p3/2ppP3/3P2QP/P1P5/2P2PP1/R1B1KBNR w KQ - 1 9,90,0.04500,OPEN,16,9,36,36,44,0,0,14.49,9
3r3r/ppkb1R2/4p3/P4n2/2BP2p1/6P1/6P1/RN4K1 w - - 1 25,-16,-0.00800,END,48,25,20,20,24,1,0,15.10,10
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P4/2P1P3/PP1NBPPP/R1BQK1NR b KQkq - 1 5,83,0.04150,OPEN,9,5,39,39,46,0,0,14.40,9
rn1qkb1r/ppp1pppp/8/3p1b2/3PnB2/2P1PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,-24,-0.01200,OPEN,9,5,39,39,46,0,0,13.69,9
rnbqkb1r/pp2pppp/3P4/2pn4/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 5,-12,-0.00600,OPEN,9,5,39,38,44,0,0,12.96,10
r4rk1/3R1ppp/p1p2n2/1p4B1/8/2N5/PPP1BPPP/R5K1 w - - 2 17,723,0.36150,END,32,17,25,19,32,1,0,12.96,15
1nb5/rpN4k/2np2pr/p4p2/P7/1BPP2NP/2P1R1P1/5RK1 b - - 0 25,-459,-0.22950,END,49,25,25,24,32,1,0,14.96,13
8/5kp1/2b1pn1p/pp2p3/2n1P3/P1P2PN1/3q1BPP/KQ6 b - - 0 34,2000,1.00000,MID,67,34,21,24,31,0,1,40.89,190
3r1r2/1bpp1pk1/p1n1p3/1p6/4P2P/PBNP4/1PP1K1P1/R6R b - - 1 18,-10,-0.00500,END,35,18,23,22,34,1,0,13.96,10
3rkbnr/p4ppp/2p3b1/1B6/5B2/2N5/PPn2KPP/3R2NR b k - 1 13,394,0.19700,END,25,13,26,27,30,1,0,15.26,13
rn1qkbnr/ppp2ppp/8/3p4/3P4/2N1PQ2/PP3PPP/R1B1KB1R b KQkq - 1 7,-88,-0.04400,OPEN,13,7,35,35,40,0,0,14.00,9
6k1/5pp1/p1nbQn1p/1p1p1b2/2pP1P2/N1P3P1/PP1B1NBP/6K1 b - - 0 25,108,0.05400,MID,49,25,28,19,37,0,0,14.96,9
r1bqkbnr/3ppppp/p1n5/1p6/4PB2/5N2/PPP2PPP/RN1QKB1R b KQkq - 1 6,-2,-0.00100,OPEN,11,6,38,38,42,0,0,13.33,8
rnbqk1nr/ppp1bppp/8/3p4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,47,0.02350,OPEN,10,6,38,38,42,0,0,14.97,9
7k/3r2p1/1pR2p1p/pP2p3/P3P3/7P/5PP1/6K1 b - - 1 32,10,0.00500,END,63,32,11,11,26,1,0,15.20,14
8/R7/p6p/4Bp1k/3Pp3/4P1P1/PP3PP1/6K1 b - - 2 41,-2000,-1.00000,END,81,41,15,4,24,1,1,20.90,28
r2q1rk1/ppp1bppp/2np1n2/4p2b/4P3/2NP1N1P/PPP1BPP1/R1BQ1RK1 w - - 1 9,33,0.01650,OPEN,16,9,39,39,46,0,0,14.00,9
3Rk1r1/1p3p2/2n4p/p4R2/2P1p3/P5P1/1P4BP/6K1 b - - 0 25,-303,-0.15150,END,49,25,18,13,25,1,0,12.97,11
5rk1/5ppn/p6p/1p1P3B/2p1PR2/2P4P/PP4P1/7K b - - 0 35,-89,-0.04450,END,69,35,15,14,30,1,0,14.96,10
rnbqkbnr/pppppp1p/6p1/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,-19,-0.00950,OPEN,2,2,39,39,46,0,0,15.03,9
7r/7p/4Qppk/8/5P2/2P5/P2r2PP/5RK1 b - - 0 26,-474,-0.23700,MID,51,26,19,13,20,0,0,13.96,15
rn1qk1nr/pbppppbp/1p4p1/8/4P3/2NP4/PPP1BPPP/R1BQK1NR w KQkq - 2 5,48,0.02400,OPEN,8,5,39,39,46,0,0,13.40,10
r4rk1/pp4b1/2n5/8/4pB2/2N5/PP4K1/R4R2 w - - 0 27,-20,-0.01000,END,52,27,18,19,18,1,0,13.96,9
8/1p1k4/p2p1rp1/3PpP2/8/2Rn4/PP4PP/6K1 b - - 1 33,447,0.22350,END,65,33,11,13,25,1,0,14.24,14
7k/pp3N1P/4br2/5p2/2p2P2/3P4/PPP1B3/2KR3R b - - 0 30,-734,-0.36700,END,59,30,22,12,26,1,0,13.44,15
4r2k/N4ppp/3p4/p7/2Pp4/3P4/1r3PPP/R4RK1 w - - 1 29,478,0.23900,END,56,29,18,16,27,1,0,12.60,13
7k/4B1p1/7p/p3P3/2b5/2P4P/Pr4P1/3R2K1 b - - 0 32,-8,-0.00400,END,63,32,13,11,20,1,0,12.99,10
3rk2r/p1p1bppp/b1p2n2/4p3/4P3/5N2/PPP2PPP/RNB1R1K1 w k - 0 10,200,0.10000,END,18,10,26,26,38,1,0,13.41,10
r7/p5pk/2n4p/1p2pP2/1P4P1/2P1bP2/P1K1B2P/R6R b - - 0 25,-395,-0.19750,END,49,25,20,16,30,1,0,14.03,13
r1bqk1nr/pp3ppp/2np4/4p3/1bB1P3/2N1B3/PP3PPP/R2QK1NR w KQkq - 0 8,-35,-0.01750,OPEN,14,8,37,38,40,0,0,12.96,8
r2qk1nr/pp3ppp/2nbp3/3p4/3P1Bb1/2P2N2/PP1N1PPP/R2QKB1R w KQkq - 2 8,17,0.00850,OPEN,14,8,38,38,42,0,0,13.47,11
7k/1Q4p1/1P1pq2p/4pn2/1r2N3/8/5PPP/R5K1 w - - 1 27,170,0.08500,MID,52,27,21,21,22,0,0,16.40,11
2r4k/1b1n3P/p3Q3/3pP3/3P4/8/PK6/5r2 b - - 0 31,334,0.16700,MID,61,31,13,18,17,0,0,14.96,13
r1bq1rk1/ppp1ppbp/2np1np1/8/2PPPP2/2N2N2/PP4PP/R1BQKB1R w KQ - 3 7,101,0.05050,OPEN,12,7,39,39,46,0,0,13.96,9
rnbq1rk1/pppp1pp1/5n1p/2b1p3/2B1P3/2N2Q1N/PPPP1PPP/R1B1K2R w KQ - 0 6,-83,-0.04150,OPEN,10,6,39,39,46,0,0,15.96,10
6rk/p3Q1p1/1p3p1p/3b4/8/4B1P1/1b2PP1P/5RK1 w - - 2 29,545,0.27250,MID,56,29,21,16,24,0,0,13.51,14
Qn1qkbnr/p2p1ppp/1pp1p3/8/2B5/3P4/PPP2PPP/RNB1K2R w KQk - 0 7,404,0.20200,OPEN,12,7,35,31,41,0,0,13.96,13
r2qkbnr/1pp1pppp/p7/3p1b2/1n1P1B2/2NBPN2/PPP2PPP/R2QK2R b KQkq - 4 6,-69,-0.03450,OPEN,11,6,39,39,46,0,0,15.96,9
2rq2k1/6p1/p3pp1p/1pPp4/nP1Nb3/P3P2P/4BPP1/B2Q2K1 b - - 1 23,135,0.06750,MID,45,23,25,27,36,0,0,13.95,11
k1q5/pr3p1p/4p1p1/3pP3/3N1P2/PP1Q2P1/2P3P1/2K5 b - - 1 34,93,0.04650,MID,67,34,19,20,30,0,0,14.31,10
r2qkbnr/pb3ppp/1pn1p3/2pp4/2PP4/2NBPN2/PP3PPP/R1BQ1RK1 b kq - 3 7,-30,-0.01500,OPEN,13,7,39,39,46,0,0,14.72,10
rnbqkbnr/ppp4p/6p1/3pP3/4p1Q1/8/PPP2PPP/RNB1KBNR w KQkq d6 0 6,-81,-0.04050,OPEN,10,6,38,38,42,0,0,13.96,10
1r2k2r/5ppp/2p5/p2p3n/4p3/bPN1P1P1/P1PB1P2/1K1R1R2 b k - 3 20,162,0.08100,END,39,20,22,23,34,1,0,13.56,10
rn1qkbnr/1pp1pppp/p7/5b2/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,-166,-0.08300,OPEN,9,5,38,39,44,0,0,15.48,12
r3k2r/pb1n1p2/1pp1p3/4P3/q2P3p/1P1B2PK/P4P2/3R1R2 b q - 0 24,947,0.47350,MID,47,24,19,31,32,0,0,13.96,15
rnbqk2r/ppp1ppbp/3p1np1/4P3/3P4/5N2/PPPN1PPP/R1BQKB1R b KQkq - 0 5,33,0.01650,OPEN,9,5,39,39,46,0,0,13.96,10
8/2b1n3/4k1r1/1p1p1b2/pP2pP1Q/P3P1NP/6P1/6K1 b - - 3 45,108,0.05400,MID,89,45,18,18,26,0,0,14.96,10
3r1rk1/1Rp1n1pp/p4pb1/b7/N3PB2/6P1/P4PBP/5RK1 b - - 4 20,-93,-0.04650,END,39,20,24,24,30,1,0,14.03,10
3r2k1/p1p2pP1/1p5B/2b2b2/3p3P/3P1P2/PP2N1P1/R3K2R b KQ - 0 17,-389,-0.19450,END,33,17,23,16,31,1,0,14.23,14
r7/pp2p1bk/3p2p1/8/3p2N1/8/PP6/5r1K w - - 0 28,-973,-0.48650,END,54,28,5,19,20,1,0,14.26,15
rnb4r/ppp2ppp/4kn2/3Np1B1/1bB1P3/8/PPP2PPP/2KR2NR b - - 7 9,-628,-0.31400,END,17,9,29,29,40,1,0,14.27,12
4r1k1/1p3ppp/2p2n2/8/8/1P1rPRP1/P4K1P/R7 b - - 1 23,602,0.30100,END,45,23,15,18,25,1,0,13.51,13
r2N1rk1/ppp3bp/3p1np1/8/2P1P3/2N1B3/PP3PPP/R2b1RK1 b - - 0 12,-64,-0.03200,END,23,12,26,25,36,1,0,13.96,10
r1b2rk1/1pb1n1p1/p2pp1pp/8/4PN2/2P1BN2/PP3PPP/R2R2K1 b - - 3 19,39,0.01950,END,37,19,26,26,38,1,0,14.50,9
r3k2r/pBp1npbp/4p1p1/4P1B1/3n4/8/PPP3PP/RN3RK1 b kq - 0 12,170,0.08500,END,23,12,25,25,34,1,0,13.96,10
rn4R1/7p/1p2k3/2pp4/1q1P4/1PK1P3/3N1P2/8 w - - 1 30,-1028,-0.51400,MID,58,30,12,21,21,0,0,15.88,13
4rrk1/3pn3/7p/p5p1/P1P1B3/1PK1B1Pb/8/4R1R1 b - - 0 32,-231,-0.11550,END,63,32,20,20,24,1,0,14.96,9
1k3r2/Qpp3p1/8/R4Pqp/8/1PP5/1P5N/7K b - - 2 32,-407,-0.20350,MID,63,32,21,18,21,0,0,14.96,11
rnbqkb1r/ppp1pppp/5n2/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,73,0.03650,OPEN,6,4,38,39,44,0,0,13.90,9
r2r4/p2nppk1/1p4p1/2p4p/4b2P/2P2N2/PP2BPP1/R3K2R w KQ - 1 16,-219,-0.10950,END,30,16,22,23,34,1,0,14.49,11
5N2/p1p2k1p/4p3/2P2P2/3PpP1Q/1r2P3/8/2R3RK w - - 3 31,2000,1.00000,MID,60,31,27,10,25,0,1,16.60,37
r1b4r/ppp3kp/1bn2p2/3B4/7N/2P5/PP2K1PP/RNB2R2 b - - 4 16,-179,-0.08950,END,31,16,27,24,31,1,0,13.51,10
rnbqkb1r/pppp2pp/5n2/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 1 4,181,0.09050,OPEN,6,4,39,38,44,0,0,12.97,10
5rk1/1p4pp/1Pp2b2/2Pp3q/8/3Q1N1P/6P1/4R1K1 b - - 0 26,195,0.09750,MID,51,26,21,22,24,0,0,14.02,10
r1bqkb1r/pp1nnppp/2p5/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 7,439,0.21950,OPEN,12,7,38,38,42,0,0,14.95,12
r1r3k1/p5bp/2p1p1p1/N1Pn4/3Pp3/B2bP3/P4PPP/R3R1K1 w - - 2 22,-480,-0.24000,END,42,22,23,25,35,1,0,13.96,13
3r2k1/6pp/p4p2/8/1n2p2B/1Br5/P4PPP/5RK1 b - - 3 30,410,0.20500,END,59,30,15,18,24,1,0,14.23,12
6k1/8/p2p2p1/1p1Pqp1p/4p3/P1Nn3P/QP1R1PP1/5RK1 w - - 2 31,576,0.28800,MID,60,31,28,19,32,0,0,14.45,16
2rr2k1/p4ppp/8/1p2Nb2/1n6/1P3B2/P4PPP/2R1R1K1 w - - 2 22,-3,-0.00150,END,42,22,21,21,28,1,0,12.96,9
1B3k2/p3bpp1/P3pnnp/2Pp4/3P4/2NBP2P/5PP1/6K1 b - - 0 29,-579,-0.28950,END,57,29,16,15,32,1,0,13.96,12
r2r2k1/5pbp/3pp1p1/p7/1pPp4/1P3B1P/P4PPB/1R3RK1 w - - 0 23,400,0.20000,END,44,23,22,21,35,1,0,13.96,14
2r3k1/5pp1/bp2p2p/8/1K1P3N/4P1PP/5P2/7B b - - 5 31,506,0.25300,END,61,31,11,13,24,1,0,13.17,12
8/5p1k/1p1p3p/pq2n3/3P4/7P/PP3PP1/4R1K1 b - - 0 31,602,0.30100,MID,61,31,11,17,25,0,0,13.96,15
rnbqr1k1/pppp1pbp/4pnp1/8/8/1P1PP1P1/PBPNNPBP/R2QK2R w KQ - 3 9,35,0.01750,OPEN,16,9,39,39,46,0,0,14.89,9
3rk2r/pp2q1p1/2p1Bn1p/5P1P/8/3p4/PP1B1RP1/R5K1 b - - 2 25,439,0.21950,MID,49,25,21,28,30,0,0,12.41,13
3r1r2/4Rpk1/np5p/p4p2/2p2N2/PP4P1/7P/4R2K b - - 1 32,179,0.08950,END,63,32,17,19,26,1,0,14.08,10
r1bqkbnr/pp1p2pp/2n2p2/4p3/3p4/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 0 6,87,0.04350,OPEN,10,6,38,39,44,0,0,13.96,12
2r2rk1/2q2p1p/1p1p2p1/p7/2bP4/2P2B2/1P3PPP/R3R1K1 w - - 0 25,-637,-0.31850,MID,48,25,19,28,31,0,0,12.97,15
r3k2r/ppp1bpp1/2np1n1p/8/2B1Pp2/P1NPB2P/1PP2P2/R3K2R w KQkq - 0 12,70,0.03500,END,22,12,26,27,40,1,0,12.97,12
rnb1kb1r/ppqppppp/2p2n2/4P3/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4,-159,-0.07950,OPEN,7,4,39,39,46,0,0,14.95,11
r2qk2r/p1p1b1pp/2p1b3/4pp2/8/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 0 11,226,0.11300,OPEN,20,11,32,32,38,0,0,14.96,11
r1b1kbnr/ppp2ppp/8/4p3/3n4/N7/PP2PPPP/R1B1KBNR w KQkq - 0 7,-238,-0.11900,END,12,7,28,29,38,1,0,15.96,11
2bq3k/p4ppp/5n2/3pB3/Q2P4/4P3/P4PPP/1R4K1 w - - 0 22,579,0.28950,MID,42,22,23,20,28,0,0,13.99,13
4r3/p1k5/2p1b3/1p3p2/1P3P2/P1P5/5KB1/5R2 b - - 0 30,87,0.04350,END,59,30,12,12,20,1,0,58.84,11
1r6/5ppk/2p1p2p/r7/1B5N/pP1R3P/P1R2PP1/1K6 b - - 5 37,-445,-0.22250,END,73,37,21,16,28,1,0,13.96,12
rnbqk1nr/pp3ppp/3bp3/1B1p4/3P1B2/2N5/PPP2PPP/R2QK1NR b KQkq - 3 6,-45,-0.02250,OPEN,11,6,38,38,42,0,0,12.90,10
r4rk1/p1p2ppp/2p2n2/3p4/2pP4/4P1Pb/PP1Q1P1P/RN3RK1 w - - 2 13,442,0.22100,MID,24,13,29,24,38,0,0,13.86,14
rn2kb1r/ppp1q1p1/3pNn1p/4p3/4P3/8/PPPPQPPP/RNB1K2R w KQkq - 1 8,133,0.06650,OPEN,14,8,36,35,42,0,0,12.97,11
2Rr1k1r/4bpp1/p2p4/1p1B2p1/5B2/6PP/PP2PP2/2R3K1 w - - 0 25,695,0.34750,END,48,25,22,19,31,1,0,14.25,14
r1b1r1k1/ppp2ppp/2nq4/1N6/8/5N1P/PPP1K1P1/2R5 w - - 2 20,-919,-0.45950,MID,38,20,16,31,30,0,0,13.84,16
r1bqk2r/ppp2pb1/2np1npp/1B2p3/3PP3/2N1BN2/PPP2PPP/R2Q1RK1 b kq - 0 8,-33,-0.01650,OPEN,15,8,39,39,46,0,0,14.10,10
rn1r2k1/pb3nbp/1p3pp1/2p1p3/4P3/1PP3P1/PB2NPBP/RN3RK1 w - - 0 15,-18,-0.00900,END,28,15,29,29,40,1,0,13.73,10
6k1/4ppbp/3p2p1/pp6/4P3/PPr2N2/3N1PPP/3R2K1 w - - 0 24,285,0.14250,END,46,24,17,15,31,1,0,13.14,12
