fen,eval_cp,eval_norm,phase_bucket,ply,move_number,material_white,material_black,piece_count_total,endgame_rule_flag,mate_flag,time_ms,depth
rn1r2k1/5ppp/2p5/1p1pp3/p7/P2P2n1/BPPN1PPP/R3R1K1 w - - 0 16,419,0.20950,END,30,16,23,24,38,1,0,13.96,13
rnbqk2r/ppp2ppp/4pn2/3pN3/3P1P2/8/PPP2PPP/RN1QKB1R b KQkq - 2 6,-17,-0.00850,OPEN,11,6,36,36,44,0,0,15.10,9
4k2r/pp2b1pp/2n5/2p1p3/8/1PPr1N2/PB3PPP/R4RK1 w k - 0 17,30,0.01500,END,32,17,22,22,32,1,0,13.25,10
5Rk1/5pp1/3np2p/1p6/4B3/8/2P2PPP/5RK1 b - - 0 22,-575,-0.28750,END,43,22,17,8,22,1,0,14.47,12
6k1/1p4pp/p2p2P1/3p4/3P2P1/P1q5/2P1KP2/3R3R b - - 0 25,87,0.04350,MID,49,25,16,15,27,0,0,14.96,11
rnbqkbnr/pp2pppp/2p5/3p4/8/3PP3/PPP2PPP/RNBQKBNR w KQkq - 0 3,19,0.00950,OPEN,4,3,39,39,46,0,0,14.73,10
r2qkb1r/ppp1p1pp/5n2/3pNp2/1n1PbP2/3BP3/PPPN2PP/R1BQ1RK1 b kq - 3 8,-111,-0.05550,OPEN,15,8,39,39,46,0,0,13.79,9
7k/2P1p1bp/qp1n1pp1/4p3/P3P3/5NP1/Q4P1P/2R3K1 b - - 0 30,-535,-0.26750,MID,59,30,23,21,30,0,0,13.65,11
rn2k2r/pp2ppbp/2pp1np1/8/3PPBb1/1PP2N1P/1P2BPP1/RN2K2R b KQkq - 0 9,-97,-0.04850,END,17,9,30,30,44,1,0,12.97,9
3r2k1/pp4pp/8/2QN1q2/8/2K2p2/P2R1P2/1R6 b - - 2 33,-418,-0.20900,MID,65,33,24,19,20,0,0,15.96,11
r1bq1rk1/pppnbppp/3ppn2/4P3/2PP4/2NB1N2/PP3PPP/R1BQK2R b KQ - 0 7,-23,-0.01150,OPEN,13,7,39,39,46,0,0,11.97,10
rnbqkbnr/pp4pp/5p2/2ppN2Q/5P2/8/PPPP2PP/RNB1KB1R b KQkq - 1 6,-110,-0.05500,OPEN,11,6,38,38,42,0,0,16.96,10
r4rk1/1p3p1p/p4Qp1/3P1b2/8/1NP1pP2/PPB4P/2KR3R w - - 0 22,722,0.36100,MID,42,22,31,19,32,0,0,13.25,14
rnbqkb1r/pppn1ppp/4p3/3pP3/3P1B2/2N5/PPP2PPP/R2QKBNR b KQkq - 2 5,27,0.01350,OPEN,9,5,39,39,46,0,0,15.96,11
r1bk3r/ppp2ppp/2p2n2/2b1P3/8/2N5/PPP2PPP/R1B1KB1R b KQ - 0 8,19,0.00950,END,15,8,26,26,38,1,0,13.79,10
r2r3k/pp3p1p/1np2N1P/8/2P3b1/1P2P3/P4PP1/R3K2R b KQ - 0 22,193,0.09650,END,43,22,20,21,31,1,0,15.20,11
rnb3kr/pp4b1/4p1p1/2pp1P2/8/3P4/PPP1B2P/RNB2RK1 b - - 0 15,321,0.16050,END,29,15,25,25,34,1,0,14.96,12
2k3r1/p1pp1p1r/bp3p2/3B1P2/7p/P2P2P1/1PP2P1P/R3R1K1 w - - 0 21,297,0.14850,END,40,21,21,20,36,1,0,15.96,12
rn1qkb1r/pp3ppp/4pn2/3p1bB1/3P4/2NQ1N2/PPP2PPP/R3KB1R w KQkq - 2 8,81,0.04050,OPEN,14,8,38,38,42,0,0,13.72,11
1r2r1k1/2pn2pp/1p1p1p2/2nPpP2/p1P1B1PP/P3BP2/1P6/1R3R1K w - - 1 30,-34,-0.01700,END,58,30,24,24,40,1,0,13.98,8
r6k/pp3Qbp/3p2p1/8/3P2bq/P7/1PPN2P1/2K1R3 b - - 3 21,2000,1.00000,MID,41,21,22,25,27,0,1,31.70,245
r3k3/p1pb1p2/2n1p2p/1p1nP3/3P3p/1P2KN1P/P2RB1PR/8 w q - 2 23,130,0.06500,END,44,23,22,21,34,1,0,14.96,10
r1bqk2r/pp2bppp/2n1pn2/2pp4/5P2/1P3NP1/PBPPP1BP/RN1Q1RK1 b kq - 3 7,6,0.00300,OPEN,13,7,39,39,46,0,0,13.95,8
r1bq1rk1/ppp2ppp/2np1n2/2bNp3/2B1P3/3P1N1P/PPP2PP1/R1BQK2R b KQ - 1 7,21,0.01050,OPEN,13,7,39,39,46,0,0,14.96,10
r2qkbnr/pbpnpppp/1p1p4/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,-98,-0.04900,OPEN,9,5,39,39,46,0,0,14.49,10
2r3k1/p5p1/5b1p/3P4/1P6/P6P/3NK1P1/2q2R2 w - - 0 34,-523,-0.26150,MID,66,34,13,20,21,0,0,14.02,11
r1b1k2r/ppp2ppp/2nb1n2/4p3/4P3/3BBN2/PPP2PPP/RN1K3R w kq - 2 8,29,0.01450,END,14,8,29,29,40,1,0,11.98,9
rnbqkb1r/1pp3pp/p3pn2/5p2/3PpB2/2N2P2/PPPQ2PP/R3KBNR w KQkq - 0 7,1,0.00050,OPEN,12,7,38,39,44,0,0,12.97,9
r1bqk2r/ppppbppp/2n2n2/4p3/2P5/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq - 4 5,12,0.00600,OPEN,9,5,39,39,46,0,0,14.96,8
2r2rk1/p2p1pbp/4p1p1/1p2P3/7P/P1B5/1PP2PP1/R4RK1 w - - 1 19,44,0.02200,END,36,19,20,20,34,1,0,12.97,10
4r1k1/ppp2ppp/2qp2n1/8/3P1P2/2PB1PbP/PPQ3K1/5R2 w - - 0 24,-68,-0.03400,MID,46,24,24,27,35,0,0,14.96,11
r4r2/p1p2p1k/b1p4p/3p4/2PbP3/3N2KP/PP1N2P1/2R2R2 w - - 2 23,-51,-0.02550,END,44,23,22,22,32,1,0,14.95,10
1r4k1/1r3pp1/4p2p/pbbp4/2pP3P/4P1P1/P1R2PBK/4R3 w - - 0 28,-374,-0.18700,END,54,28,19,23,33,1,0,15.96,12
1rr3k1/1b3pp1/4pn1p/3p3P/P1p5/8/2B2PP1/R3NRK1 b - - 0 26,501,0.25050,END,51,26,20,22,28,1,0,14.00,14
2kr3r/ppp3pp/1nn1p3/2b1P3/8/4PN2/PP1BKPPP/RN1R4 b - - 5 12,-137,-0.06850,END,23,12,26,25,36,1,0,12.97,9
b5k1/2B2pp1/4p2p/3pP3/2pn1P1P/8/Pr3PB1/6K1 b - - 0 32,693,0.34650,END,63,32,11,17,27,1,0,12.97,14
r1bq1rk1/pp1p2pp/2n1ppn1/8/1bB1P2B/2N2N2/PP2QPPP/R4RK1 w - - 4 11,-20,-0.01000,OPEN,20,11,37,38,40,0,0,14.47,9
r1bqk2r/pp1nbppp/2pp1n2/4p3/2BPP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq - 0 7,63,0.03150,OPEN,12,7,39,39,46,0,0,16.61,9
rnbqk1nr/pp2bppp/2p5/3p4/8/2N2N2/PPPPQPPP/R1B1KB1R w KQkq - 0 6,-32,-0.01600,OPEN,10,6,38,38,42,0,0,12.97,10
6k1/4R1bp/1q1p2p1/5p2/1p3P2/1P4nP/1Pr3P1/Q6K w - - 2 28,-558,-0.27900,MID,54,28,19,25,26,0,0,13.72,11
4Rbk1/5ppn/1p2p2p/8/1P1P4/PB2P3/1B1N1PPP/5RK1 b - - 0 24,-933,-0.46650,END,47,24,26,11,31,1,0,14.27,15
5rk1/1p2bppp/4p3/r2pPn2/P2P4/5N1P/1B3PP1/R2R2K1 b - - 0 20,101,0.05050,END,39,20,22,22,32,1,0,13.96,11
r3k1nr/ppp1b2p/3pp1p1/4p3/4P3/2NP4/PPP2PPP/R1B2RK1 w kq - 0 12,29,0.01450,END,22,12,24,24,40,1,0,12.97,9
r2qk2r/ppp1bppp/3p4/4p3/2BnP1n1/2NP4/PPP1NPP1/R1BQ1RK1 w kq - 0 9,573,0.28650,OPEN,16,9,38,36,43,0,0,13.41,13
r7/p1pqkn2/b2p1p2/2p1p3/4P3/3P3p/PPPN1P2/R3K2R w Q - 2 20,-686,-0.34300,MID,38,20,19,27,33,0,0,14.14,15
8/1p1r1pk1/1b4p1/1p1RPp2/pP1P1P1p/P2R3P/1B3KP1/8 b - - 0 32,-12,-0.00600,END,63,32,20,15,33,1,0,12.97,11
r7/pp6/4k1Q1/3p1pB1/1n1q1P2/3B4/P1P3PP/5R1K b - - 0 22,-812,-0.40600,MID,43,22,25,21,25,0,0,14.49,15
r3r1k1/5ppp/2p5/p1Ppp3/Pn5N/1n2P3/1P3PPP/1R1R2K1 b - - 3 21,658,0.32900,END,41,21,20,23,35,1,0,12.60,14
2r5/pp4k1/3p2p1/2pQb1R1/4Pq2/P7/1PP5/1K3R2 b - - 0 28,537,0.26850,MID,55,28,23,22,24,0,0,13.96,13
6k1/p5pp/2qR2r1/2p5/2P1b3/1P2P1QP/P5P1/R5K1 w - - 1 25,576,0.28800,MID,48,25,25,21,26,0,0,15.29,15
rnbqkbnr/pp2pppp/2p5/3p4/1PP5/4P3/P2P1PPP/RNBQKBNR b KQkq - 0 3,41,0.02050,OPEN,5,3,39,39,46,0,0,13.55,8
2n2k1N/1bn2Q2/p3p3/1p1pP3/3P4/8/PP3PP1/4R1K1 b - - 0 31,-2000,-1.00000,MID,61,31,23,13,26,0,1,1.00,0
rn2k2r/pbp1bppp/1p2p3/8/8/4BN2/PPPRBPPP/R5K1 w kq - 1 11,7,0.00350,END,20,11,25,26,36,1,0,13.98,9
r5k1/4rppp/3P4/1NR1p3/1n2P3/1P4P1/5P1P/5BK1 b - - 0 33,-222,-0.11100,END,65,33,17,17,26,1,0,13.39,10
rnb1kbnr/pppp1ppp/5q2/4p3/4P3/3B1N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-35,-0.01750,OPEN,5,3,39,39,46,0,0,13.96,10
1k5r/p3q1p1/1p6/2b1ppN1/5P1P/1P2P3/PB6/1K1Q3R w - - 0 24,566,0.28300,MID,46,24,25,22,27,0,0,13.96,13
r1b4r/pp1kppbp/3p2p1/2pN4/2P5/5N1P/P1PK1PP1/1R5R w - - 3 16,-418,-0.20900,END,30,16,22,24,36,1,0,13.96,10
3r1r2/p4pk1/qp3Np1/2pp3p/8/1QP3P1/P4P1P/4R1K1 w - - 2 25,-402,-0.20100,MID,48,25,22,26,30,0,0,13.96,11
5b1r/p4kpp/3p1n2/4PKB1/8/6P1/PrP2q2/RN6 w - - 1 21,-2000,-1.00000,MID,40,21,15,29,24,0,1,18.94,40
r2q1bk1/p2B3p/1p3pp1/1QpPp3/8/7P/PP3PP1/4R1K1 w - - 0 22,139,0.06950,MID,42,22,23,24,32,0,0,12.96,11
4r1k1/1p3pp1/p1p5/6PQ/5q1P/5n2/PPP2P2/3R1K2 b - - 3 25,873,0.43650,MID,49,25,20,22,27,0,0,14.57,14
2kr1r2/1p3p2/1Pp2n1p/p3N1p1/Pb2PP2/4B3/2P3PP/R4RK1 b - - 0 23,79,0.03950,END,45,23,23,22,34,1,0,14.55,10
6k1/pb3pp1/1pq1p2p/3r4/2pP4/2P1QPPP/PP6/4R1K1 b - - 0 24,605,0.30250,MID,47,24,21,24,33,0,0,14.98,13
rnbqkb1r/pppppppp/5n2/8/8/P6P/1PPPPPP1/RNBQKBNR b KQkq - 0 2,53,0.02650,OPEN,3,2,39,39,46,0,0,15.96,11
2r2rk1/p4p1p/1pn1b2p/1B6/3ppR2/6P1/P1P3PP/1R4K1 b - - 1 21,606,0.30300,END,41,21,18,23,31,1,0,13.96,14
r4r2/ppp1k1p1/3p1n2/3Pp3/7R/8/PPP1N3/R3K3 w - - 1 31,-435,-0.21750,END,60,31,17,19,26,1,0,15.11,12
rnbq1rk1/1pp1bppp/3p1n2/p3p3/P1P1P3/1P1P1PP1/7P/RNBQKBNR b KQ - 0 7,209,0.10450,OPEN,13,7,39,39,46,0,0,15.95,10
r7/p1q1pk1p/1pn3p1/6P1/4QP1P/8/PPP5/2K4R b - - 0 26,248,0.12400,MID,51,26,20,22,27,0,0,13.96,12
r3k1nr/pp3p1p/4p1p1/4b3/4P3/8/PP3PPP/R1BN1RK1 b kq - 0 13,34,0.01700,END,25,13,22,22,32,1,0,14.30,10
6k1/4bpp1/b6p/p3p2B/Pp2P3/1P2q2P/2r2PPB/4R1K1 w - - 0 30,-303,-0.15150,MID,58,30,17,26,31,0,0,14.96,11
r2q1rk1/p1p1nppp/1bp5/3p4/4P1b1/3BB3/PPPN1PPP/R4RK1 w - - 0 11,-680,-0.34000,OPEN,20,11,26,35,39,0,0,13.91,16
6k1/4pp1p/6p1/p1pP4/PbP5/1B3PP1/6KP/8 w - - 1 34,4,0.00200,END,66,34,9,9,26,1,0,13.96,9
rnbqkbnr/p3pppp/1p1p4/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,-102,-0.05100,OPEN,7,4,39,39,46,0,0,14.25,11
rn1qk2r/pbppppbp/1p3np1/8/3P1B2/3BPN2/PPP2PPP/RN1QK2R w KQkq - 3 6,29,0.01450,OPEN,10,6,39,39,46,0,0,14.00,9
r3k1nr/p4p1p/2pb2p1/2p1p1N1/2P5/8/PPP2PPP/R1B2RK1 b kq - 0 14,-97,-0.04850,END,27,14,23,23,36,1,0,12.94,10
rnbqk2r/pppp1pbp/5n2/5P2/4p3/8/PPPP2PP/RNBQKBNR w KQkq - 2 7,-109,-0.05450,OPEN,12,7,38,38,42,0,0,57.63,10
8/1p4pk/1p2pn1p/4p3/1qQ1P3/3P1N1P/5PP1/R5K1 b - - 1 24,-548,-0.27400,MID,47,24,22,18,27,0,0,12.98,13
4Rbk1/5ppn/1p2p2p/8/BP1P4/Pq2P3/1B1N1PPP/5RK1 w - - 1 24,930,0.46500,MID,46,24,26,20,32,0,0,13.99,14
r1bq3r/pppp1kp1/7p/4P3/1n1P2n1/1Q3N2/PP1N1PPP/R3K2R b KQ - 1 11,-354,-0.17700,OPEN,21,11,32,34,37,0,0,14.22,9
5r1k/2p4p/3p4/2P1qp2/7Q/6PP/P4P2/2R3K1 b - - 2 28,-111,-0.05550,MID,55,28,19,18,22,0,0,14.20,11
r4rk1/pppq1ppp/8/3p4/8/2N1P3/PP1K1PPP/R4B1R b - - 0 15,599,0.29950,MID,29,15,22,26,33,0,0,13.97,14
rnbqk1nr/pppp1ppp/8/2b1p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-32,-0.01600,OPEN,5,3,39,39,46,0,0,12.97,10
N4rk1/pp2ppbp/2n3p1/4nbB1/8/2P4P/PP3PP1/3RKBNR b K - 0 12,-215,-0.10750,END,23,12,28,23,35,1,0,14.13,11
3r1rk1/p4pp1/1pp1p3/7p/5n1P/2Pb4/PPK2P2/R5R1 w - - 2 26,-851,-0.42550,END,50,26,15,23,30,1,0,13.61,14
r1bqk2r/ppp3p1/2np1n1p/2b1p3/2B1Pp2/2NP1N1P/PPP2PP1/R1BQR1K1 w kq - 0 9,121,0.06050,OPEN,16,9,39,39,46,0,0,13.96,9
5rk1/3P1p1p/1P4p1/4p1q1/p5P1/P1P5/8/1K1R2R1 b - - 0 29,372,0.18600,MID,57,29,15,19,24,0,0,14.96,12
2b1k3/2p5/2Np4/3qp2p/8/pP3p2/P1P5/1K3RR1 w - - 0 38,-492,-0.24600,MID,74,38,16,18,23,0,0,12.96,12
8/q4k1p/n2Qb1p1/P7/4p1n1/1P4P1/N5KP/5R2 b - - 3 32,99,0.04950,MID,63,32,21,21,21,0,0,14.65,9
rn2kb1r/1p3pp1/1pp1pnp1/3p4/2PP2P1/7P/PP1NPPB1/R1B2RK1 b kq - 1 12,-8,-0.00400,END,23,12,27,27,42,1,0,12.97,9
r1br2k1/ppp1Bppp/8/1Bb1p3/4n3/2P2N1P/PP3PP1/RN3RK1 b - - 0 11,117,0.05850,END,21,11,28,26,37,1,0,13.65,10
r1bqkb1r/1pp2pp1/p1n1pn1p/3p4/3P1P2/2PBPN2/PP4PP/RNBQ1RK1 b kq - 0 7,-42,-0.02100,OPEN,13,7,39,39,46,0,0,14.96,11
r3k2r/1b1p1ppp/p1n1p1n1/1p5P/3NPP2/2PBB3/P1P3P1/2KR3R b kq - 0 14,-162,-0.08100,END,27,14,26,26,38,1,0,13.96,11
6qr/5k2/p1Q1ppn1/1p6/4P3/2N3PP/PPP2P2/3R1K2 b - - 0 29,-457,-0.22850,MID,57,29,24,21,28,0,0,13.92,12
6k1/5pbp/p3pnp1/1p6/3B1N2/4PP2/P1rr1P1P/1R3RK1 w - - 0 25,-112,-0.05600,END,48,25,21,22,30,1,0,11.91,11
r1bq1rk1/pp1pbppp/2n1p3/8/2P1P3/2N5/PP2BPPP/R1BQK2R w KQ - 7 10,46,0.02300,OPEN,18,10,35,35,40,0,0,13.96,10
rnb1k2r/ppp2ppp/8/4pN2/2B5/2P5/3N1PPP/5RK1 w kq - 0 17,-339,-0.16950,END,32,17,18,23,30,1,0,14.96,11
r1bqk2r/pppp1ppp/2n2n2/2b1p3/8/1P2P1P1/PBPP1P1P/RN1QKBNR w KQkq - 1 5,32,0.01600,OPEN,8,5,39,39,46,0,0,14.96,11
6k1/ppb2p2/2p3p1/3p4/3N2Pp/2P1KPq1/PP6/R5R1 b - - 2 31,601,0.30050,MID,61,31,18,19,29,0,0,13.96,13
R3k2r/2r4p/2Pb2p1/3p1b2/1P1NpP2/2P1P1P1/6BP/5RK1 b k - 2 32,-644,-0.32200,END,63,32,23,20,30,1,0,14.07,13
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP2KPPP/R1BQ1B1R b - - 1 6,66,0.03300,OPEN,11,6,39,39,46,0,0,13.96,8
5rk1/pp3ppp/8/Pq1p4/3P4/2Q3P1/1P5P/2R3K1 b - - 0 24,200,0.10000,MID,47,24,19,20,26,0,0,13.91,10
R7/pppk3p/2npr3/1B1N3p/3PPp1B/5P1P/PP1KQ2P/8 w - - 0 25,2000,1.00000,MID,48,25,30,15,35,0,1,34.53,245
r2qkb1r/pp3ppp/2nppn2/1Bp2b2/5P2/2N1PN2/PPPP2PP/R1BQ1RK1 w kq - 2 7,45,0.02250,OPEN,12,7,39,39,46,0,0,12.97,9
r1b1kb1r/pppq1ppp/2n5/4p3/8/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 0 9,57,0.02850,OPEN,17,9,35,35,40,0,0,13.96,10
6k1/5ppp/8/p2p4/2b2Q2/P6P/5PPK/4r3 b - - 1 37,-126,-0.06300,MID,73,37,13,13,21,0,0,12.97,12
r1b3k1/p7/2p2ppP/1pb5/3p1B2/3Pp3/PPP3P1/2KR3R w - - 0 24,-21,-0.01050,END,46,24,19,18,32,1,0,13.47,10
kn3Q2/1p6/p1p1Rp1n/3p1Pp1/3P2Pp/P6P/1PP3K1/4R3 b - - 0 34,-862,-0.43100,MID,67,34,26,13,33,0,0,13.62,16
r2qkbnr/pp3ppp/2n1p3/3p4/3P2b1/4BN2/PPP1BPPP/RN1QK2R w KQkq - 0 7,-8,-0.00400,OPEN,12,7,38,38,42,0,0,14.42,10
rnbqkb1r/1p3ppp/p2p4/3Np3/3NP3/8/PPP2PPP/R2QKB1R w KQkq - 2 9,35,0.01750,OPEN,16,9,35,35,40,0,0,12.97,10
r1bqkbnr/ppp3pp/2np4/4p3/2B1p3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 6,96,0.04800,OPEN,10,6,38,39,44,0,0,12.97,9
r3k2r/1b3ppp/p2Bp3/1p3n2/8/1BN3P1/PP3P1P/R4RK1 w kq - 1 18,428,0.21400,END,34,18,24,22,31,1,0,14.57,12
1r3k1r/p4p2/2p1p1np/4P3/3P3P/PB2R1P1/2P2P2/1R4K1 b - - 3 33,-295,-0.14750,END,65,33,20,18,30,1,0,14.17,11
3r2k1/rp2b1pp/p1p1pp2/2P5/P1NPP3/5PPP/6K1/2RR4 w - - 1 30,257,0.12850,END,58,30,20,20,34,1,0,15.03,11
r2qk2r/ppp1bppp/2np1n2/8/2P2Bb1/2N1P3/PP2BPPP/R2QK1NR b KQkq - 2 8,-47,-0.02350,OPEN,15,8,38,38,42,0,0,13.96,11
rnbqkbnr/pp2pppp/2p5/8/3pP3/3P1Q2/PPP2PPP/RNB1KBNR w KQkq - 0 4,14,0.00700,OPEN,6,4,39,39,46,0,0,13.96,8
r1bqk1nr/pppp1Npp/2n5/2b5/3pP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,37,0.01850,OPEN,9,5,38,38,42,0,0,14.15,11
rnb2b2/1pp2N2/p1k1p1n1/4p3/P2pN3/8/1PPP1PPP/R1B1KB1R w KQ - 0 14,687,0.34350,END,26,14,29,23,37,1,0,13.96,14
2r3k1/4bppp/4pn2/p3N3/3n1B2/8/1P3PPP/2R1R1K1 b - - 3 22,-192,-0.09600,END,43,22,20,19,26,1,0,12.97,11
2b1k3/1p6/3q4/4p1b1/4P3/PR1K1P2/7P/3Q4 w - - 1 36,-119,-0.05950,MID,70,36,18,17,17,0,0,13.90,10
N6r/pp1k2p1/2n2n1p/2b1p3/3pP3/3P1Q2/PPP2PPP/R1B2RK1 b - - 0 14,-778,-0.38900,MID,27,14,33,20,37,0,0,13.58,15
r1bqkbnr/p2npppp/2p5/1p6/2pP1B2/2N1P3/PP3PPP/R2QKBNR w KQkq - 1 6,48,0.02400,OPEN,10,6,38,39,44,0,0,14.96,10
r1bqkb1r/pppnpppp/3p1n2/8/3PPB2/2N5/PPP2PPP/R2QKBNR b KQkq - 0 4,-29,-0.01450,OPEN,7,4,39,39,46,0,0,13.96,10
2r3nr/p5k1/3pb3/1pb3Bp/5N2/7P/PP3PP1/R4RK1 b - - 2 21,266,0.13300,END,41,21,21,23,27,1,0,13.53,11
rnbqk2r/pppppp1p/4n1p1/6P1/8/1PN5/P1PPPP1P/R2QKBNR w KQkq - 2 7,57,0.02850,OPEN,12,7,36,36,44,0,0,14.95,10
r2n1r1k/1pp1b1p1/p3p2p/2P2p2/1P1PpN1P/P3P1P1/1B3P2/R2R2K1 w - - 1 23,369,0.18450,END,44,23,24,24,40,1,0,14.99,12
3r4/6k1/3p2p1/4Np1p/8/PP2P2P/5PP1/R2R2K1 b - - 0 35,-809,-0.40450,END,69,35,19,9,24,1,0,13.57,14
rn1qkbnr/pppb1ppp/3p4/4p3/4P3/2NB1N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,-18,-0.00900,OPEN,7,4,39,39,46,0,0,13.96,10
r6r/p1Q2pk1/3p4/2PP4/1P2P2p/P2R1P2/3K1q2/8 w - - 4 33,-459,-0.22950,MID,64,33,20,23,25,0,0,13.65,13
rnbk1bnr/ppp2ppp/8/4p3/4P3/7P/PPP2PP1/RNB1KBNR b KQ - 0 5,9,0.00450,END,9,5,29,29,40,1,0,13.85,8
2rq4/6k1/3p1pp1/p2p4/1pnP3N/2P4R/PPQ2PP1/2K5 b - - 1 28,91,0.04550,MID,55,28,23,23,30,0,0,12.97,10
r5k1/bppb1r2/p3p1q1/3p2R1/2P5/8/PPP4P/4R2K w - - 0 26,-622,-0.31100,MID,50,26,15,30,27,0,0,14.00,11
rnbqkbnr/pp3ppp/8/3p4/3p4/5N2/PPP1BPPP/RNBQK2R b KQkq - 1 6,29,0.01450,OPEN,11,6,37,38,40,0,0,14.00,11
r2qkb1r/ppp1pppp/8/n2bP3/3P4/1P3N2/P4PPP/RNBQ1RK1 b kq - 0 9,35,0.01750,OPEN,17,9,35,35,40,0,0,15.12,10
r1b1kb1r/pppp1pp1/5n1p/8/2BPP3/8/PP3PPP/RNB1K2R b KQkq - 0 9,94,0.04700,END,17,9,26,26,38,1,0,14.26,11
rnbqkbnr/pp1p1ppp/2p5/4p3/2B1P3/5Q2/PPPP1PPP/RNB1K1NR b KQkq - 1 3,58,0.02900,OPEN,5,3,39,39,46,0,0,14.50,9
